"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T4811",0.109353462,0.146693482,0.154965436,0.234883962,0.096217341,0.097353705,0.089712474,0.092605834,0.217325941,0.109011462,0.125149631,0.293055118,0.089719309,0.102466959,0.178147486,0.223693233,0.290077479,0.087737117,0.097075828,0.187515814,0.137208622,0.086715921,0.293414301,0.0368219484412908,1.78881945380755,2.1477538489635
"T4812",0.110429373,0.126766443,0.121791341,0.260430156,0.099036215,0.099239429,0.09917892,0.100104279,0.254750392,0.116314773,0.101810071,0.252225176,0.097281141,0.102093974,0.114643764,0.3153184,0.225566341,0.09831289,0.220563123,0.161954604,0.119704611,0.096655563,0.107822583,0.0339862254226436,1.82518941325883,2.16357813850289
"T4801",0.2573764,0.130318496,0.106217443,0.117545959,0.165099121,0.08437216,0.08719904,0.089077865,0.331320265,0.234100483,0.223299783,0.336773072,0.085500801,0.094011041,0.09642013,0.140856856,0.16003448,0.086475525,0.114002906,0.117661886,0.133073771,0.084984248,0.085515387,0.118372017324385,1.18316430980246,1.88423795550774
"T4803",0.106720134,0.094630823,0.096033862,0.104596831,0.09335051,0.087675188,0.097151895,0.099901261,0.288538826,0.106834465,0.110368479,0.09383899,0.087854629,0.087914351,0.089943639,0.359328409,0.375975275,0.096455124,0.109959669,0.147650133,0.104495053,0.090653649,0.348314008,0.394454354802995,0.267727981623847,1.48593865216719
"T4805",0.226828616,0.108614159,0.068797967,0.092080751,0.070295846,0.082197528,0.071318192,0.074806259,0.388221848,0.082468488,0.118244468,0.117630369,0.079450248,0.088348411,0.073669978,0.328195128,0.296721684,0.069797799,0.298971941,0.167253206,0.125844342,0.06884357,0.372525222,0.475872472628968,0.0605156582088856,1.39578216446917
"T5743",0.144463539,0.150691733,0.134405557,0.147974091,0.214227932,0.138125396,0.121037128,0.121396541,0.167426766,0.122836232,0.158002997,0.146038338,0.260034234,0.143626999,0.150870666,0.248224152,0.213513042,0.12165728,0.160111695,0.133066964,0.166689013,0.123263032,0.28301594,5.50674881153103e-07,4.87260735031917,3.48948623713998
"T5745",0.113571891,0.266696588,0.088929122,0.087954093,0.245708057,0.103066457,0.092309648,0.107155776,0.357619159,0.104563085,0.244114544,0.123331051,0.257156185,0.111593515,0.163927175,0.303279787,0.235867672,0.090782437,0.137292426,0.166316425,0.138236247,0.089051654,0.247370407,0.0561843218625211,1.58763612825055,2.06022053184846
"T5747",0.108423271,0.155480504,0.139325483,0.142525909,0.109426227,0.113368896,0.105866377,0.106071836,0.311941744,0.111171567,0.205119426,0.204699339,0.308929709,0.116773976,0.123109406,0.175226455,0.205581949,0.105822471,0.133862668,0.122460664,0.15808328,0.107263453,0.118227482,0.00386212663459199,2.66389123557758,2.52849084871251
"T5755",0.195978877,0.138943021,0.227654527,0.295138751,0.269017569,0.133955588,0.112892169,0.110073713,0.056699785,0.109767137,0.112481531,0.231710645,0.067123833,0.139184919,0.209410394,0.064636763,0.288452678,0.113953009,0.137615158,0.144912982,0.171960432,0.1158592,0.066251079,0.0381964496541143,1.77200998768852,2.14044017958132
"T5757",0.144516465,0.176256827,0.286473351,0.174976905,0.161257187,0.131666427,0.09464548,0.085355655,0.063881142,0.085460767,0.19107917,0.239654732,0.143193074,0.138438982,0.211222624,0.067293506,0.18315708,0.097045034,0.149560056,0.152285807,0.18911268,0.112784171,0.205475871,0.0011682417783548,3.04375110899235,2.69376495712501
"T5759",0.300521199,0.269309707,0.205277597,0.276789616,0.13633559,0.116346341,0.098251986,0.094773247,0.104389853,0.091646543,0.336229853,0.1230395,0.207364629,0.118385891,0.330311119,0.296189655,0.091772133,0.099646894,0.15995176,0.099004594,0.26341032,0.105983558,0.330984044,0.076660289274382,1.427900226081,1.99072066976718
"T6892",0.064122753,0.192910462,0.086390844,0.157862084,0.132355722,0.165791154,0.095625147,0.118968929,0.280049487,0.083725391,0.087123888,0.362813496,0.218183542,0.157707564,0.168992001,0.07448547,0.092005409,0.083598539,0.062110718,0.061752272,0.292612406,0.100010644,0.109565541,0.197744853500285,0.849703940657877,1.73915191442149
"T6894",0.117067059,0.174586889,0.086893521,0.103888076,0.14476422,0.161802948,0.127726293,0.125240556,0.240135322,0.126478376,0.14500252,0.343840652,0.129924979,0.139351325,0.154983356,0.061893379,0.128405144,0.121465646,0.110012464,0.108013107,0.206703972,0.138792358,0.136639569,0.00339420394912718,2.70704977266247,2.54726879615131
"T6896",0.115931682,0.222002528,0.08373751,0.060499495,0.151925369,0.151757682,0.121250652,0.10481048,0.26198799,0.116846303,0.116504249,0.265432442,0.155210054,0.157797873,0.143374973,0.063267038,0.136299466,0.106555366,0.104463796,0.1053493,0.255755906,0.131192863,0.154524149,0.00588618826794339,2.51889497461731,2.4654040911197
"T6898",0.126619762,0.172123911,0.095161827,0.127806145,0.128264232,0.146486737,0.116122888,0.126764262,0.23024614,0.127206053,0.126938818,0.352540345,0.133306813,0.138312073,0.1464324,0.066605587,0.129144763,0.126830186,0.103981302,0.119242268,0.143222928,0.128598144,0.129044356,0.00272013296397324,2.7797386705108,2.57889517636193
"T6900",0.096943444,0.266827024,0.086488479,0.023816097,0.080339089,0.145404622,0.106085202,0.091981938,0.262721086,0.105087534,0.119174483,0.280611479,0.168900487,0.209622204,0.166328824,0.084613934,0.143090571,0.067567959,0.148274185,0.076308531,0.250987539,0.113781755,0.14115371,0.0759174163292461,1.43308050268447,1.9929745682621
"T6902",0.126619762,0.172123911,0.095161827,0.127806145,0.128264232,0.146486737,0.116122888,0.126764262,0.23024614,0.127206053,0.126938818,0.352540345,0.133306813,0.138312073,0.1464324,0.066605587,0.129144763,0.126830186,0.103981302,0.119242268,0.143222928,0.128598144,0.129044356,0.00272013296397324,2.7797386705108,2.57889517636193
"T6891",0.072647109,0.182681862,0.07556855,0.21817611,0.075860329,0.165919198,0.085870431,0.088360679,0.305512569,0.073950674,0.08863271,0.28846173,0.138954826,0.161962776,0.158700245,0.077541772,0.137392521,0.073206866,0.079555661,0.067591895,0.066494225,0.103252944,0.227745836,0.150597167071218,1.03387557658171,1.81928357625919
"T6893",0.078547689,0.200650342,0.062008477,0.17444547,0.07230921,0.153437723,0.094649234,0.086836566,0.267281374,0.087888317,0.123487344,0.329345272,0.075229038,0.105671593,0.141481919,0.089086648,0.081710704,0.090158695,0.129266824,0.080138452,0.131211036,0.108912887,0.230618764,0.11419576275498,1.20451257282552,1.89352642050294
"T6895",0.103366936,0.187043658,0.089892507,0.096671357,0.133528484,0.184234983,0.112913117,0.063333375,0.286542467,0.110923949,0.132426987,0.198501197,0.15010518,0.148197927,0.16345528,0.085141458,0.128724098,0.065041818,0.085154004,0.059633279,0.072603864,0.139318553,0.193305848,0.0109514927942335,2.29204605773233,2.36670387268002
"T6897",0.092348035,0.231458244,0.056242892,0.156854973,0.103956829,0.143938887,0.084576014,0.089035752,0.222676818,0.098533059,0.12624398,0.364514528,0.142456484,0.154756854,0.136829379,0.093549542,0.121923454,0.108731812,0.102031118,0.083926686,0.106698852,0.123397978,0.184859141,0.0546042040361862,1.6017612811638,2.06636627720698
"T6899",0.089635802,0.199888064,0.100294266,0.021771121,0.090704158,0.106369879,0.101545352,0.100994347,0.289109937,0.094746387,0.110399037,0.307683956,0.146828714,0.152587486,0.164495778,0.097440075,0.134063547,0.072281793,0.073808506,0.065199803,0.235373429,0.114139258,0.071881309,0.155358387425105,1.0137191684284,1.81051367814811
"T6901",0.105241421,0.204839817,0.054554939,0.106647324,0.110822594,0.138107646,0.096490835,0.106876681,0.245062391,0.104522404,0.118036744,0.384229347,0.130225206,0.123155927,0.121822211,0.108385891,0.129907061,0.108240357,0.111779152,0.095843481,0.124183963,0.124419721,0.22551723,0.0686129763242008,1.48620103962427,2.0160869051936
"T0861",0.046409921,0.287599061,0.083188289,0.242573754,0.058025537,0.134957833,0.053330169,0.066915085,0.277162684,0.045080185,0.243319496,0.045581994,0.104046862,0.064750097,0.059168197,0.175158659,0.224102136,0.045241889,0.23719951,0.065695415,0.256420145,0.06396967,0.101345699,0.425069474395987,0.188941140503646,1.45165910375446
"T0862",0.055182127,0.316819319,0.237394483,0.256907189,0.063105477,0.115223699,0.055437967,0.074750675,0.30394033,0.053631228,0.237343506,0.08645845,0.100321829,0.067222245,0.065151255,0.270818566,0.251290784,0.053470593,0.095343198,0.074101902,0.282787289,0.066086509,0.096071561,0.417258539954271,0.208911815926343,1.46034819098341
"T0864",0.0596082,0.150581724,0.170475254,0.183607346,0.071438347,0.177901145,0.04919123,0.105704261,0.147656359,0.052046552,0.161142304,0.100878592,0.141791568,0.052903008,0.075266709,0.162497221,0.183377809,0.05351642,0.150715757,0.084236789,0.165043989,0.083554195,0.161107884,0.00850887811206805,2.38632388278987,2.40772342902163
"T0868",0.05305055,0.333532805,0.225117776,0.243182243,0.071902585,0.130673849,0.060042655,0.083874652,0.344035985,0.051941976,0.226427875,0.091421781,0.109519663,0.062954846,0.069658154,0.20459437,0.213817266,0.05542202,0.053028819,0.08318664,0.224838251,0.078562468,0.100373407,0.390267868552474,0.278620945124881,1.49067809677981
"T0869",0.052669869,0.220787759,0.221007035,0.223698564,0.076886631,0.124210509,0.071512231,0.121188129,0.18050737,0.046609589,0.221942005,0.135274953,0.157084128,0.071483726,0.08452099,0.077981373,0.223332452,0.045372759,0.162487575,0.091278941,0.433365426,0.094550565,0.163445385,0.284116254954415,0.570656501907594,1.61774052071556
"T0870",0.053873598,0.22576685,0.216766149,0.225080095,0.06591074,0.066528251,0.09566224,0.098771898,0.21680446,0.050314793,0.219181248,0.140263929,0.149787513,0.076109473,0.070666777,0.207151385,0.214262323,0.049390314,0.163027607,0.079025344,0.442645271,0.078905787,0.140548565,0.321823466512838,0.462605824397794,1.57072850223553
"T0896",0.063758101,0.293869628,0.161964836,0.182283161,0.08362545,0.146144048,0.054671481,0.11701916,0.296446477,0.057990189,0.16874001,0.378858292,0.134064597,0.060302091,0.088651542,0.226141547,0.237304047,0.058846477,0.053568028,0.096415428,0.240982178,0.097521752,0.126037342,0.27620322268582,0.594157993615482,1.62796583894533
"T0900",0.04381279,0.312260726,0.211985673,0.258587519,0.062817924,0.170121115,0.034397589,0.107476987,0.31678623,0.034471262,0.227718182,0.32791927,0.138695181,0.045088804,0.069194335,0.252229158,0.201163405,0.034847706,0.136018428,0.077575618,0.274234504,0.082768186,0.146330105,0.350555586292842,0.383820932119786,1.53644980174904
"T1658",0.05380991,0.307365362,0.365999683,0.338048351,0.331088253,0.335229349,0.208302779,0.07046352,0.077709608,0.080555854,0.20688153,0.10650575,0.049748754,0.137037144,0.041348517,0.272845883,0.351206589,0.071227275,0.167559274,0.195124525,0.14743195,0.220423613,0.297680348,0.21552082134928,0.787410430643817,1.71204848747906
"T1659",0.043254541,0.310139171,0.371162511,0.325244629,0.341168966,0.358937313,0.241553608,0.069543498,0.085936809,0.068057367,0.219734036,0.1141904,0.053116097,0.127402306,0.035529455,0.285697975,0.363665824,0.057507579,0.169064635,0.192670605,0.124401698,0.20834111,0.324217049,0.271051410991766,0.609636206219142,1.63470029016518
"T1660",0.061620805,0.333191829,0.320066454,0.241801392,0.286895967,0.352294804,0.35223273,0.14333372,0.087515606,0.086595346,0.227444211,0.123939942,0.062715364,0.137755589,0.046075043,0.268791969,0.335200103,0.078699505,0.150019445,0.160225437,0.097313704,0.21471231,0.310510144,0.151997636036363,1.02790339573327,1.81668512631992
"T1654",0.05711198,0.190102651,0.184413017,0.191583361,0.080499891,0.166757382,0.049098669,0.098688123,0.375186624,0.056250443,0.091040669,0.102413796,0.109092458,0.049248639,0.074110941,0.191478058,0.184783292,0.051889165,0.433275571,0.082400934,0.188849938,0.081876282,0.148705362,0.451127217084892,0.122813941436059,1.42288766819991
"T1655",0.062552334,0.18171548,0.146976939,0.181745916,0.071501025,0.160387189,0.05806131,0.085891777,0.355535675,0.061409462,0.078556181,0.152957629,0.09329441,0.059519555,0.068624497,0.181599092,0.173030463,0.059253238,0.386316477,0.072580128,0.176806971,0.074023894,0.146453134,0.373903958259106,0.321531141574425,1.50934799311882
"T1656",0.058674546,0.180433971,0.106294839,0.179680351,0.076794721,0.150489811,0.056110182,0.09748364,0.416646392,0.059052628,0.083408731,0.137696654,0.103894554,0.058918612,0.072391285,0.178902435,0.181195398,0.054914929,0.367666436,0.079747609,0.18028251,0.082357171,0.138221832,0.435615560196153,0.162094902418692,1.43997851210935
"T1657",0.060923607,0.188116895,0.17851991,0.18854168,0.079653526,0.163176575,0.049516794,0.09521215,0.369267393,0.062165405,0.091410151,0.164667223,0.09462149,0.049762348,0.075491307,0.18860623,0.186701283,0.053414954,0.347067543,0.08179854,0.188024472,0.083228571,0.149483518,0.303370036466467,0.514732337580316,1.59340834707791
"T2119",0.028445129,0.19609026,0.309845191,0.267721426,0.057152799,0.201809165,0.052366909,0.076796248,0.112047726,0.051084547,0.27948229,0.220688647,0.116480143,0.053863426,0.054702097,0.262506267,0.096736817,0.05043852,0.196637501,0.058499603,0.262771763,0.057480694,0.13211943,0.385232041324271,0.291767909528434,1.4963982398436
"T2112",0.017622274,0.118049713,0.245232611,0.184778545,0.071952327,0.115046952,0.080001666,0.076447868,0.342244662,0.072091885,0.19582529,0.399560511,0.074023286,0.084289017,0.07183664,0.120435317,0.10665247,0.114876905,0.115924747,0.072328866,0.117221783,0.072674963,0.088128447,0.458001607293304,0.105469570410401,1.41534126580823
"T6048",0.057262155,0.401045505,0.301562896,0.086027946,0.200520094,0.11115722,0.074405819,0.094140529,0.124031158,0.077719606,0.199527962,0.448938059,0.052892998,0.250162011,0.06413782,0.218157373,0.178343122,0.130532559,0.229908862,0.376312758,0.303138004,0.052054724,0.312812872,0.334155067834337,0.428468399372389,1.5558755712485
"T6154",0.050628214,0.340567619,0.345130242,0.048631157,0.050638696,0.354499099,0.074405819,0.094140529,0.047717098,0.077719606,0.058628981,0.417968211,0.050156965,0.342131998,0.298305887,0.218157373,0.178343122,0.164173563,0.385338266,0.164445466,0.277924437,0.050080138,0.247547158,0.444797928620875,0.138815611491261,1.42984987172962
"T7305",0.05826715,0.278727994,0.087457347,0.098716003,0.125664024,0.141684379,0.085333026,0.083347781,0.354641012,0.080011797,0.082568689,0.055989276,0.128372555,0.08560465,0.056997331,0.142501341,0.105881666,0.083174271,0.095674744,0.067574588,0.369430093,0.102247039,0.242378821,0.432379866608788,0.170318410611475,1.4435564972552
"T7307",0.080038665,0.269632534,0.08429149,0.074099793,0.089317241,0.124431859,0.084793654,0.085205515,0.329567782,0.084718757,0.08475765,0.071831534,0.115817349,0.079992517,0.073560144,0.083370598,0.10523746,0.085188799,0.084925321,0.078875067,0.305110252,0.059110913,0.224166637,0.368836922467552,0.334935363644611,1.51518006701411
"T7309",0.070608401,0.083037918,0.082842062,0.089094104,0.124824632,0.135244859,0.082509097,0.082145633,0.338214137,0.081793519,0.077798053,0.069037596,0.12082535,0.079505929,0.069191644,0.077892753,0.103248358,0.081889198,0.092008398,0.073984819,0.321949579,0.059498357,0.20235115,0.37426636072232,0.320574688789181,1.50893184787057
"T7313",0.073312296,0.310145223,0.086469522,0.068630149,0.139545186,0.119535848,0.084080476,0.083553144,0.359478166,0.081660187,0.082915047,0.070284354,0.107938986,0.08689953,0.077816186,0.086047089,0.110422334,0.084675621,0.215798502,0.074494737,0.350477904,0.126582533,0.214060639,0.399038903578214,0.255835569514523,1.48076435515453
"T7315",0.070766837,0.319151804,0.086799791,0.109843033,0.142456421,0.11737958,0.08343255,0.085454261,0.371436767,0.080041117,0.085101248,0.071647858,0.131543848,0.082406564,0.112879388,0.089099021,0.107616911,0.075407343,0.20969299,0.071677335,0.378472143,0.123944452,0.194618842,0.396986337108854,0.261155395201469,1.48307897038202
"T7317",0.07922286,0.272032146,0.092594939,0.080700026,0.134541128,0.096654977,0.090803362,0.090590545,0.361917371,0.086470666,0.089918908,0.070412883,0.116985173,0.090927701,0.071134538,0.071289308,0.114740501,0.087656777,0.200045464,0.077232866,0.311550293,0.086776063,0.211431665,0.326834404043528,0.448671276485178,1.56466568764633
"T7319",0.069312517,0.323076524,0.084488628,0.082440013,0.14190304,0.123020188,0.081515901,0.081107006,0.331326504,0.08025684,0.090510205,0.067292318,0.130333927,0.093956962,0.107004467,0.093671307,0.098304668,0.078108669,0.2765483,0.073725691,0.385036416,0.116287218,0.186242467,0.409470067016943,0.228908371196457,1.46904853833487
"T7320",0.07365408,0.335389724,0.088386769,0.101462521,0.137932454,0.142784265,0.088387177,0.08847559,0.370969916,0.087878809,0.088633176,0.069537739,0.130349587,0.087736779,0.100564962,0.08642599,0.096447418,0.084987927,0.218189193,0.078468522,0.414689926,0.094601114,0.269117037,0.45937811634236,0.102000557358201,1.4138319249186
"T7321",0.071044398,0.333064133,0.076365769,0.114657709,0.129749978,0.12853344,0.073964027,0.074616045,0.299340832,0.07419358,0.075221975,0.067110126,0.108535387,0.093156955,0.08767948,0.102905831,0.098945553,0.074874171,0.206751602,0.072973076,0.399240902,0.089690225,0.112831624,0.465312356337338,0.0870588769410602,1.40733091472521
"T7322",0.067086436,0.341339352,0.083353945,0.118176333,0.141965149,0.150053089,0.081948619,0.082291427,0.361134265,0.080882222,0.083850435,0.062186586,0.118254278,0.084162094,0.133886749,0.079646911,0.103704908,0.078434947,0.15705874,0.072573585,0.415257484,0.06773,0.161160285,0.498554039840535,0.00362449255548442,1.3710292559943
"T7323",0.07535215,0.280677744,0.088288019,0.084139419,0.143790121,0.098194202,0.08599719,0.085837671,0.382664322,0.083368459,0.100809737,0.075351776,0.134436631,0.10493128,0.100992328,0.095829438,0.105978782,0.083451351,0.200959688,0.077663652,0.372490337,0.091173706,0.273628181,0.394949600592748,0.266441508279462,1.48537891751273
"T7334",0.089500738,0.221989218,0.081040578,0.071785598,0.132510552,0.133467372,0.084383124,0.085880081,0.413035881,0.087778424,0.083880772,0.085693984,0.118039476,0.079136588,0.074560021,0.140920944,0.087282137,0.087878727,0.120909152,0.089845546,0.382270459,0.073365906,0.279170247,0.475714472246694,0.0609124370658024,1.39595479989714
"T7336",0.089507966,0.30919944,0.090673698,0.067366543,0.132537032,0.140985379,0.091277521,0.09142879,0.411777162,0.091287652,0.091096672,0.074079726,0.126412209,0.090454945,0.055192819,0.210003579,0.095047921,0.091518368,0.089468927,0.085366091,0.366939587,0.066356984,0.307926535,0.499458879535592,0.00135638827197773,1.37004242127055
"T7344",0.077860196,0.290938591,0.086721971,0.085509828,0.137661173,0.146522398,0.087655326,0.087645342,0.397840191,0.087419953,0.086632648,0.074837563,0.134151289,0.124094012,0.085682466,0.086426043,0.102518221,0.08736106,0.158930018,0.080857403,0.375576298,0.085401005,0.208995446,0.399558341079892,0.254490448605978,1.48017910339611
"T7346",0.069091202,0.328413661,0.087733643,0.088920526,0.146147782,0.145186006,0.086816434,0.083323253,0.372224437,0.085114808,0.09586572,0.067722806,0.12276132,0.113380982,0.099226088,0.084511933,0.094178533,0.084812375,0.131468289,0.076439227,0.425186489,0.075212793,0.198472937,0.494725562265261,0.0132214399474605,1.37520481396896
"T7354",0.090496967,0.29006369,0.084781789,0.070668342,0.117157512,0.1381413,0.088769604,0.091044807,0.392373042,0.092338224,0.08597872,0.082367952,0.11138461,0.082197191,0.067224255,0.092186086,0.086610825,0.090880869,0.091061846,0.089400544,0.354378613,0.062302115,0.246337166,0.481876776249387,0.0454438215526022,1.38922452429752
"T7404",0.069556229,0.295480536,0.08916599,0.080126,0.163813028,0.153963275,0.08779444,0.088163743,0.393441102,0.085333087,0.121043465,0.064586121,0.10572007,0.184112416,0.108511286,0.076767127,0.099518062,0.086969583,0.253338238,0.07440929,0.378529592,0.1062134,0.162856486,0.374350282000162,0.320353245549353,1.50883549962063
"T7406",0.068102396,0.308601916,0.084237689,0.067519517,0.151270286,0.143012196,0.082234736,0.081691173,0.360335765,0.080947548,0.09850359,0.064328512,0.120565101,0.131441764,0.120818098,0.079313292,0.096730079,0.08165223,0.183489344,0.072881167,0.365923195,0.107941131,0.149737711,0.375633576324735,0.31696896320139,1.50736302440853
"T7410",0.07484903,0.332382369,0.08092739,0.055260054,0.155770332,0.147362701,0.079844346,0.080055497,0.339081659,0.079331596,0.111910894,0.067971627,0.081383586,0.160710233,0.114116691,0.188842923,0.082779186,0.07939826,0.263054726,0.074659441,0.375568895,0.10438451,0.175357714,0.374909168857395,0.318878909717844,1.50819402744337
"T7412",0.07455673,0.311221878,0.085126566,0.055240735,0.147760535,0.144984685,0.083066005,0.082044288,0.337513869,0.081523971,0.120419532,0.065430064,0.086618787,0.178807002,0.121598673,0.079828769,0.085913272,0.082487514,0.265809136,0.07085043,0.394583173,0.051250142,0.234619538,0.450631842012633,0.124065159060975,1.42343206336207
"T7422",0.064014723,0.30309761,0.087770624,0.074708638,0.151530576,0.146363082,0.085140663,0.084545212,0.384660325,0.083234235,0.111458052,0.062487517,0.107666374,0.112528021,0.112808179,0.080100346,0.100950226,0.083182864,0.16859346,0.07274194,0.366836387,0.0585915,0.090332704,0.471832686862709,0.0706637478259977,1.40019752018569
"T7424",0.080534497,0.320479555,0.085903293,0.086823187,0.132781401,0.127680263,0.086671608,0.08701589,0.402081014,0.086785392,0.085380015,0.075098095,0.117578529,0.086053038,0.097354452,0.07604443,0.093710774,0.087120047,0.181293006,0.081756295,0.378975115,0.100146257,0.148818379,0.469794658060759,0.0757860482033127,1.40242619367066
"T7430",0.084026147,0.282145342,0.086733416,0.062146929,0.149670583,0.144745932,0.085459308,0.084045963,0.400004149,0.082861676,0.110521013,0.069762555,0.091723917,0.139970528,0.102130159,0.116003466,0.090719346,0.083488609,0.19393279,0.075468714,0.380289081,0.05629368,0.204279254,0.431072472409785,0.17364438864588,1.44500360470905
"T7432",0.069727103,0.276144163,0.08426449,0.055174132,0.143528083,0.134191432,0.082994068,0.082400383,0.331020736,0.081467932,0.108860816,0.062505944,0.087449399,0.152652533,0.121108185,0.079666352,0.087978596,0.082901072,0.27850912,0.073937367,0.344560996,0.081354005,0.134444318,0.370823535223596,0.32967298232237,1.51289044538775
"T7225",0.086037161,0.31705493,0.088634992,0.079207059,0.146036794,0.145706812,0.089468661,0.089706143,0.401210757,0.089803477,0.086912458,0.076877367,0.130863462,0.084202718,0.081651931,0.089656874,0.095933077,0.089733146,0.089489206,0.085887212,0.38050547,0.081958505,0.287730317,0.4975699124603,0.00609136380634773,1.3721025726963
"T7245",0.065344921,0.289841379,0.088769803,0.070239646,0.105551002,0.140072448,0.087361801,0.087273502,0.371987621,0.083889444,0.08719924,0.061918611,0.115244682,0.08300735,0.078811442,0.193961155,0.106017779,0.086032225,0.088695891,0.075019563,0.362678155,0.071015025,0.204815448,0.453283624723013,0.117369503811986,1.42051883527729
"T7247",0.071401644,0.289781304,0.084615157,0.070116857,0.104031502,0.130077137,0.084494908,0.083519816,0.366973311,0.080834347,0.083099586,0.068311473,0.128369345,0.084627218,0.078386361,0.084613607,0.102784265,0.083047776,0.209649994,0.073383466,0.374195786,0.080736525,0.202248516,0.462601349593306,0.0938822434737485,1.41029970900697
"T7249",0.07579521,0.289133526,0.082271377,0.075485775,0.131475238,0.132224322,0.082259684,0.082326977,0.361357951,0.081966752,0.080885625,0.072359605,0.117208213,0.082171783,0.082455182,0.081910212,0.100586567,0.082174133,0.229787109,0.07794567,0.348889937,0.096285356,0.201199713,0.399890977793661,0.253629303762538,1.47980442590008
"T7251",0.070875342,0.26911585,0.089173432,0.08480944,0.111152197,0.125106862,0.087401945,0.085822349,0.366260393,0.083340231,0.084992856,0.0684457,0.142535555,0.073762354,0.068876582,0.088574688,0.108227972,0.084896013,0.124648685,0.073992589,0.288074503,0.072935064,0.138614358,0.342289266900708,0.406223302467109,1.54619690073108
"T7253",0.082303789,0.224096083,0.100451533,0.063645301,0.118546735,0.111766392,0.099054013,0.097268163,0.324115895,0.090979323,0.073015176,0.071368613,0.146048484,0.072819286,0.083215603,0.099807858,0.118342276,0.096612395,0.117414112,0.081703215,0.244989102,0.057777978,0.258543941,0.190887410163813,0.874630805943834,1.74999740172875
"T7255",0.076582755,0.284806579,0.089316447,0.061191336,0.135389351,0.123731029,0.088102926,0.086919368,0.391713066,0.083661785,0.080101659,0.072909987,0.143614968,0.100146179,0.077475139,0.085479147,0.110546917,0.08583586,0.198838016,0.077328941,0.315206328,0.069695537,0.156640084,0.389013993934971,0.281889830084378,1.49210036347602
"T7257",0.067128756,0.303379707,0.089896122,0.081440771,0.162290017,0.142583774,0.086895876,0.082752824,0.411160057,0.078384349,0.090541821,0.063401482,0.148178343,0.064792553,0.10114236,0.079421706,0.112906842,0.079943001,0.144489991,0.070339927,0.335025537,0.103518285,0.220444355,0.437132305555973,0.158243901541996,1.43830297125616
"T7259",0.082379589,0.316782133,0.080820368,0.057725734,0.154660161,0.127530997,0.082321719,0.082591002,0.417771724,0.083815527,0.080916158,0.07863514,0.115652835,0.09596511,0.079041216,0.142676781,0.097381568,0.083709587,0.236806479,0.082283817,0.387834112,0.086883894,0.268215355,0.49689738781357,0.00777717383066764,1.37283605566784
"T7267",0.082019541,0.272840972,0.089948121,0.066435623,0.147524505,0.122139648,0.089241144,0.088862585,0.411568593,0.085591678,0.075572755,0.075269255,0.145204045,0.07638697,0.077331367,0.101369889,0.107786282,0.088643078,0.080061815,0.079095843,0.305160111,0.063474378,0.306324995,0.483490939528684,0.0413938958209903,1.38746243277042
"T7273",0.082714219,0.255840632,0.095377493,0.065458313,0.144454409,0.149602844,0.09359234,0.091895388,0.400042942,0.086050848,0.087547486,0.065281031,0.155475445,0.064942018,0.084502553,0.077752222,0.109430642,0.08950041,0.080308603,0.076329845,0.291655493,0.065538724,0.311408044,0.451000594921387,0.123133745139886,1.42302681233099
"T7275",0.078676664,0.308333392,0.086039582,0.082497725,0.136568341,0.136297604,0.086108565,0.086073718,0.31686453,0.085462903,0.086386905,0.070397624,0.138167798,0.073332985,0.073224848,0.07468217,0.100978438,0.085274555,0.144643136,0.079803969,0.33172422,0.094530984,0.158345396,0.319061448132357,0.470324919612944,1.5740870211756
"T7276",0.07682983,0.310602308,0.088544686,0.084030395,0.134786314,0.142616126,0.08746086,0.087702837,0.379002804,0.086048834,0.088413622,0.064155055,0.134088115,0.073296233,0.068608957,0.084247049,0.097518714,0.085869206,0.089876166,0.077077565,0.348796034,0.056427401,0.224666811,0.487293192074642,0.0318566314628925,1.38331284242462
"T7289",0.068919418,0.317198487,0.083495437,0.083720975,0.145291271,0.150013709,0.082147699,0.083179518,0.364103445,0.079433374,0.081174169,0.063412639,0.134622535,0.071372347,0.122814717,0.131263514,0.107904847,0.075554459,0.113325323,0.070543674,0.41798073,0.124745566,0.279221616,0.475114990217692,0.062417975570326,1.39660984811737
"T7293",0.084822945,0.299758008,0.081949837,0.075452794,0.127880521,0.137795288,0.083178099,0.084295306,0.386765643,0.085323208,0.082863089,0.082956008,0.131204342,0.073825139,0.083267835,0.091501576,0.09364381,0.084216121,0.084786946,0.085057994,0.362550278,0.08148001,0.288521348,0.496970725233822,0.00759333875035478,1.37275607043876
"T7294",0.081313087,0.274765818,0.08316655,0.088403008,0.127805379,0.142804654,0.084293191,0.08491388,0.382476973,0.08554913,0.082763968,0.070977189,0.138109155,0.088495823,0.07893761,0.083465714,0.094356391,0.085259753,0.085126888,0.081075454,0.341543222,0.065850724,0.270698015,0.453697774433456,0.11632427332303,1.42006406353319
