"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T7285",0.076026319,0.058727649,0.07482992,0.132311004,0.075564954,0.244842324,0.147402653,0.131746073,0.508225227,0.125827068,0.057624741,0.072303248,0.149239828,0.073363522,0.102122345,0.074825704,0.134673527,0.10583091,0.078421918,0.093233168,0.143225131,0.056101334,0.06438111,0.118461766758266,1.18271142796354,2.30001633293225
"T7286",0.080875722,0.071971181,0.061821016,0.091121318,0.08098906,0.269979053,0.106276955,0.094926125,0.504318987,0.094029118,0.107644469,0.080574779,0.113285398,0.080709461,0.065657249,0.080995958,0.136669195,0.103962596,0.082040235,0.092132894,0.124499642,0.074529261,0.074226501,0.114839386318881,1.20118673798606,2.31206750334139
"T7287",0.074153506,0.063379193,0.089554292,0.11791154,0.078512501,0.201866718,0.106792101,0.323581183,0.479091999,0.101008282,0.132133846,0.072299577,0.074342549,0.07477417,0.064744755,0.072770693,0.144472259,0.10278762,0.081517048,0.092367035,0.12042083,0.063677295,0.066972766,0.344701484773333,0.399665413709439,1.78924704438053
"T7288",0.079240829,0.095942304,0.074859117,0.081251572,0.082069883,0.228081158,0.101541856,0.284467377,0.489476872,0.082444445,0.099048307,0.078374222,0.071932745,0.079105611,0.073514014,0.079083437,0.142625842,0.096777164,0.082975811,0.093803751,0.091177056,0.080371822,0.074122383,0.263933310370423,0.631265989665778,1.94031666130728
"T7478",0.082022497,0.07291434,0.072539639,0.109060472,0.086387068,0.265417833,0.07597964,0.335400903,0.479863115,0.084025442,0.076597812,0.083133558,0.073168786,0.082376174,0.07703177,0.083106785,0.13885855,0.102640002,0.090884525,0.091974679,0.074224708,0.07589868,0.079858634,0.458412458031653,0.104434032802028,1.59667199816455
"T7480",0.082117754,0.06985191,0.072507709,0.089011579,0.082315522,0.208782395,0.05898719,0.307859983,0.482187959,0.08208919,0.05932163,0.086968554,0.06423338,0.084440378,0.086747507,0.08705676,0.137524452,0.093008535,0.082224986,0.090102341,0.059058781,0.058904024,0.083475509,0.40014603463957,0.252969128570616,1.69355923570825
"T7490",0.075469902,0.067131008,0.045992396,0.095763905,0.074406933,0.152496631,0.089045674,0.064257825,0.445725517,0.119755372,0.059122701,0.075816418,0.064382644,0.076542661,0.05512833,0.076721696,0.099647675,0.100976737,0.076463917,0.090800347,0.063362501,0.073024425,0.071543146,0.00171436906057763,2.92643258155115,3.43741975091519
"T7492",0.084764872,0.09357493,0.062623372,0.074920452,0.084796201,0.135226865,0.089583994,0.268914288,0.474809727,0.084895239,0.096889609,0.085023667,0.082280482,0.084919899,0.076188439,0.084267408,0.123548227,0.080031964,0.080026088,0.082033226,0.063752659,0.084760427,0.080734726,0.134299684612659,1.10629381211699,2.2501702567525
"T7494",0.086298801,0.094491751,0.055709192,0.086393603,0.085643111,0.161966971,0.081930093,0.194307695,0.488742089,0.099638533,0.094409322,0.086511567,0.051630672,0.085940518,0.076766709,0.085877056,0.120446176,0.099782589,0.085523745,0.093911187,0.079501131,0.07266456,0.081153733,0.0118859268057905,2.26079662636732,3.00323530060859
"T7289",0.084233962,0.092796594,0.081089158,0.107022903,0.083226641,0.288057872,0.100011762,0.245629795,0.493294271,0.105493937,0.119221131,0.081021486,0.125751922,0.081459556,0.071919763,0.079953368,0.140843712,0.102612592,0.085253892,0.095816483,0.118941922,0.063926239,0.071660386,0.225542746909621,0.753606577123822,2.02011761001203
"T7290",0.086449064,0.097112048,0.075698446,0.086529664,0.086536723,0.290617948,0.109087754,0.200680949,0.497044778,0.086841188,0.097206267,0.084258078,0.109072736,0.084930224,0.082775095,0.082867812,0.138089545,0.099111635,0.086653789,0.093160067,0.109002294,0.067430667,0.075658616,0.176316736388748,0.929493344538518,2.13484593685709
"T7291",0.085192332,0.074259779,0.075787899,0.113304448,0.084797604,0.173880164,0.094222608,0.341692387,0.473905983,0.084654516,0.093817509,0.086326664,0.10251794,0.086273264,0.081708803,0.084942949,0.139708344,0.092294976,0.086308717,0.092554757,0.081120448,0.098794376,0.081799273,0.307813302209064,0.502058168434624,1.85603631797597
"T7292",0.085791412,0.075221439,0.071988125,0.085664122,0.085955098,0.207650551,0.093504978,0.343631052,0.480168049,0.085266763,0.063337573,0.08511954,0.092718352,0.084598987,0.077697678,0.084200919,0.142153523,0.088837408,0.085384743,0.092912795,0.090591256,0.074488925,0.078411328,0.404100600826079,0.242747250131224,1.68689165617511
"T7293",0.081100519,0.083740541,0.082640835,0.088077279,0.080412858,0.099399161,0.068457445,0.372703247,0.446710898,0.081039554,0.085311072,0.083906623,0.087637552,0.084414726,0.085573397,0.084840268,0.134770311,0.080729254,0.082276879,0.081025768,0.075904556,0.088839049,0.084682974,0.464107778309752,0.0900901750829345,1.58731571274977
"T7294",0.082929614,0.087098631,0.06526852,0.084280766,0.082013237,0.11833857,0.090765622,0.377626957,0.455067881,0.084904146,0.087485733,0.084795947,0.090016796,0.085122236,0.084013917,0.085116817,0.143998148,0.081963702,0.083738296,0.081884505,0.091081439,0.072140819,0.081613917,0.463079044994297,0.0926796177458954,1.58900476775117
"T7295",0.080600403,0.114515775,0.092726716,0.092235514,0.080583773,0.102093103,0.059722856,0.332431343,0.478166989,0.11435582,0.116208936,0.080541646,0.108900653,0.080974826,0.078724699,0.080402778,0.13735796,0.092163851,0.080999264,0.082881976,0.095729398,0.10942196,0.07344847,0.273180826658444,0.603221039018682,1.92202335640728
"T7296",0.081423808,0.114183553,0.067339355,0.081363158,0.08066486,0.199526528,0.094674321,0.318907124,0.484438468,0.091680722,0.112662797,0.079236047,0.111284918,0.080114836,0.080612557,0.079352644,0.142269891,0.094817306,0.083180164,0.086672167,0.098036855,0.082271303,0.071570535,0.280211064540884,0.582214616709177,1.9083211790349
"T7297",0.082373665,0.083717149,0.070625027,0.082803415,0.08247468,0.086557404,0.073130915,0.371363027,0.461248398,0.08707398,0.075131838,0.086379702,0.072429919,0.087244941,0.080466162,0.084746256,0.146890389,0.082250554,0.083431795,0.082469047,0.076630823,0.072747337,0.085879521,0.492759916853953,0.0181491934455527,1.54038967859628
"T7299",0.082477993,0.070508761,0.07581028,0.080217169,0.087239418,0.102606609,0.065100479,0.370428164,0.490673299,0.080114381,0.076111209,0.088690619,0.071651208,0.090754583,0.079744253,0.091077517,0.131634234,0.082149616,0.08329857,0.07951947,0.075995549,0.07084494,0.088839352,0.492187437561071,0.019584441771329,1.54132586976884
"T5290",0.091139168,0.05606649,0.095697025,0.117932073,0.122361979,0.158580854,0.301595299,0.228593836,0.260009736,0.150697049,0.172690843,0.087647942,0.18351394,0.13297225,0.124287921,0.08202125,0.141430361,0.079598396,0.0947685,0.127678136,0.107243444,0.15857196,0.090684789,0.0940586693104302,1.31616896238904,2.38706870108115
"T5292",0.083996164,0.056659511,0.085051305,0.129364031,0.109713151,0.120844181,0.309055291,0.225455753,0.263077347,0.127728984,0.167289606,0.084097578,0.177271672,0.067851893,0.100350447,0.09214856,0.131768703,0.108381167,0.068718298,0.109650039,0.155347416,0.14303868,0.088423787,0.16482612250795,0.97481457702169,2.1644083038832
"T5294",0.100600277,0.041315571,0.108579116,0.099647208,0.120498191,0.182269467,0.306164224,0.242068732,0.269546222,0.166730848,0.139465848,0.092150715,0.194026589,0.084452518,0.143822013,0.138091554,0.150559862,0.093525659,0.112958208,0.093421384,0.07839955,0.170797482,0.078354704,0.14425412774329,1.06139978302366,2.22088654815453
"T5296",0.099040137,0.011688776,0.103336936,0.153093489,0.132610221,0.157257149,0.294910849,0.223955142,0.253848462,0.151014644,0.170664568,0.09606113,0.18109089,0.094199722,0.127234311,0.09962087,0.143463402,0.084492775,0.105640212,0.107242646,0.153435369,0.158356682,0.098144779,0.0955612491863848,1.30726567247542,2.38126121726518
"T5298",0.096237524,0.065175979,0.100360047,0.151105946,0.110688832,0.158533132,0.300826603,0.227288191,0.258473741,0.150529092,0.171925905,0.092114975,0.182432115,0.147963724,0.12607375,0.086656449,0.140482485,0.08425687,0.120213838,0.143819843,0.109891304,0.157889035,0.090610942,0.0533197918856876,1.61348313782367,2.58100232324223
"T5300",0.087697848,0.053290412,0.091268766,0.129356225,0.135751526,0.142063168,0.30672415,0.228667909,0.262997823,0.140811528,0.168245279,0.085649647,0.180500635,0.057619523,0.112291747,0.086606071,0.137565058,0.111375469,0.082883767,0.104452026,0.164065099,0.152018995,0.086403247,0.141264301415135,1.07465637309086,2.22953362502356
"T5302",0.096385937,0.005062173,0.100791844,0.151025438,0.094545059,0.152041922,0.298875728,0.227428558,0.258680207,0.150599685,0.176101383,0.093903585,0.187227128,0.045141382,0.124176512,0.143368131,0.147450813,0.116096309,0.107916186,0.099575147,0.066296096,0.161552968,0.071315759,0.216088539370205,0.785471662241794,2.04090273190662
"T5304",0.102521051,0.060560341,0.109005745,0.105106466,0.156580501,0.176378622,0.308458987,0.23922404,0.268299207,0.164076035,0.180423117,0.095105675,0.192903802,0.053135659,0.140578006,0.117160503,0.150589786,0.07833472,0.051557743,0.122083607,0.135516941,0.169065229,0.062020487,0.172637781044503,0.943792757994822,2.14417323193915
"T5306",0.096289237,0.046248671,0.100355934,0.098547451,0.121660917,0.156450667,0.306861655,0.232942448,0.264989272,0.151738789,0.176666946,0.091628014,0.186907706,0.035425503,0.126001377,0.095583685,0.145324052,0.072230414,0.082926875,0.102721636,0.078683588,0.160955862,0.065145554,0.251258421304729,0.670534937192856,1.96593121271993
"T5308",0.093373932,0.074098636,0.09813535,0.083165702,0.10791347,0.156888804,0.310429663,0.228721403,0.261741082,0.151252919,0.174287096,0.089651899,0.184421708,0.062048269,0.124478154,0.160047474,0.143928073,0.096508459,0.06015918,0.107593034,0.068169777,0.159915947,0.079108338,0.188945907370923,0.881787348073523,2.10372802369423
"T5310",0.089035272,0.071438016,0.094636873,0.147256885,0.142018139,0.156198522,0.307648445,0.230659471,0.262985383,0.146046176,0.168831927,0.085552761,0.181581222,0.1535727,0.120144335,0.119300405,0.135057321,0.075550065,0.079946252,0.141168699,0.140859908,0.154089817,0.085212529,0.0676617943836639,1.49343411393014,2.50269612742584
"T5312",0.104360025,0.059296886,0.110898119,0.090765101,0.160034464,0.178708173,0.306176508,0.23810514,0.266582067,0.164949902,0.17964045,0.096527281,0.19162513,0.071216374,0.14271054,0.106937544,0.150358184,0.080073526,0.070517747,0.12675619,0.059906677,0.169058169,0.058037964,0.193334588896776,0.8656736066481,2.09321726941677
"T5314",0.098741456,0.052481138,0.103067922,0.150241375,0.1418561,0.157657532,0.304904048,0.230717554,0.262191158,0.15367821,0.178545607,0.094497649,0.188455214,0.034141903,0.126219415,0.100003947,0.148189665,0.075070573,0.064770245,0.130330739,0.097078626,0.162408287,0.077780465,0.184186675958723,0.899524499986213,2.11529770452839
"T5316",0.093599725,0.056270226,0.097039093,0.14307808,0.145212381,0.152775196,0.307136801,0.226726027,0.259378964,0.148780606,0.174334807,0.090170467,0.184002368,0.058333361,0.122128229,0.143635701,0.143423574,0.090099305,0.048570981,0.133819732,0.066998169,0.1583762,0.071106645,0.180326705752311,0.914120728908957,2.12481860793215
"T5318",0.085146836,0.067958873,0.089020403,0.114692506,0.140025852,0.150392441,0.306390251,0.227108515,0.260458584,0.141411805,0.165323166,0.081802139,0.17700827,0.167233824,0.115674278,0.119608903,0.13181666,0.075980597,0.079643938,0.128846585,0.12250509,0.149858112,0.08643266,0.0892324373595727,1.34549673579216,2.40619877221776
"T5545",0.133411588,0.092481729,0.093572503,0.105802603,0.098630191,0.071282694,0.090754284,0.280583334,0.296048846,0.248630399,0.147549911,0.096623331,0.102644219,0.063986302,0.158100825,0.090460344,0.100163052,0.061919769,0.109991773,0.095963663,0.243180266,0.192317682,0.061956417,0.242119563799262,0.699500777010412,1.98482519995261
"T5553",0.0914137,0.08828675,0.091322422,0.110792056,0.086243315,0.144183439,0.110651284,0.283264574,0.267882587,0.080427843,0.162894458,0.086215832,0.07728421,0.082108291,0.095688014,0.086905433,0.137982876,0.109417528,0.074873049,0.077839248,0.233296415,0.189195483,0.074128091,0.185572453338103,0.894330834848527,2.11190995387382
"T5547",0.077356211,0.087187318,0.08888696,0.08888636,0.088583928,0.079841161,0.097143998,0.277243234,0.308396406,0.067832156,0.067843749,0.084961698,0.08208255,0.070847808,0.109153614,0.083317547,0.067909076,0.113301731,0.073684103,0.07398653,0.225718835,0.154185192,0.073433694,0.274012131108496,0.600723352837088,1.92039415279628
"T5549",0.106176726,0.088587783,0.074788864,0.108072914,0.054336097,0.068034081,0.074111781,0.273501093,0.307116426,0.078926053,0.168102467,0.067561206,0.233894488,0.097377661,0.090531037,0.089078243,0.102531413,0.066452553,0.074633245,0.108500282,0.240021342,0.178362157,0.066730377,0.33240723359769,0.433275730774217,1.81117055516109
"T5551",0.092499601,0.13386102,0.080844202,0.069339595,0.101405761,0.088771944,0.087397292,0.303808757,0.299545429,0.069722986,0.124944265,0.090659477,0.100326172,0.063130755,0.078701164,0.090883884,0.140713486,0.103195847,0.091567386,0.102788837,0.250593815,0.199682987,0.063167411,0.296478039794244,0.53455720949491,1.87723495991885
"T5555",0.10571701,0.098113525,0.068111871,0.181779376,0.088648089,0.201342604,0.27354755,0.27200247,0.216135479,0.112089323,0.182193793,0.096142756,0.212475191,0.070191694,0.171349281,0.072519109,0.172929932,0.130825238,0.102255616,0.089885308,0.161677213,0.163173515,0.06742227,0.138696666728703,1.08619363333084,2.23705920857464
"T5557",0.107887158,0.114200359,0.085588754,0.184591778,0.105768149,0.109996436,0.234890173,0.239714284,0.185785144,0.107143373,0.178890747,0.094938847,0.20452248,0.08841743,0.161812332,0.087615334,0.138218285,0.132445551,0.096517885,0.087912711,0.16604724,0.093390608,0.086466091,0.0397891127741266,1.75313856321508,2.67209748364287
"T5559",0.06279031,0.132171061,0.077210875,0.083164262,0.119855884,0.131566583,0.086199294,0.259636583,0.257558173,0.123965588,0.178843051,0.101299004,0.097315293,0.086228371,0.060249017,0.078896023,0.08567959,0.119942229,0.080219444,0.114720752,0.239469652,0.172702157,0.076761757,0.154639921601203,1.0167343017327,2.1917519178946
"T5561",0.072675768,0.12445991,0.09678549,0.089790555,0.082480125,0.107545595,0.108623619,0.280916266,0.30479759,0.123986384,0.165924758,0.093593641,0.051612019,0.088089999,0.090572095,0.092039883,0.119427333,0.106817277,0.084511359,0.084568542,0.110159966,0.196402828,0.086108914,0.119850341823481,1.17573526060129,2.29546588254291
"T5563",0.109934807,0.084607594,0.067784581,0.207351609,0.082498411,0.157774465,0.110934999,0.257595382,0.08450626,0.100419536,0.167236252,0.096006374,0.210693638,0.087140678,0.179886332,0.093999917,0.121277171,0.142086063,0.110820764,0.097535232,0.165044194,0.126938224,0.067214661,0.0601802915213345,1.55326188107818,2.54172089162306
"T5569",0.100597041,0.116107086,0.11051583,0.248926711,0.080148086,0.22502695,0.25718499,0.247428949,0.251354242,0.125121273,0.158880655,0.063422779,0.188205989,0.096956043,0.149386103,0.082093119,0.063568681,0.120599049,0.0754654,0.098091475,0.162395606,0.112649903,0.06687868,0.177018031040895,0.926789067857927,2.13308197733102
"T5565",0.120490119,0.133899854,0.162351423,0.157343337,0.11024417,0.148156562,0.157058203,0.218939253,0.128608017,0.106498153,0.168431562,0.113756632,0.192027019,0.107287351,0.162202201,0.111071119,0.158995175,0.137363645,0.118263552,0.111229401,0.165364283,0.123929967,0.114721654,1.15038520938517e-06,4.72503383801793,4.61062064515492
"T5567",0.116482706,0.11196504,0.101371069,0.129560645,0.09884533,0.18255599,0.168007336,0.244690749,0.236241543,0.109996717,0.165701121,0.101178349,0.105946616,0.087050278,0.157339919,0.095016351,0.183151913,0.135407046,0.119744909,0.105559756,0.163036045,0.126540892,0.081569074,0.00348280905853775,2.6984835462624,3.28873197974839
"T5571",0.105210457,0.11114463,0.147080243,0.162286974,0.142165514,0.16114687,0.148105592,0.239440613,0.113143795,0.158114187,0.149164198,0.093276576,0.184626174,0.086504136,0.136596247,0.086377482,0.160758642,0.124824072,0.087377799,0.098287536,0.163906973,0.143752274,0.101207454,0.000815496012699686,3.15030659788103,3.58344944772037
"T5577",0.101180577,0.106677037,0.091434754,0.180702349,0.100082339,0.237781028,0.257071649,0.206629119,0.148231557,0.096105163,0.122958168,0.095725291,0.164723267,0.114247346,0.139504524,0.093004439,0.171376948,0.113226854,0.111203085,0.09148151,0.14589845,0.092356228,0.089526109,0.0407860254680567,1.74163661049946,2.66459493066568
"T5573",0.093294728,0.102568419,0.120476723,0.149989054,0.109306235,0.158596699,0.12872381,0.23630955,0.202874232,0.091054558,0.144271909,0.09088713,0.1708688,0.090661249,0.135591645,0.090525545,0.165114066,0.112567335,0.114046333,0.092382535,0.158790221,0.114738117,0.115699785,0.00122322997095836,3.02988608413008,3.50490093458581
"T5575",0.121629518,0.100438724,0.102430469,0.100026317,0.080579848,0.113846483,0.179106421,0.254535118,0.238818936,0.117685144,0.182385058,0.102741601,0.206144237,0.072915406,0.176638314,0.101125572,0.107424321,0.14519984,0.137921554,0.102805634,0.158280983,0.167499909,0.07330757,0.0232553795647286,1.99072835962487,2.82707378014439
"T1710",0.071400327,0.068689597,0.034407216,0.019323587,0.076432271,0.076505251,0.119317972,0.07057436,0.070065872,0.059293321,0.032344728,0.076463561,0.056968436,0.084646676,0.031114892,0.119992297,0.081463022,0.089508511,0.024638789,0.0328438,0.030134762,0.062212279,0.030757019,0.188101767816488,0.884913037749332,2.10576686466001
