"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T0835",0.116008924,0.379961502,0.065451124,0.076211169,0.066015958,0.067929281,0.06731498,0.065693931,0.075230153,0.074160345,0.067363349,0.065209538,0.066827425,0.188389378,0.193173566,0.064909509,0.070405097,0.177227892,0.069020586,0.065706809,0.180540822,0.198082411,0.100681197,0.06591735,0.087450402,0.432824543877157,0.169187593898748,1.46562749805341
"T0829",0.11720757,0.568905299,0.081714239,0.223331795,0.211389688,0.224307956,0.108156092,0.25058225,0.125771173,0.186787549,0.210151207,0.323118879,0.103574892,0.164007608,0.201106342,0.236616094,0.057008079,0.076254637,0.058535705,0.055066126,0.085579754,0.265008483,0.067177507,0.055694628,0.090856848,0.44697466810014,0.133308587722298,1.44250475734353
"T0827",0.149379984,0.527960347,0.087925461,0.147453504,0.149243014,0.181914375,0.161905514,0.217244688,0.15882814,0.160533872,0.148215702,0.468915461,0.123583824,0.153608885,0.14806545,0.18230098,0.05300497,0.051122893,0.05115469,0.05385438,0.10797583,0.201509766,0.067084268,0.052111518,0.113019709,0.493474232417089,0.0163584030852679,1.36713453158988
"T5127",0.153234706,0.361579412,0.060107328,0.07563688,0.105675492,0.063623475,0.060494823,0.108764555,0.433616161,0.096829159,0.056485335,0.098010746,0.122174704,0.062759669,0.114986463,0.105783703,0.188712336,0.083711063,0.082499739,0.102462612,0.099414659,0.063682279,0.148464023,0.145902686,0.103467791,0.481452912994744,0.0465074127142662,1.38656449374889
"T5129",0.09636378,0.342886166,0.060759012,0.058624144,0.099669799,0.060601099,0.094125777,0.064612102,0.408197689,0.093247294,0.161054766,0.102023043,0.080933516,0.07864965,0.132350242,0.107251811,0.171864352,0.073548123,0.115599442,0.105203789,0.097921239,0.122978694,0.134854036,0.130996485,0.121075987,0.39595902487207,0.26382074342573,1.52661519008454
"T5131",0.078526206,0.353418298,0.066676382,0.072855826,0.111366404,0.067834718,0.073401398,0.065882646,0.414945698,0.086826469,0.167778847,0.080551587,0.110945511,0.085187794,0.12263606,0.073224118,0.177089925,0.066155885,0.11830887,0.100502553,0.105547407,0.071105106,0.139384272,0.069542388,0.106428772,0.478369066053709,0.0542473051208631,1.39155257854589
"T5133",0.123399899,0.332911539,0.060314444,0.06243429,0.098166456,0.089471441,0.116570803,0.069667394,0.363492082,0.068343326,0.17229776,0.167848242,0.101299971,0.069062713,0.117513485,0.181299351,0.15547721,0.065659104,0.125972841,0.100602956,0.08638812,0.126008433,0.130816399,0.11985242,0.105236256,0.287990047416424,0.559266147935051,1.71701922326204
"T5135",0.130998675,0.335254642,0.08173509,0.083832753,0.127426296,0.067375426,0.082420151,0.096295904,0.392766023,0.123617783,0.181496441,0.115885269,0.098490435,0.085733123,0.12704712,0.1843745,0.16936023,0.068169106,0.102804752,0.12129421,0.127443537,0.062402556,0.138747376,0.074710399,0.11056379,0.303823244527046,0.513435827834858,1.68748321540508
"T5137",0.093123659,0.314272951,0.085055394,0.101922724,0.121008826,0.094020354,0.085521285,0.149188553,0.359816846,0.121324322,0.16141165,0.188511779,0.134365526,0.097486115,0.118904542,0.070623462,0.127190877,0.099332161,0.092854458,0.110790426,0.085704181,0.085134788,0.145406423,0.085041656,0.08577525,0.217609066154403,0.780293509491956,1.85946348010507
"T0043",0.084525327,0.191292426,0.04581623,0.029650198,0.06510637,0.040402511,0.06548106,0.037704459,0.031227791,0.077490312,0.034164667,0.034303972,0.097186417,0.034530052,0.047233306,0.029737265,0.030516645,0.029646132,0.115146142,0.034635991,0.069342455,0.052283478,0.055276839,0.031075337,0.040326415,0.388679413857866,0.282762597283177,1.53882253978527
"T0056",0.107559229,0.234037376,0.10004011,0.061941534,0.103417193,0.093435878,0.081002315,0.077858343,0.067347414,0.062648103,0.077064794,0.087519468,0.102965178,0.083162028,0.084290914,0.091147691,0.076146135,0.067644686,0.111658462,0.086918204,0.063715637,0.055306638,0.065981393,0.073437166,0.06236782,0.0345768157489738,1.81741474615481,2.52785115288885
"T0021",0.091934412,0.221492893,0.053148016,0.050149454,0.061884241,0.053703107,0.059802665,0.05316855,0.05129338,0.078819213,0.049382392,0.049835306,0.077956878,0.049368984,0.066390836,0.049182845,0.049180223,0.049543862,0.101303871,0.056616966,0.084564475,0.070610697,0.157348303,0.049262919,0.081505933,0.224207562030788,0.758059900297686,1.84513471141187
"T0022",0.101398352,0.157915524,0.030310339,0.026918648,0.048743581,0.029063133,0.0457294,0.032310345,0.02784273,0.086491292,0.026863838,0.025165491,0.074954778,0.024671051,0.048515526,0.026020817,0.02470935,0.026450978,0.088541528,0.032247713,0.076592707,0.054838147,0.166664553,0.024695548,0.070517242,0.488141571586212,0.0297290505448258,1.37575143733165
"T0054",0.136294662,0.220386947,0.082843969,0.06487797,0.085119689,0.077730665,0.070182221,0.069134057,0.065482554,0.064892745,0.071024665,0.074669844,0.084807332,0.075130719,0.084290914,0.091147691,0.073700543,0.066408282,0.093415574,0.086918204,0.089957732,0.076400346,0.092305266,0.08856854,0.083176607,0.0148639674912416,2.17369650946752,2.7574620510343
"T0055",0.130766118,0.193386868,0.083390233,0.062807536,0.085196184,0.07783284,0.069893978,0.069646375,0.065052578,0.06301196,0.070773124,0.075481548,0.084706309,0.07367824,0.084290914,0.091147691,0.074330219,0.066694862,0.091536864,0.086918204,0.084725374,0.071660913,0.087193715,0.079996038,0.078013858,0.00249074061390932,2.80822885342813,3.16639553122273
"T1864",0.321926706,0.19677489,0.125323864,0.092210188,0.129944168,0.116850505,0.10313815,0.102903919,0.095251569,0.092632743,0.100322179,0.111867903,0.12905689,0.109751659,0.084290914,0.091147691,0.101701333,0.097946073,0.143337859,0.086918204,0.097803056,0.090156776,0.097935414,0.099518585,0.184337413,0.0561994738931946,1.58750220578423,2.37968071497884
"T1868",0.349222561,0.18472012,0.140474486,0.095117485,0.145596149,0.130656916,0.112683226,0.112288985,0.100645231,0.095939691,0.10855868,0.12436259,0.144617717,0.12201519,0.084290914,0.091147691,0.110728065,0.106227014,0.158783799,0.086918204,0.083503586,0.081528429,0.083569507,0.107486352,0.204682243,0.0817662255834146,1.39328888250555,2.25451715012163
"T1866",0.233971384,0.202062685,0.128278036,0.100687709,0.131418345,0.122270713,0.111272966,0.111100733,0.10400456,0.101140166,0.108757187,0.118534122,0.130840184,0.116024466,0.084290914,0.091147691,0.11406034,0.102375555,0.139686467,0.086918204,0.098521464,0.095095097,0.098591817,0.122907195,0.182079953,0.000759564799267277,3.17100417487162,3.40019129614526
"T1870",0.276206379,0.181375666,0.122044289,0.099431736,0.124605944,0.117212022,0.108334588,0.108227199,0.102016939,0.099802449,0.106155285,0.114279601,0.124144889,0.112231441,0.084290914,0.091147691,0.110672513,0.100805868,0.131637655,0.086918204,0.100825282,0.096213348,0.100908957,0.116957637,0.181082054,0.00579465235026332,2.52440887429371,2.98348367035524
"T0692",0.267505634,0.051312552,0.05548797,0.054872544,0.056678552,0.053794461,0.051319135,0.051178946,0.052681432,0.053705664,0.053130571,0.052341289,0.056498893,0.051868625,0.084290914,0.091147691,0.051508473,0.052676345,0.060792098,0.086918204,0.09810938,0.059996178,0.096289854,0.051263886,0.095736034,0.340042198635545,0.412347964475258,1.62233569036257
"T0693",0.286306705,0.061320825,0.055877953,0.050108036,0.057200799,0.054054068,0.05055398,0.050411676,0.050160938,0.049957266,0.052783172,0.052593787,0.057053259,0.051803422,0.084290914,0.091147691,0.0508581,0.050124649,0.061586745,0.086918204,0.090277005,0.054214949,0.088416326,0.050519179,0.087943012,0.412916549619172,0.220048864024715,1.4984057738929
"T0694",0.189813082,0.049587043,0.04766034,0.050728984,0.048940833,0.046004398,0.043742264,0.043692667,0.047155852,0.0485955,0.044742854,0.044474712,0.048762713,0.043902102,0.084290914,0.091147691,0.043373433,0.04734475,0.0536587,0.086918204,0.097850425,0.05823531,0.096029005,0.043717406,0.095869332,0.180831266048254,0.912201732500918,1.94447362846699
"T0025",0.124953183,0.166441842,0.05387058,0.046543056,0.061453069,0.051551184,0.060784687,0.060106806,0.046687763,0.053099314,0.04952489,0.047147367,0.062733555,0.046408302,0.046922811,0.042290191,0.044061703,0.042015056,0.091983632,0.053044782,0.071421791,0.044394295,0.143126067,0.058692057,0.068697817,0.151919498648757,1.02823564007145,2.01925334630848
"T0031",0.109363172,0.17913276,0.032219429,0.0301796,0.044909655,0.030713177,0.036482995,0.033100317,0.030328794,0.081141788,0.030318419,0.030045097,0.042025526,0.029733556,0.049935306,0.030258399,0.02992636,0.032264378,0.109667518,0.036771193,0.071066053,0.054085233,0.03542372,0.030003401,0.065113573,0.447748877113341,0.131350867059203,1.44124307615168
"T0032",0.10054285,0.233329626,0.060652216,0.053748844,0.075894663,0.059832458,0.078872731,0.058774139,0.058360197,0.113609061,0.056869965,0.053413242,0.072986753,0.052245187,0.055964352,0.052046433,0.05124955,0.047346852,0.203046964,0.0803622,0.073306855,0.059546738,0.078816984,0.050918666,0.071402899,0.283688688836251,0.571918223161158,1.72517303481013
"T0061",0.114599044,0.257638587,0.049717387,0.0395247,0.051319799,0.048208516,0.041164638,0.041615428,0.039730067,0.039522329,0.040314188,0.045010521,0.052188658,0.042647872,0.084290914,0.091147691,0.041015866,0.0396855,0.056918724,0.086918204,0.077152339,0.054940212,0.080386286,0.042299416,0.043280248,0.464700091070347,0.0885995293489807,1.41369136270642
"T0062",0.109211921,0.250129417,0.061992045,0.039478521,0.064856539,0.059288663,0.046504545,0.047516137,0.041010178,0.039537576,0.043864774,0.054192357,0.06571796,0.050050067,0.084290914,0.091147691,0.046345375,0.040778606,0.073619057,0.086918204,0.063756076,0.044480448,0.066505604,0.04984983,0.037435524,0.377129141073008,0.313029457493827,1.55832845244381
"T0047",0.114288729,0.245487978,0.072544586,0.040691271,0.077570053,0.06701099,0.053019942,0.053339397,0.044376256,0.040994037,0.051168916,0.062294715,0.075964393,0.057574858,0.084290914,0.091147691,0.055002265,0.044371507,0.089408276,0.086918204,0.056857582,0.037026924,0.060383108,0.0491584,0.055301144,0.287033437444218,0.562072131647571,1.71882757975614
"T0049",0.120542774,0.242423573,0.075213738,0.038054744,0.08120036,0.06839105,0.051224164,0.051757306,0.041215361,0.038185847,0.047012297,0.062003327,0.079843967,0.05694576,0.084290914,0.091147691,0.04975909,0.039877289,0.097823181,0.086918204,0.054656495,0.037614334,0.058459945,0.047051372,0.051826802,0.311369907630272,0.491971041591511,1.67364992570198
"T2423",0.110032963,0.048267702,0.042150634,0.112810658,0.029512035,0.044952827,0.028094224,0.05139587,0.05581934,0.058837777,0.019553496,0.047479707,0.020675525,0.052809189,0.039421146,0.062222766,0.049451826,0.034852564,0.037663607,0.049582278,0.08514854,0.073952517,0.084440403,0.050989692,0.082786988,0.0878533901266722,1.35409277718989,2.22925665724192
"T2403",0.118519741,0.217579778,0.085049936,0.048464803,0.08196127,0.064892983,0.07927978,0.061549274,0.052547918,0.049431892,0.053941699,0.058509885,0.079563173,0.054910741,0.054225081,0.049902505,0.052968976,0.048430178,0.10819957,0.065021629,0.093914984,0.050475953,0.050863179,0.053201017,0.08862128,0.151393219049047,1.03047637244624,2.02069741846165
"T2404",0.135769005,0.20625356,0.06559519,0.031493858,0.064335695,0.051941575,0.069751899,0.044742507,0.035634456,0.036494932,0.037385861,0.039540619,0.070266281,0.036540211,0.048397823,0.034542456,0.033358024,0.030958793,0.107352196,0.0545317,0.085574855,0.047502037,0.030865052,0.033143312,0.084525072,0.405530333047256,0.239057926052727,1.51065643686417
"T0009",0.065277402,0.36089327,0.070347154,0.064117013,0.075038112,0.070263416,0.070898379,0.070431446,0.065552135,0.087886354,0.066065467,0.067563072,0.087903634,0.066587583,0.067424801,0.064645278,0.065486169,0.067608869,0.088003375,0.066316065,0.088292555,0.066706689,0.087727814,0.078152253,0.075184192,0.445901249613724,0.136023758157429,1.44425458791704
"T2674",0.123488997,0.292637457,0.064768687,0.178449229,0.064718192,0.064918188,0.049579072,0.058040079,0.045504503,0.119388407,0.049360735,0.062922795,0.062720622,0.068801171,0.050502461,0.052076476,0.054431747,0.226912899,0.073301221,0.050934073,0.079189603,0.054176357,0.064800665,0.052461505,0.088391882,0.463946853872979,0.090495200507855,1.41491305520432
"T2675",0.13776516,0.294324892,0.063572699,0.055763467,0.064601619,0.066948038,0.058437763,0.060727198,0.055049487,0.066659166,0.057405882,0.06314291,0.06571738,0.064711292,0.060273803,0.060209299,0.056264328,0.205168382,0.070974543,0.057074086,0.090244516,0.088834241,0.076456626,0.058752412,0.095185578,0.391387315370256,0.275705031560352,1.53427419021702
"T1863",0.256461622,0.183236014,0.115715612,0.074849148,0.121932063,0.104647571,0.087550332,0.087255051,0.078290736,0.075323567,0.08407691,0.098351151,0.120657622,0.094061552,0.084290914,0.091147691,0.08591456,0.080057949,0.139658698,0.086918204,0.087212642,0.07523508,0.087410392,0.083301355,0.340913054,0.236666782501298,0.71706568973823,1.81871540378916
"T1867",0.261554985,0.188510359,0.127494988,0.089843462,0.132368458,0.118517646,0.103295958,0.103016871,0.093883304,0.0904155,0.100014424,0.113175425,0.131425996,0.109546813,0.084290914,0.091147691,0.101794581,0.098499802,0.144964674,0.086918204,0.08935487,0.083542006,0.089466728,0.09919617,0.313874992,0.0984759621628176,1.29028441996228,2.18813444521515
"T0007",0.128161917,0.2018754,0.0601909,0.04885856,0.076101304,0.055683626,0.067244575,0.065913781,0.050824925,0.102826778,0.054135299,0.054154912,0.100540889,0.052387416,0.053641028,0.048521824,0.049962587,0.04904237,0.092324456,0.059488324,0.072073371,0.049933914,0.216707335,0.056860201,0.075717633,0.273157595209162,0.603290892808917,1.74539160223851
"T0046",0.094143838,0.242790866,0.104583963,0.060785281,0.109311316,0.097736468,0.078635461,0.079327822,0.065857072,0.060702315,0.07614769,0.090852039,0.110475291,0.084343507,0.084290914,0.091147691,0.076815467,0.069798624,0.121664511,0.086918204,0.056101414,0.048900646,0.057974578,0.073504646,0.054973996,0.0684105587948287,1.4877337715408,2.31538351497567
"T1865",0.293745821,0.178090621,0.13218163,0.090284082,0.136859256,0.123408639,0.107130244,0.107231258,0.095558089,0.090831787,0.104150947,0.117297332,0.136112462,0.115733686,0.084290914,0.091147691,0.105476106,0.093451372,0.149004886,0.086918204,0.140979067,0.261375786,0.075520801,0.119785701,0.273143895,0.0863594767371308,1.3635191495915,2.23533161828753
"T1869",0.299968815,0.154707152,0.134374473,0.084542619,0.14004704,0.123057972,0.104459432,0.103866034,0.090800468,0.085265763,0.099643158,0.116537568,0.139278597,0.113445989,0.084290914,0.091147691,0.102868909,0.088328986,0.154681018,0.086918204,0.070021925,0.363731495,0.065514275,0.124008699,0.327001518,0.292351372284979,0.546528438820972,1.70881022372526
"T0172",0.103369831,0.268847794,0.053871164,0.048976452,0.058421805,0.050843916,0.051155452,0.061720632,0.047594402,0.08910995,0.045774382,0.057032484,0.054823769,0.101925038,0.0474773,0.05570047,0.047041811,0.047556127,0.067058611,0.049353493,0.07787497,0.051577002,0.161279122,0.053282646,0.087244023,0.400891338150056,0.251040656214288,1.51837887937441
"T0486",0.057256569,0.234512982,0.06724637,0.055206829,0.069373426,0.063896225,0.057751147,0.057547931,0.055279647,0.055143197,0.063052892,0.061415898,0.06912247,0.059917996,0.084290914,0.091147691,0.063841175,0.055268723,0.075647877,0.086918204,0.070524524,0.056874739,0.069540398,0.066013054,0.063077107,0.139133495495727,1.08422062044056,2.05533367078449
"T0487",0.063056658,0.246477792,0.053749308,0.055252998,0.05483349,0.052338931,0.051517438,0.051576927,0.053408735,0.054769002,0.054965104,0.051637374,0.054690939,0.051524121,0.084290914,0.091147691,0.052243553,0.053481196,0.058401236,0.086918204,0.089989364,0.059377111,0.088038925,0.05311904,0.078666382,0.261295368902715,0.639356965634201,1.76863490073629
"T0497",0.131722051,0.290285563,0.049156858,0.060961541,0.049704832,0.048925523,0.051769251,0.051792809,0.056982409,0.060136338,0.053221167,0.049222389,0.049550209,0.049609667,0.084290914,0.091147691,0.04917403,0.057187931,0.051613942,0.086918204,0.100093348,0.079682315,0.08171823,0.049600222,0.09603257,0.40632497324469,0.237008821706982,1.50933586214587
"T0689",0.07765634,0.248471102,0.05886295,0.050257125,0.061623842,0.057891183,0.048389765,0.048848046,0.048595679,0.04905802,0.244787586,0.053131148,0.063013181,0.051801479,0.084290914,0.091147691,0.052388552,0.0486394,0.069434836,0.086918204,0.059443353,0.070104639,0.084000187,0.048992845,0.088596223,0.427524372063772,0.182680465455702,1.47432317286974
"T0691",0.025767492,0.125291266,0.046280353,0.018490886,0.051934051,0.042702988,0.021614697,0.022343301,0.017204842,0.017599576,0.135344652,0.033809708,0.054990158,0.030460074,0.084290914,0.091147691,0.029589801,0.017226876,0.067582058,0.086918204,0.03442555,0.047154435,0.071640522,0.022964154,0.07541169,0.402892685738624,0.245866765554538,1.51504449124788
"T0697",0.105867504,0.262171537,0.081370793,0.036952841,0.085725478,0.073736114,0.054794936,0.056242262,0.042538633,0.037954676,0.045616842,0.067887175,0.085289175,0.057819859,0.084290914,0.091147691,0.05311888,0.039858295,0.097874058,0.086918204,0.050681989,0.035009911,0.053424393,0.049620112,0.04737886,0.360904064702011,0.356043311972605,1.58604934858999
"T0698",0.117017006,0.295960996,0.080073233,0.046161911,0.084193799,0.073113059,0.058656429,0.058870565,0.049538354,0.046628613,0.051955654,0.06825927,0.083171857,0.058028501,0.084290914,0.091147691,0.057022764,0.047991615,0.095269315,0.086918204,0.070839493,0.050749096,0.071142815,0.054670341,0.053120218,0.365913681656519,0.342695746051247,1.57744731807694
"T0707",0.111222054,0.21436373,0.106721354,0.063895361,0.110849443,0.098286839,0.082448287,0.082192394,0.070091651,0.064956702,0.077867463,0.093288826,0.109740077,0.088565973,0.084290914,0.091147691,0.080777452,0.067325888,0.121169933,0.086918204,0.065658379,0.056977366,0.068898665,0.093530586,0.065159932,0.0087520842677638,2.37594295837913,2.88780267905169
"T0709",0.133164061,0.174690637,0.104281073,0.073170519,0.107970997,0.097061203,0.084599436,0.08434099,0.076454285,0.073487456,0.082674686,0.092528671,0.107347672,0.09139081,0.084290914,0.091147691,0.092086374,0.074766569,0.118511196,0.086918204,0.092269473,0.07924452,0.179045191,0.094353071,0.090514422,0.000256056410488002,3.47433940109959,3.59568003821772
"T0711",0.146299473,0.190233113,0.108614964,0.087576196,0.111902432,0.102730343,0.09279646,0.092766497,0.088680089,0.087657567,0.090923702,0.099232123,0.11107943,0.096089597,0.084290914,0.091147691,0.091963487,0.08799909,0.119514389,0.086918204,0.10815741,0.097279928,0.107593587,0.098774271,0.106837569,2.75414888714485e-07,5.00770462824522,4.58387927613632
"T1075",0.163213332,0.18466166,0.097950891,0.069544957,0.102739594,0.089376207,0.075557492,0.075344871,0.070158503,0.069534698,0.073187777,0.084165257,0.101788797,0.080649411,0.084290914,0.091147691,0.074372759,0.070123839,0.115551055,0.086918204,0.102429698,0.086187988,0.106998041,0.072663986,0.101227052,0.00105591836933487,3.07403638611228,3.33769901233823
"T1077",0.170343397,0.165430055,0.111911812,0.077471534,0.116639552,0.102872775,0.087706889,0.087379458,0.079739564,0.077713765,0.084585198,0.097520211,0.115647967,0.093671516,0.084290914,0.091147691,0.086382606,0.080099517,0.128754837,0.086918204,0.098773604,0.228632881,0.109775527,0.084018177,0.082991993,0.00642052198258509,2.48814756577781,2.96011454941329
"T1079",0.162602337,0.204228736,0.096579083,0.070453308,0.100238814,0.089330877,0.077071604,0.076873621,0.071434086,0.070510328,0.074655574,0.084928335,0.099496216,0.081566372,0.084290914,0.091147691,0.07583182,0.071320316,0.109911924,0.086918204,0.099773442,0.085768655,0.095944048,0.074130553,0.10064545,0.00313567436483746,2.73324592619585,3.11807170710303
"T1916",0.047914931,0.076466965,0.048619379,0.034947766,0.051666183,0.052802545,0.03610491,0.038367577,0.034481364,0.034160296,0.035828236,0.045844156,0.053199587,0.045141561,0.053401066,0.050767381,0.035298614,0.034177892,0.031327417,0.035612066,0.075199592,0.041432763,0.033762823,0.037660256,0.080399362,0.0013659508716699,2.99639737623385,3.28766343761906
"T1917",0.035198228,0.077102006,0.046569055,0.039293889,0.049162736,0.051533886,0.037554415,0.039963186,0.037520542,0.03803341,0.03769819,0.045203586,0.050743723,0.045926355,0.054565678,0.04370577,0.031028543,0.031045642,0.035767296,0.031119435,0.069503783,0.033726179,0.054953805,0.040511875,0.087940316,0.00214839733637631,2.85550869200062,3.19686570207251
"T1918",0.114845936,0.239544572,0.066449687,0.072090154,0.066718479,0.067258425,0.067932829,0.067539157,0.073364802,0.068658822,0.068078967,0.066380246,0.067102681,0.12320172,0.141374496,0.066717571,0.060088734,0.255363994,0.054004897,0.044197871,0.082945056,0.058586918,0.081219317,0.066854172,0.086700484,0.296007067777338,0.535919574355381,1.70197318868985
"T1919",0.107028605,0.319744499,0.073058522,0.071963358,0.075593932,0.073751048,0.07314296,0.072768774,0.072394083,0.083184698,0.070734627,0.07159819,0.082272003,0.12792497,0.130579238,0.069990058,0.082896459,0.233952533,0.07028336,0.053214164,0.065143168,0.048002061,0.062410333,0.076633964,0.081235083,0.364175180102619,0.347320754654298,1.58042797128075
"T1998",0.099769586,0.032723473,0.034263947,0.038158485,0.034924444,0.033884709,0.032606515,0.0324927,0.035981647,0.037178707,0.033000583,0.032877748,0.034949805,0.032609836,0.075722826,0.050063933,0.03293465,0.035888951,0.037399221,0.04960139,0.086901673,0.04026533,0.077437562,0.032464704,0.084362249,0.0915486450488213,1.33127880342167,2.2145538642657
