"","aaeA","aaeB","aaeX","agp","cpdB","crp","cstA","dksA","glgS","glpR","gluQ","gpsA","grpE","grxC","hofB","hofC","hofM","hofN","hofO","hofP","ilvB","ilvN","ivbL","lacI","mhpR","nadC","ompA","patZ","ppdD","preA","preT","priB","raiA","rmf","rplI","rpsF","rpsR","secB","sfsA","sxy","ubiG","uhpA","uhpB","uhpC","ychH","yeiP","yfiP","yibN","pval","z","inv_cof_var"
"T5744",0.12091987,0.167161067,0.179392955,0.198566922,0.10568418,0.171889956,0.208084245,0.205280305,0.160488237,0.111617821,0.107849412,0.105758233,0.159984295,0.203213793,0.17737946,0.127865538,0.108022077,0.158570327,0.107127774,0.106687527,0.121209968,0.116570557,0.235562776,0.127645072,0.11756657,0.134676737,0.160970097,0.121257899,0.120687123,0.123130716,0.112888428,0.125741693,0.105891974,0.16744323,0.240547312,0.147953972,0.224210555,0.237083313,0.222433057,0.167199824,0.15630773,0.131687745,0.105695039,0.123128654,0.135711504,0.204867922,0.120907695,0.179436266,1.53395178024039e-08,5.53751675332798,3.61874543586812
"T5746",0.130723081,0.16054406,0.151213166,0.258420317,0.089496421,0.193493321,0.226629477,0.241601245,0.244429114,0.087751822,0.089468454,0.211296428,0.131879477,0.161748473,0.130186522,0.103165669,0.088335995,0.217523916,0.100042841,0.089114789,0.096242101,0.089801701,0.297722901,0.176021955,0.089774426,0.207570879,0.242681852,0.109448554,0.125311069,0.095894849,0.08865361,0.166330381,0.174770388,0.242131078,0.244364662,0.210978595,0.3009343,0.218139135,0.08910956,0.147459839,0.24202212,0.130069664,0.08958884,0.130754658,0.155631161,0.429550651,0.117719441,0.12416811,0.0111665287250448,2.28465513219831,2.20474597898914
"T5748",0.092437268,0.176582637,0.153734399,0.302703675,0.113292119,0.104279867,0.170291152,0.127142815,0.206142875,0.12202228,0.205751837,0.134307882,0.155811119,0.140037893,0.105822016,0.092432752,0.119466561,0.147659866,0.10093978,0.114928711,0.130327387,0.126345408,0.188580174,0.094711292,0.107331955,0.107011199,0.247993508,0.13987606,0.092830009,0.131445119,0.126160517,0.127169657,0.146978644,0.275347043,0.097391586,0.136008571,0.187939714,0.103089354,0.320635846,0.162744729,0.168279846,0.097955499,0.092323342,0.143122579,0.132623412,0.265681629,0.093916834,0.150348705,0.000501064635539529,3.28992826567605,2.64173218692347
"T5750",0.095912835,0.130598433,0.131384895,0.377526105,0.090626899,0.094394669,0.358533972,0.243184152,0.34966867,0.092396394,0.090884534,0.239445459,0.117658453,0.107037915,0.130356191,0.092870299,0.092131795,0.138654633,0.091292477,0.091550924,0.091207405,0.090638466,0.211673429,0.113985147,0.093472763,0.118059998,0.356162615,0.101568315,0.094375446,0.098276144,0.093018014,0.371744637,0.129179822,0.188220492,0.190749696,0.241402699,0.234805682,0.28955101,0.23281639,0.12646098,0.117527858,0.10104774,0.095014706,0.098967363,0.102392886,0.326440055,0.101209666,0.123692414,0.102986187943462,1.26471816510328,1.76138549044112
"T5752",0.098438644,0.160908261,0.121673963,0.333302347,0.092848812,0.157143189,0.354108194,0.267537124,0.352638377,0.360952781,0.090900626,0.122417238,0.139794987,0.103878849,0.141379555,0.096455329,0.095623876,0.186325697,0.088279051,0.092886543,0.109009382,0.105275379,0.352952566,0.111561483,0.087880997,0.126373367,0.142492829,0.11780703,0.097032015,0.113946867,0.0952519,0.165348006,0.089164045,0.346984054,0.17026471,0.199200548,0.352517366,0.114890406,0.112778311,0.150118512,0.109190945,0.130098026,0.090665959,0.123988673,0.099720123,0.060329996,0.103022364,0.133951582,0.112599925892728,1.21281684978418,1.73882429964351
"T5756",0.136658719,0.165745453,0.11572592,0.180282879,0.115360567,0.175061306,0.044976435,0.191742056,0.244612419,0.115320253,0.116222129,0.115674344,0.152775692,0.126608951,0.162568149,0.116324104,0.115360707,0.195489555,0.119200081,0.114894073,0.128144792,0.121788276,0.051186283,0.141258393,0.115050175,0.149380326,0.313715981,0.138282291,0.133229794,0.127853078,0.120348125,0.115678534,0.114908975,0.196365472,0.138595127,0.134961697,0.27166209,0.198238611,0.142679433,0.165385955,0.159811937,0.134105774,0.117324594,0.140167439,0.13157186,0.04521629,0.131882125,0.161955928,4.71437755862782e-05,3.90484049958486,2.90903085069919
"T5758",0.149768592,0.20749369,0.196383915,0.129308508,0.070148786,0.188715744,0.134485294,0.202694107,0.25445388,0.073042739,0.07169699,0.171508582,0.161129188,0.11869847,0.136046402,0.070765283,0.072355881,0.245183066,0.086519006,0.07016428,0.098440607,0.094253622,0.043553467,0.237923323,0.070061489,0.221236703,0.267921966,0.133542105,0.123166261,0.106107351,0.08986969,0.176367214,0.070994192,0.27940874,0.192581451,0.213259919,0.276025574,0.07264339,0.126189176,0.1751918,0.101016725,0.133222016,0.081957847,0.122438669,0.122339718,0.046860745,0.117997112,0.142015544,0.0168212088212652,2.1243316896401,2.13505433910206
"T5760",0.105296111,0.175478632,0.12742828,0.196045144,0.088086216,0.106039076,0.302804029,0.188802373,0.310694734,0.263235354,0.086558296,0.091029985,0.141413814,0.103496183,0.14543366,0.210594567,0.085804176,0.206325756,0.089724353,0.086814593,0.097306214,0.08800246,0.18571622,0.128171126,0.12201032,0.160340637,0.139436976,0.111027414,0.11175861,0.096103457,0.087358692,0.211273314,0.088821638,0.241498202,0.205992957,0.087121614,0.248782567,0.32334264,0.244321018,0.159840052,0.122249678,0.101321715,0.085799523,0.120930601,0.10961972,0.076650437,0.105511241,0.140127329,0.0107504296634833,2.29907185625456,2.21101284255724
"T5767",0.055777924,0.235367769,0.105426326,0.172767392,0.088466039,0.158460372,0.1955648,0.376916379,0.073909816,0.062196653,0.088067745,0.121870509,0.204156718,0.174650354,0.207138912,0.054109587,0.103393039,0.055816218,0.065606143,0.079997238,0.08962005,0.12504481,0.36085187,0.0539657,0.057867923,0.052880896,0.319977747,0.16520324,0.161657148,0.054247228,0.127611944,0.361313861,0.125452073,0.055710437,0.288723908,0.05352258,0.053008645,0.334192889,0.251523208,0.053736617,0.17330687,0.059494086,0.115050616,0.064232371,0.162920324,0.10126906,0.06063836,0.201469049,0.275333404506725,0.59676122551154,1.47102861092737
"T5769",0.063177306,0.251772609,0.11586947,0.175385458,0.087905935,0.154794074,0.193893491,0.33512139,0.114944556,0.065328828,0.155433735,0.067093107,0.206648561,0.063371744,0.192237011,0.066107267,0.090763377,0.066334918,0.071682921,0.092881163,0.141553411,0.109916323,0.342360115,0.064013463,0.077682231,0.063298941,0.313800938,0.162507057,0.151667438,0.081430351,0.13370255,0.340780001,0.114552548,0.064462898,0.086472026,0.065721999,0.063446268,0.330539444,0.258820721,0.098754709,0.088901321,0.065995756,0.063807798,0.073775385,0.081140614,0.0637513,0.066557086,0.196086471,0.233177471280041,0.728422584219692,1.5282610146964
"T5771",0.06977697,0.24970047,0.104699506,0.176173763,0.093975568,0.124303276,0.200002608,0.303888822,0.135700617,0.091139523,0.122865528,0.067864762,0.212213804,0.067840763,0.200557865,0.068199943,0.097998006,0.067826292,0.078070728,0.09859683,0.099674125,0.116274226,0.347802106,0.07052863,0.076556272,0.068980659,0.319092056,0.164966285,0.125638607,0.071454259,0.113686721,0.347621969,0.119334735,0.071453331,0.068476787,0.07083318,0.080802718,0.333624374,0.260755334,0.06777932,0.069716128,0.073439724,0.100978432,0.068367272,0.078150927,0.067769934,0.073953537,0.201302653,0.221038027302224,0.768692203092032,1.545765976741
"T8378",0.250846722,0.028493401,0.100927233,0.302243025,0.029908754,0.302684292,0.028243391,0.136618482,0.102010626,0.132994645,0.260150232,0.300467112,0.279810593,0.23690353,0.20395636,0.07981127,0.14268022,0.105197156,0.102411066,0.111471925,0.028511814,0.100253009,0.227133566,0.288544798,0.292722467,0.300984341,0.300929642,0.029943952,0.10508573,0.301598433,0.099084978,0.277427628,0.270535396,0.300940061,0.300600569,0.287989434,0.26729372,0.280744729,0.253213299,0.109850835,0.126706687,0.142943853,0.060619505,0.028489075,0.104726967,0.20258823,0.205403592,0.199664563,0.0742914285701067,1.44455522512624,1.83955958292246
"T8379",0.233219436,0.041125741,0.143546127,0.238605221,0.037009094,0.252227786,0.037660883,0.148357358,0.158896588,0.195456011,0.253767435,0.230301514,0.243175177,0.193644278,0.065007311,0.068975193,0.205343434,0.142384668,0.144414448,0.15573179,0.040722352,0.136490825,0.184200299,0.241377491,0.24763038,0.254217944,0.255024349,0.036678212,0.136869616,0.146526664,0.068142323,0.228935728,0.229046826,0.254930415,0.248829038,0.240423127,0.214025396,0.239363973,0.223837223,0.154549613,0.147113508,0.157455868,0.042920562,0.072134127,0.13762773,0.189854384,0.211896949,0.200910614,0.00570285998888244,2.53001638625618,2.31140304602308
"T2408",0.077461433,0.056574724,0.113954788,0.095922213,0.078991,0.175109109,0.327776907,0.302424809,0.351688551,0.056837349,0.052841912,0.307852865,0.099568763,0.306689481,0.111726154,0.057615752,0.052421104,0.051766847,0.058464107,0.054326891,0.144106599,0.088245197,0.408257059,0.05176376,0.05229455,0.056939797,0.207872561,0.400722728,0.054300333,0.107804663,0.104195764,0.127732773,0.292419836,0.412021351,0.22245835,0.074613402,0.051929969,0.145503036,0.420584623,0.052152067,0.132319068,0.115427604,0.058778876,0.053087882,0.419615773,0.069279642,0.094014906,0.303313751,0.474279022068983,0.0645176620368304,1.23966552287224
"T0320",0.038828561,0.043091992,0.332982837,0.237977791,0.32719922,0.073045033,0.305976707,0.333995189,0.125214372,0.106046545,0.07160697,0.223161313,0.305594783,0.234793037,0.039463806,0.043378797,0.043322704,0.039128348,0.044492548,0.039414113,0.200690739,0.102274859,0.245924348,0.046078211,0.106411068,0.069010465,0.303798315,0.118900692,0.124739006,0.337529764,0.337668388,0.317681892,0.336291478,0.28607387,0.294260853,0.318878491,0.284622494,0.070325606,0.210976218,0.03894691,0.251064281,0.117557545,0.285110817,0.062920019,0.229839638,0.120767234,0.039250844,0.298638402,0.201511140824499,0.83623576520525,1.57512675849801
"T4080",0.058748209,0.17221997,0.173860908,0.136316741,0.071029021,0.413646534,0.063279076,0.075859775,0.163019976,0.091709613,0.068013447,0.283273494,0.057437215,0.410089859,0.161326396,0.074628815,0.078297,0.097125576,0.398403029,0.072402323,0.114902417,0.098253139,0.163419611,0.067884888,0.055701821,0.077389097,0.176955887,0.131992258,0.058302551,0.074935467,0.224915877,0.340731077,0.092295889,0.062048499,0.283601279,0.284255067,0.328744719,0.411941388,0.168397274,0.167849746,0.168456775,0.057065189,0.098507848,0.140447477,0.131302794,0.072116052,0.055778284,0.414597592,0.317272636250606,0.475339130481489,1.4182471537297
"T4082",0.049783525,0.171591692,0.173914103,0.139142095,0.071293434,0.168648651,0.084127014,0.075588747,0.162932941,0.093664295,0.06321405,0.260612092,0.074780513,0.424298127,0.161791903,0.064492417,0.080734492,0.100827279,0.330004843,0.072834867,0.117869923,0.100015422,0.159569768,0.055842753,0.050534696,0.066680834,0.17464618,0.133570264,0.049335864,0.102722119,0.203926443,0.234883357,0.09509798,0.05123642,0.317612027,0.266120995,0.342282205,0.302300876,0.156216206,0.167186765,0.160195605,0.048947574,0.100633088,0.050708617,0.13310957,0.070780207,0.048855015,0.422829505,0.293481368141717,0.543242662499103,1.44776441224736
"T5662",0.11333159,0.14642203,0.112836581,0.184829781,0.087822459,0.350484591,0.087139389,0.112393654,0,0.118790369,0.109400975,0.232410034,0.187726178,0.313763004,0.120875133,0.09326201,0.103348426,0.102003107,0.120511524,0.106394826,0.088660129,0.098401368,0.374169523,0.099389794,0.093411406,0.100735526,0.379126574,0.097891143,0.094394088,0.194308076,0.351338492,0.34608181,0.354331748,0.087599776,0.101722781,0.265533049,0.224972033,0.181724374,0.385066382,0.131167483,0.12653327,0.094567473,0.087616761,0.094615612,0.377048811,0.104221926,0.126795996,0.357784913,0.187525711469665,0.887051037852995,1.59721585305351
"T5668",0.072339579,0.14439916,0.076722504,0.074759534,0.096218281,0.36103046,0.087635751,0.32096213,0.351518726,0.073661997,0.076279055,0.408116032,0.120566999,0.17846401,0.135069428,0.077521234,0.078341344,0.077678733,0.07706644,0.077182146,0.201419247,0.1161879,0.31773633,0.077494814,0.097307633,0.078157574,0.387998395,0.340065748,0.190524012,0.171401955,0.100663961,0.303237515,0.324287904,0.13127996,0.286047989,0.382563312,0.345189328,0.194744562,0.141700412,0.132752245,0.124402324,0.077433202,0.065972739,0.419437455,0.122522744,0.077010921,0.071675495,0.196519468,0.237499616666185,0.714368680452468,1.52215186693407
"T2670",0.05659496,0.048077032,0.048446313,0.195128036,0.09511749,0.293252682,0.215774331,0.107192046,0.165498238,0.349289775,0.047974618,0.051053627,0.253681077,0.08830052,0.052995802,0.048006904,0.053511151,0.051753548,0.048950036,0.049421597,0.207785599,0.117438966,0.313156249,0.051371333,0.085286492,0.069345841,0.344153445,0.100409219,0.048165486,0.076445215,0.058703523,0.350750314,0.360557311,0.226835956,0.342281445,0.335556557,0.341402297,0.056935047,0.237263282,0.04921146,0.248548985,0.132253643,0.048334186,0.064475647,0.159286019,0.056343745,0.060742216,0.221251454,0.414335694992271,0.216405871404236,1.30569041743177
"T2671",0.051495116,0.042379628,0.042096242,0.239061509,0.093518838,0.245498646,0.224478467,0.070106611,0.184087136,0.353042363,0.042308625,0.043347022,0.228824036,0.143810719,0.046712667,0.042254049,0.05086397,0.048264014,0.044002928,0.044892532,0.214410267,0.115934159,0.332142073,0.048575482,0.082359411,0.06904826,0.36996049,0.098121181,0.042602901,0.073110751,0.058292305,0.354921923,0.370616611,0.234137995,0.333099914,0.351725318,0.342721103,0.145727941,0.233828166,0.044785014,0.262942532,0.132405081,0.042064653,0.062303659,0.162725432,0.042134814,0.055771954,0.262489537,0.440997129411257,0.148441616263885,1.27614676293648
"T2672",0.072863702,0.056859756,0.058643685,0.215203393,0.078235502,0.222382435,0.213982884,0.21329079,0.153738928,0.321737826,0.057674182,0.060913405,0.178793206,0.191470812,0.07011152,0.057985529,0.05105577,0.051392836,0.053385148,0.052812761,0.208109529,0.098913236,0.328511705,0.051405571,0.066295365,0.056264104,0.36685999,0.082762423,0.056864665,0.060715779,0.052133071,0.36494748,0.351505174,0.228263771,0.315096536,0.362698221,0.364001703,0.063286866,0.315338707,0.05252742,0.214509342,0.118547015,0.061986152,0.053648783,0.14903784,0.160825336,0.079686533,0.259120691,0.368014369278177,0.337116952334126,1.35816280106021
"T2673",0.074547273,0.055879197,0.058114634,0.065726013,0.070152051,0.216811632,0.184572994,0.218074312,0.18588824,0.045631136,0.057714796,0.09643238,0.091630488,0.093722949,0.072086438,0.057278104,0.047914367,0.047928953,0.052093519,0.050138292,0.184276983,0.089454873,0.27660307,0.047608384,0.056140023,0.048599306,0.31488241,0.074663293,0.05703977,0.052110514,0.045668341,0.299836691,0.08629368,0.20661433,0.349184926,0.297738223,0.284116859,0.050471292,0.246264203,0.050709544,0.27954122,0.113362881,0.061404191,0.046394256,0.136668076,0.122560474,0.082768282,0.165203588,0.385439966218953,0.291224099248446,1.33821345279521
"T2679",0.070585332,0.065452568,0.066212925,0.07063662,0.09329507,0.203515632,0.175745365,0.304303478,0.155998473,0.067523812,0.065616091,0.426632215,0.105975461,0.071322423,0.068741427,0.065672883,0.065487016,0.065338232,0.065073727,0.065019446,0.16532256,0.108440592,0.197085649,0.065208204,0.079616179,0.076617378,0.246241703,0.097411121,0.065126829,0.077747498,0.067785106,0.231911201,0.098129795,0.188137296,0.320111514,0.222931732,0.216548673,0.082860141,0.316277494,0.065044594,0.313214586,0.122623897,0.066024939,0.071120938,0.134906663,0.106916507,0.071424948,0.102772931,0.291384333199883,0.549345064895284,1.45041709000586
"T2680",0.035286401,0.044457246,0.040845629,0.130474269,0.12292755,0.194209482,0.227130155,0.261375186,0.190410767,0.065082068,0.043689952,0.375606019,0.144673847,0.041502053,0.036401536,0.043010702,0.062782323,0.058643863,0.048257284,0.052123422,0.221119263,0.145531303,0.25321655,0.056096418,0.101759426,0.090725773,0.279905029,0.128692657,0.042614534,0.093713938,0.067037493,0.210910474,0.151226994,0.235844151,0.343005371,0.200800146,0.199399264,0.078477475,0.340909851,0.049358869,0.339580607,0.164272184,0.039757971,0.076768307,0.185688761,0.082176594,0.034765206,0.080088992,0.353158390572971,0.376807346004496,1.37541597737999
"T2681",0.079735587,0.063523002,0.06521697,0.059807452,0.076170392,0.322168409,0.169473656,0.31457649,0.136278922,0.054327579,0.064660509,0.345670442,0.062945633,0.0966842,0.075566431,0.063596437,0.055081629,0.056403989,0.059815969,0.058689856,0.167475687,0.090061131,0.128996628,0.056647031,0.062617205,0.058659284,0.263617705,0.077001458,0.060592409,0.059793587,0.053395973,0.243091011,0.056544766,0.18702568,0.332434101,0.249441502,0.253867575,0.053723326,0.246553161,0.060904431,0.326018647,0.103627227,0.065745159,0.055614868,0.118703812,0.325913689,0.084836857,0.187509095,0.372516941513545,0.325194484150408,1.35298017557534
"T2682",0.070779838,0.069277691,0.069358862,0.092503462,0.10854284,0.243656825,0.13720486,0.268266405,0.163767627,0.069559537,0.069605326,0.443202552,0.095704365,0.070821545,0.069258909,0.070000378,0.081688093,0.07709298,0.071521858,0.070821624,0.160881781,0.125672054,0.156748829,0.073486103,0.094232542,0.098742889,0.257051484,0.113071606,0.074049735,0.090489137,0.07534783,0.193504578,0.185655469,0.186192026,0.296092509,0.204475294,0.190843333,0.13064585,0.292512242,0.071166057,0.327392594,0.127138233,0.071037247,0.078856071,0.149707895,0.078827737,0.072737306,0.105089085,0.192703507510952,0.867976833511133,1.58892441071099
"T2683",0.087025737,0.065237372,0.068891206,0.054155459,0.073456595,0.203632221,0.12942952,0.213156948,0.124983945,0.056308699,0.066190066,0.487029366,0.089701773,0.087244884,0.073177899,0.062744541,0.054435122,0.055659678,0.059927852,0.059562663,0.155332528,0.089369385,0.178323765,0.057529654,0.059836394,0.060861502,0.302519331,0.076718355,0.058817257,0.057730727,0.055179122,0.216483442,0.1350749,0.17846711,0.308913887,0.213018939,0.194764833,0.121476943,0.306196849,0.066269156,0.313280379,0.10412705,0.064888076,0.054177054,0.122079222,0.178944934,0.084062473,0.19939162,0.368663685859051,0.335394691702652,1.35741414468279
"T2684",0.080998537,0.068247095,0.077783044,0.086824021,0.097727812,0.142442435,0.153468713,0.143362159,0.168905403,0.06840343,0.067830264,0.449621189,0.101940169,0.079304132,0.069341294,0.067897398,0.073162715,0.068332826,0.068503548,0.068009032,0.16291158,0.1146997,0.235295883,0.068272798,0.089626813,0.086716324,0.299501951,0.101504693,0.068902688,0.080443449,0.070633711,0.228995048,0.181510178,0.186949896,0.324167234,0.230248009,0.198587346,0.084755596,0.334633603,0.068520836,0.314556963,0.12160503,0.067908985,0.075422646,0.144110149,0.070422395,0.070669987,0.146605954,0.262872121673314,0.634515823733873,1.48744030856439
