"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T5306",0.102960024,0.113525513,0.27670388,0.077071978,0.084214534,0.09342251,0.063814221,0.11672593,0.407760423,0.26169159,0.256198554,0.383948625,0.09704053,0.068072414,0.07536294,0.080554553,0.115494764,0.115058591,0.205342801,0.231537327,0.361138759,0.037538143,0.103343831,0.233863498,0.06358942,0.364033335308854,0.347698436988356,1.49907245383578
"T5308",0.105862469,0.118462451,0.274509702,0.068746467,0.083591468,0.077615451,0.081739397,0.115103042,0.473506735,0.258306279,0.251855019,0.428236686,0.078756031,0.063736109,0.089443217,0.118834294,0.139488648,0.136754822,0.201074792,0.231537327,0.387384568,0.06606747,0.176714678,0.229280397,0.097063818,0.358430041445366,0.362658394764808,1.50628006752153
"T5310",0.080784074,0.141485684,0.274242777,0.076361685,0.08321567,0.068008102,0.082130126,0.109643057,0.41851601,0.260183715,0.252481822,0.400705121,0.108801264,0,0.091686261,0.090710501,0.103370824,0.141163919,0.199949226,0.231537327,0.372617594,0.141677593,0.139270204,0.229625505,0.086957485,0.342222252103102,0.406405738158295,1.52735726276966
"T5312",0.13803746,0.11965565,0.275357485,0.066577734,0.090763061,0.070837935,0.068840295,0.130005489,0.365014008,0.264731652,0.255534723,0.365642057,0.070672977,0.068931159,0.060582901,0.083429286,0.090486579,0.139091225,0.170852823,0.231537327,0.365350618,0.088280662,0.127952176,0.234661945,0.067256279,0.299243494425207,0.526577545095635,1.58525528449311
"T5314",0.084926385,0.131941635,0.27408448,0.081407024,0.086795987,0.072987872,0.08604811,0.118190986,0.418909225,0.258840035,0.253680896,0.392819736,0.07914868,0.06688476,0.084779601,0.082596594,0.094814539,0.133734409,0.204641868,0.231537327,0.363895852,0.052450066,0.092923175,0.231892615,0.085188949,0.37483421423009,0.319076598680467,1.48528263192706
"T5316",0.139859636,0.132229647,0.272377852,0.074963463,0.083697837,0.070951032,0.065764749,0.113864689,0.461654091,0.255789142,0.250494563,0.420125747,0.100480556,0.048655305,0.080907367,0.122981428,0.110630696,0.156801439,0.200554715,0.231537327,0.380558566,0.094055647,0.149916611,0.228057019,0.096516941,0.316260696899148,0.478180986907306,1.56193812676086
"T5318",0.077043766,0.128131423,0.272274036,0.075739157,0.078972418,0.082579078,0.081021344,0.105247083,0.438328381,0.257383135,0.250041795,0.402967534,0.099733774,0,0.093419987,0.096704976,0.107314744,0.135044546,0.196277054,0.231537327,0.372944457,0.146643475,0.094610043,0.226551278,0.07523123,0.390991610773148,0.276735486173421,1.46488294988678
"T5545",0.100169016,0.061805141,0.30259479,0.092256521,0.099662318,0.106003824,0.304851632,0.114153326,0.126852936,0.110612059,0.269635959,0.086503841,0.062025339,0.098029187,0.061784971,0.178446303,0.072795046,0.104058847,0.256279564,0.093706098,0.093591193,0.062137705,0.080723504,0.274171228,0.096874176,0.218266621036932,0.778060679043484,1.70641827873839
"T5553",0.141657333,0.078154762,0.316708677,0.088780636,0.091916305,0.10691305,0.31873888,0.100289845,0.093769276,0.091547345,0.2982384,0.379792409,0.261705162,0.085913189,0.076158717,0.161369095,0.074856976,0.179277948,0.228959279,0.103655807,0.372976705,0.149770396,0.090055189,0.279427542,0.092085665,0.262066174052405,0.636988478948423,1.63845057887733
"T5547",0.08928452,0.078962009,0.319566457,0.07573423,0.080126714,0.083214078,0.304619687,0.101021479,0.086121372,0.0821145,0.302051385,0.354905429,0.292380523,0.074825267,0.077311723,0.118505222,0.068632618,0.083134046,0.24363581,0.081557361,0.369819412,0.069899229,0.085642817,0.279775786,0.085260807,0.451268194302065,0.122457896616802,1.39055297633276
"T5549",0.079561212,0.067195482,0.318231744,0.087638559,0.09302809,0.075103182,0.078200672,0.098763463,0.078110058,0.080013936,0.23898193,0.372287308,0.254055088,0.073946135,0.068049836,0.162794777,0.071105361,0.097847202,0.238163863,0.07637768,0.373018044,0.077744472,0.073769099,0.285662406,0.074048429,0.446641828550733,0.134150386404014,1.39618634446589
"T5551",0.089658424,0.064377047,0.328463292,0.091867683,0.099864652,0.084528669,0.332760334,0.163380703,0.10285257,0.094738072,0.305237823,0.359121282,0.242304766,0.095014473,0.066079765,0.187951972,0.075094203,0.094574974,0.259630602,0.084536919,0.350824941,0.062949647,0.072383426,0.30114551,0.093726417,0.358102508577614,0.363535341836055,1.50670257511192
"T5555",0.077317824,0.080921756,0.289543165,0.091910374,0.182650202,0.125501934,0.262289838,0.067323537,0.273572382,0.289961335,0.280577593,0.300763488,0.268909371,0.188421993,0.064128483,0.065487547,0.078943863,0.167795111,0.118032063,0.064581185,0.278283431,0.064612083,0.076624698,0.262904285,0.108296503,0.206639808958627,0.818135854083685,1.72572624634062
"T5557",0.193599861,0.08375798,0.241388363,0.093471092,0.186687953,0.11052312,0.084042881,0.136382872,0.248152936,0.247868304,0.243467796,0.115452084,0.238524873,0.184256217,0.102555984,0.138326693,0.083867958,0.1399095,0.129263436,0.243859189,0.230734476,0.138384436,0.129938681,0.234019636,0.101942437,0.00175326108527526,2.91944770949591,2.73812509889206
"T5559",0.060186196,0.076104166,0.292186047,0.104184449,0.110606853,0.083328505,0.289199391,0.086162295,0.099469891,0.028938288,0.261276937,0.256933749,0.248740296,0.079711934,0.083264662,0.176161288,0.08411381,0.075848688,0.237101944,0.083470504,0.370822946,0.10063769,0.080873299,0.258655728,0.082354009,0.340216055453882,0.41187354672853,1.52999161859277
"T5561",0.097599892,0.095276498,0.31067742,0.093870505,0.098273179,0.110037643,0.209294072,0.096814067,0.109427983,0.064671472,0.28054427,0.368428075,0.282673793,0.106440526,0.106349043,0.163271389,0.084695453,0.085180177,0.243801481,0.108550085,0.085096325,0.094420001,0.103067137,0.282053457,0.089977529,0.255879513412967,0.656101177566141,1.64765895701496
"T5563",0.153463956,0.083122042,0.27002003,0.093395593,0.20865034,0.077132367,0.261694418,0.20649831,0.284732032,0.270847615,0.264835113,0.278723031,0.253634287,0.187532307,0.074036633,0.114142696,0.075536547,0.161211332,0.212149713,0.072128419,0.267848682,0.068818445,0.105953319,0.247322968,0.107636318,0.0519071100015424,1.62663698219397,2.11525701126595
"T5569",0.203545436,0.066866541,0.262385955,0.084473381,0.233298449,0.13209825,0.255940573,0.077918242,0.217582747,0.251622955,0.251222167,0.257716823,0.241847529,0.169536647,0.105064694,0.102409072,0.065637832,0.13361343,0.135105996,0.105802006,0.261601991,0.063397877,0.16373325,0.236192744,0.095736347,0.0332081521678163,1.8356036001071,2.21593581515311
"T5565",0.110955251,0.115214735,0.234948924,0.110995811,0.149008469,0.136728467,0.225465407,0.061138619,0.120183614,0.233855094,0.224597914,0.121545995,0.224190203,0.18023158,0.126624327,0.160194946,0.106821367,0.154619807,0.201066811,0.162110074,0.266491081,0.155962606,0.147056019,0.217784077,0.1169369,0.000154652127514243,3.60738021348628,3.06956665806798
"T5567",0.146491727,0.085050473,0.194066992,0.100677422,0.18272077,0.124727716,0.249066348,0.126019233,0.267927556,0.25950241,0.248095515,0.237982234,0.241753223,0.17211923,0.099973296,0.1115778,0.08494188,0.142420909,0.185841008,0.099592113,0.259623576,0.087626201,0.142094227,0.234909416,0.112748075,0.00524855982440761,2.559008427959,2.56446771714619
"T5571",0.163150165,0.085189554,0.255722486,0.090633814,0.159907786,0.107717267,0.238746205,0.118227367,0.259850888,0.263377698,0.244688096,0.215877161,0.234951166,0.1628338,0.159001054,0.104359632,0.084891544,0.166854965,0.188626197,0.164963316,0.266414246,0.10672749,0.163244158,0.223143663,0.102985331,0.00171119613036229,2.92700877353463,2.7417679720511
"T5577",0.263933265,0.09110117,0.23402191,0.094071056,0.264274754,0.090823257,0.161077632,0.106455923,0.090405731,0.238402303,0.225105217,0.247941409,0.21388139,0.147398844,0.116504368,0.111871071,0.090623492,0.094174369,0.165938247,0.16351529,0.269439697,0.10252723,0.115462617,0.126117174,0.100048084,0.0200871945945782,2.05195136534215,2.32017080945531
"T5573",0.162608982,0.098382374,0.2585661,0.090399312,0.148747364,0.096889851,0.244182951,0.112310612,0.275189281,0.257389334,0.240053257,0.297317166,0.231141011,0.155332878,0.130830079,0.099572037,0.09845497,0.149180705,0.183712009,0.132893693,0.292730788,0.120161162,0.15394491,0.222332649,0.092467111,0.0104730758202727,2.30895368160922,2.44399291107325
"T5575",0.191355464,0.08615158,0.268340677,0.099741148,0.14587875,0.13061851,0.255928988,0.110779445,0.274142313,0.267554616,0.259784687,0.284914822,0.240299816,0.187467447,0.071294609,0.112719404,0.083346908,0.079026963,0.204400717,0.185503831,0.265756026,0.07333201,0.090752964,0.247121463,0.111504767,0.0387057037603109,1.76590726885262,2.18235656055207
"T1708",0.315502443,0.056048748,0.068324726,0.073728939,0.062986483,0.120228933,0.353761506,0.320718489,0.253909651,0.222372505,0.062227745,0.198753099,0.345816482,0.344215179,0.107413685,0.059169306,0.057734335,0.270325272,0.056842552,0.34235451,0.232019906,0.081421497,0.246148272,0.146118543,0.241329997,0.269057428611667,0.615666188422656,1.62817763323794
"T1709",0.324835968,0.06238011,0.203342542,0.18918213,0.102061434,0.111967229,0.372434301,0.336432745,0.242735324,0.352223618,0.074822682,0.195538179,0.340139883,0.384069471,0.063072674,0.060688524,0.070571367,0.060586874,0.060594656,0.330686207,0.228686368,0.105043167,0.340828226,0.146118543,0.127238131,0.27491603602423,0.598011781315974,1.61967185079006
"T5774",0.1780632,0.115869044,0.122027999,0.121188291,0.117318833,0.121280085,0.366061408,0.088302053,0.394757835,0.365448034,0.119283055,0.211136053,0.341106574,0.228894344,0.107366862,0.095553437,0.087409626,0.115018258,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.116988067,0.151911412,0.157089239966805,1.00649299435262,1.8164755333572
"T5776",0.184790487,0.114639973,0.152128738,0.136994327,0.117318833,0.121280085,0.351077433,0.100586841,0.385540014,0.350501462,0.1159191,0.108565349,0.325739194,0.213808746,0.106262292,0.110557967,0.087409626,0.113254424,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.234150842,0.151911412,0.110101962506682,1.22598604907957,1.92222590837947
"T5778",0.174857964,0.073392578,0.102374197,0.078784234,0.117318833,0.121280085,0.345498363,0.096927268,0.406283745,0.348950917,0.07928386,0.253720413,0.325581235,0.215719361,0.085298575,0.095776884,0.087409626,0.098450991,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.269466637,0.151911412,0.226458980431567,0.750559237240254,1.69316825682784
"T5779",0.193919116,0.09332566,0.077942363,0.075566284,0.117318833,0.121280085,0.359235133,0.084642657,0.41181369,0.358236321,0.088668468,0.175425936,0.320904066,0.200454332,0.103304605,0.098141357,0.087409626,0.085265279,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.265036101,0.151911412,0.23745293130173,0.714519726465762,1.6758046469188
"T5780",0.16716756,0.149419624,0.086633838,0.086542642,0.117318833,0.121280085,0.371264678,0.065947604,0.377908156,0.367088582,0.082360206,0.140228004,0.344195972,0.228457592,0.142917785,0.111608129,0.087409626,0.056041979,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.279969722,0.151911412,0.218010984521365,0.778928271378297,1.70683627927552
"T5781",0.17846478,0.136427206,0.07967697,0.079778604,0.117318833,0.121280085,0.374230994,0.088114553,0.388309535,0.368076658,0.108514605,0.37896524,0.335049894,0.18706518,0.149494644,0.092272539,0.087409626,0.102011956,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.298893923,0.151911412,0.214177144891963,0.792010952920305,1.71313943306362
"T5782",0.180447627,0.159664878,0.069418631,0.070717551,0.117318833,0.121280085,0.377665561,0.079487566,0.390117149,0.375731008,0.141091757,0.386850028,0.352655429,0.210907064,0.155607052,0.089514,0.087409626,0.086571326,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.297460293,0.151911412,0.227572140583594,0.746866281558823,1.69138901397782
"T5783",0.199932224,0.098816466,0.078158996,0.077907813,0.117318833,0.121280085,0.373495283,0.090792986,0.370215646,0.370990556,0.083134288,0.313684294,0.344631788,0.229553618,0.087067581,0.081405502,0.087409626,0.080306127,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.289627184,0.151911412,0.254267776628186,0.661119698863072,1.65007684905199
"T5784",0.103281279,0.062556731,0.094464852,0.101480549,0.117318833,0.121280085,0.365209446,0.096565046,0.393821688,0.362994711,0.087297,0.112276541,0.344067659,0.228489664,0.05104646,0.115194346,0.087409626,0.111959676,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.289748656,0.151911412,0.29632689693239,0.534994307129064,1.58931042757094
"T5786",0.172502982,0.08816372,0.100780209,0.101328386,0.117318833,0.121280085,0.346321862,0.109259936,0.422101123,0.357060273,0.111430999,0.119290011,0.334389183,0.187063296,0.115591884,0.107998831,0.087409626,0.086593976,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.240245049,0.151911412,0.207245500033019,0.816015973160859,1.72470490102803
"T5788",0.195156206,0.097886458,0.064113243,0.061069543,0.117318833,0.121280085,0.342461182,0.093734581,0.360442508,0.354005672,0.106377105,0.276114066,0.332328727,0.213520248,0.109809428,0.10222856,0.087409626,0.096848427,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.270132486,0.151911412,0.190725982645351,0.875224131836672,1.75323101996211
"T5790",0.15257173,0.089427979,0.085702195,0.089458991,0.117318833,0.121280085,0.340207011,0.116729083,0.430598682,0.356611435,0.09846884,0.238942892,0.33172793,0.186632517,0.101804529,0.095603288,0.087409626,0.111593361,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.229294246,0.151911412,0.211905391078152,0.799827440448528,1.71690536765547
"T5792",0.173569975,0.133808881,0.08747153,0.073255985,0.117318833,0.121280085,0.365743527,0.105362817,0.37347095,0.365878402,0.171188601,0.109729862,0.338688236,0.214163647,0.063293738,0.131979987,0.087409626,0.06886377,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.306458422,0.151911412,0.206428805678217,0.818875216249623,1.72608246638787
"T5794",0.162986908,0.120936027,0.071549241,0.07329625,0.117318833,0.121280085,0.347223578,0.101608497,0.433899678,0.361630723,0.091278529,0.38147283,0.332782465,0.190226204,0.104204171,0.09901713,0.087409626,0.11545836,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.274638572,0.151911412,0.270133070465051,0.612410584046967,1.6266091034998
"T5796",0.17341937,0.131035168,0.078639457,0.082158941,0.117318833,0.121280085,0.352387448,0.121002654,0.423772094,0.354006539,0.0784922,0.256428855,0.327598235,0.202614162,0.123196624,0.108041061,0.055973971,0.112729266,0.059074378,0.231537327,0.32520788,0.096361419,0.186317491,0.19081133,0.151911412,0.223967457400354,0.758862330571402,1.69716863503892
"T5798",0.163052526,0.087362318,0.063293131,0.086913701,0.117318833,0.121280085,0.333291447,0.114924735,0.449707025,0.343385015,0.134522507,0.130418607,0.316833542,0.181870071,0.110355099,0.098477968,0.087409626,0.130565648,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.128935511,0.151911412,0.24127071670437,0.702220868259696,1.66987913429037
"T5800",0.18073703,0.132911706,0.088326553,0.083891884,0.117318833,0.121280085,0.359182979,0.088936001,0.376511513,0.368545377,0.095601278,0.316607535,0.344778605,0.209973694,0.101372668,0.087177115,0.087409626,0.129132018,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.201630266,0.151911412,0.184626222276526,0.897874530516623,1.76414383976768
"T5802",0.169283799,0.102648639,0.093327185,0.111216142,0.117318833,0.121280085,0.350010834,0.105993825,0.410129044,0.356753581,0.089521465,0.09111164,0.331750164,0.201493332,0.101397258,0.093755887,0.087409626,0.105608792,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.089559659,0.151911412,0.25902492935813,0.646354409304716,1.64296302529091
"T5804",0.194411734,0.105623009,0.098867604,0.062026807,0.117318833,0.121280085,0.363466217,0.081923915,0.412930797,0.355886679,0.080464321,0.161308153,0.332851561,0.224847041,0.08208027,0.119286123,0.087409626,0.082726075,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.127070687,0.151911412,0.263273751049695,0.633285068621064,1.63666629904457
"T5806",0.175286197,0.141288522,0.077653033,0.065719569,0.117318833,0.121280085,0.360058706,0.137508,0.410808573,0.361110465,0.114708002,0.225505229,0.341584931,0.213998129,0.104254307,0.08859369,0.087409626,0.142382354,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.140500906,0.151911412,0.175539019780998,0.932500284805985,1.78082631068269
"T5808",0.167013648,0.112169877,0.070463937,0.072808666,0.117318833,0.121280085,0.363352876,0.084893308,0.439947458,0.361525471,0.094764562,0.084513014,0.336073491,0.213301233,0.084920471,0.094426428,0.087409626,0.107409214,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.092779841,0.151911412,0.348299296993889,0.389916092238596,1.51941265494523
"T5810",0.163194149,0.072226558,0.113375865,0.062259742,0.117318833,0.121280085,0.366504411,0.116963929,0.373734731,0.361519747,0.103357439,0.246942537,0.338304214,0.186985527,0.13270367,0.082403011,0.087409626,0.156822142,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.299721686,0.151911412,0.168269562696784,0.961025939663415,1.79456979200915
"T5812",0.171622598,0.070269654,0.070021799,0.071471188,0.117318833,0.121280085,0.361050127,0.116191861,0.402969687,0.356256578,0.150278124,0.357288069,0.330928038,0.182915041,0.102530918,0.104372071,0.087409626,0.095894942,0.094981528,0.231537327,0.32520788,0.096361419,0.186317491,0.277026577,0.151911412,0.235928035512356,0.719462384190209,1.67818598836315
