"","cra","eno","envC","fbaB","fruA","fruB","fruK","glk","gpmM","pfkA","ppc","pykF","pyrG","tpiA","yibQ","pval","z","inv_cof_var"
"T2823",0.150688798,0.061473293,0.078455517,0.389056017,0.15086217,0.083224075,0.122668202,0.197888668,0.189839372,0.175912675,0.087399574,0.113661174,0.333324864,0.192549073,0.069405807,0.366536826099306,0.341039756945673,1.63260065449417
"T2413",0.095562111,0.192259725,0.068231165,0.328364736,0.046014069,0.059904645,0.077208906,0.136860328,0.247202696,0.045738595,0.202803786,0.285045315,0.226062722,0.188740405,0.049388937,0.41169375877078,0.223190150287921,1.58011782756705
"T2414",0.132910541,0.140830383,0.046105357,0.327816034,0.088596395,0.082490613,0.085466597,0.146274489,0.263122856,0.089681904,0.206239876,0.21933538,0.303959343,0.113036109,0.048071275,0.356924671529285,0.366691237985449,1.64402421608267
"T2689",0.109036357,0.043466016,0.03902183,0.385961084,0.136137014,0.065815024,0.098897104,0.136705439,0.241409794,0.159361914,0.179105025,0.277574611,0.323209911,0.296220373,0.042017964,0.471533773485954,0.071414905567107,1.51252664821219
"T2407",0.081653236,0.380738237,0.03848696,0.172435505,0.093887288,0.044893144,0.062248859,0.157228385,0.282825969,0.337826476,0.22106915,0.266574683,0.330537547,0.260390472,0.039413876,0.411461938742971,0.223785931393972,1.58038315112274
"T2408",0.101992454,0.294743568,0.051758399,0.348802782,0.08517732,0.057993935,0.066587946,0.143884818,0.284125816,0.21116626,0.205169757,0.299454299,0.393093678,0.159846694,0.053263816,0.397430535139292,0.260003504583477,1.5965121877766
"T0320",0.323935442,0.300159089,0.062633328,0.317590644,0.171941598,0.079529101,0.132545253,0.185258968,0.270763914,0.317613012,0.226881002,0.304389428,0.318913628,0.134791888,0.100228914,0.0612179081878707,1.54462987208441,2.16860423987284
"T4080",0.080100272,0.396133865,0.069212262,0.173258928,0.133183391,0.090958303,0.105924053,0.160113361,0.1340599,0.126146305,0.099638952,0.153371868,0.40330404,0.098518221,0.085005016,0.483865724498637,0.0404536621825902,1.49873845133923
"T4082",0.085672081,0.398673533,0.069352189,0.171495395,0.135297179,0.093377453,0.110716926,0.1598084,0.131864126,0.12332721,0.191913049,0.147827696,0.41733131,0.15265309,0.077611502,0.39825772160139,0.257859369352984,1.59555732435871
"T5662",0.096195194,0.384931374,0.143510144,0.088958937,0.100211412,0.09754956,0.098599814,0.090719978,0.101436674,0.098652664,0.294138293,0.088616329,0.236663629,0.133980366,0.113406857,0.380397470449366,0.304437054945145,1.61630010561124
"T5666",0.072760979,0.145940414,0.071041768,0.346050441,0.156789494,0.080094227,0.122876969,0.364084215,0.219994276,0.289053941,0.232174981,0.054069224,0.258471279,0.252268605,0.145087145,0.141375808942681,1.07415856913387,1.95908581493114
"T5668",0.389186253,0.152805619,0.071179528,0.281150151,0.274504025,0.298090305,0.180743637,0.411542902,0.1255025,0.072673965,0.269751363,0.074923324,0.175518722,0.285618359,0.071184553,0.228659680528616,0.743268132513899,1.81172795766312
"T5670",0.071756255,0.060384676,0.069711142,0.338186265,0.151926092,0.073650927,0.107243585,0.299265841,0.063397404,0.254721369,0.146875457,0.138992581,0.317766049,0.27692372,0.058808244,0.404950372622247,0.240554078338901,1.58785063259305
"T2670",0.141098738,0.342350028,0.051758338,0.189127635,0.18765264,0.072710134,0.121473339,0.194123502,0.051232485,0.172713612,0.274049179,0.325643919,0.332700632,0.277010283,0.048609228,0.284074915895127,0.570778451227906,1.73491186683019
"T2671",0.147419652,0.328947951,0.044017527,0.126021575,0.192997817,0.070775108,0.123644224,0.193566657,0.083449582,0.15597805,0.277788306,0.276127532,0.301953756,0.30381933,0.043637191,0.266619518851105,0.623069216623695,1.75819889567979
"T2672",0.125046526,0.313758582,0.057478744,0.105194145,0.179656445,0.05790024,0.10351227,0.194852633,0.078578531,0.218494667,0.289989993,0.326197931,0.356630205,0.326386806,0.054262952,0.347714917394719,0.391497095994799,1.65507119018471
"T2673",0.114742471,0.352619901,0.04618527,0.151474839,0.164585857,0.050480731,0.100973028,0.172983773,0.332712528,0.224621893,0.28449732,0.448847684,0.28579279,0.507012281,0.052343022,0.452258716174912,0.119956720506411,1.53414412954657
"T2678",0.106017028,0.243322641,0.047298404,0.193777509,0.155870846,0.063619945,0.100394589,0.163424593,0.385520388,0.471152514,0.273050777,0.345701235,0.246574974,0.086499002,0.047014314,0.468245080048076,0.0796820198017631,1.51620830263488
"T2679",0.123955481,0.313476485,0.065149696,0.163599897,0.159951488,0.07561156,0.115356576,0.158527313,0.318204805,0.160630374,0.239685416,0.449468126,0.269539696,0.537248059,0.065071192,0.449840397468225,0.126064592465549,1.53686419282056
"T2680",0.168222522,0.34235915,0.052548144,0.175805413,0.208778376,0.090950959,0.155415922,0.208473495,0.353377875,0.174794159,0.280276287,0.489036074,0.242354045,0.505279204,0.050426636,0.346680763075335,0.394297341046052,1.65631824378587
"T2682",0.141697511,0.321204822,0.069239582,0.152631255,0.169694929,0.085987481,0.129305446,0.154504673,0.306746657,0.17925565,0.22943883,0.390185802,0.219487129,0.561665918,0.074699581,0.412678540558354,0.220660125823518,1.5789911132754
"T2685",0.124448796,0.314757872,0.097290104,0.068972085,0.154741279,0.075090653,0.118321026,0.120396662,0.287637892,0.127212224,0.22550279,0.397280521,0.225002997,0.391288933,0.064856342,0.371030474063196,0.329125344731552,1.62729472219702
"T2687",0.123545614,0.283805832,0.078495005,0.171694693,0.162065124,0.086189037,0.121564749,0.136751737,0.293917738,0.112672537,0.23007313,0.472332274,0.195295575,0.486465766,0.075813652,0.444078756869149,0.140635991443796,1.54335338045852
"T2649",0.10433332,0.338145555,0.059065009,0.07522211,0.109868851,0.320806422,0.069252684,0.335415206,0.310221639,0.300071314,0.056830829,0.309132711,0.15375937,0.313270781,0.054960339,0.391830178787826,0.274552117639621,1.60299122799328
"T2650",0.123373974,0.382844153,0.065236592,0.064130651,0.133553047,0.080750347,0.059152298,0.376012492,0.305727241,0.349599876,0.074270754,0.357746948,0.257597901,0.318626198,0.057953926,0.498304159230596,0.00425085522382115,1.48261599063887
"T2651",0.076349109,0.277854593,0.192140594,0.058880546,0.090025026,0.302019432,0.054911676,0.311161356,0.317130016,0.297512479,0.086978386,0.315194077,0.318361006,0.324902375,0.066506843,0.201468063112335,0.836388951295421,1.85319813269404
"T2652",0.091059167,0.261685242,0.07168082,0.118829317,0.104259482,0.049479518,0.067053703,0.295163223,0.310418466,0.305097173,0.086454489,0.22087096,0.188989257,0.348653078,0.044555568,0.404184971144647,0.242529447153291,1.58873033802901
"T2653",0.064035916,0.404184709,0.16321936,0.145501394,0.114136994,0.084138976,0.059215845,0.128006979,0.16896236,0.177988825,0.087581772,0.141641272,0.20271377,0.080664214,0.058888463,0.355799440138586,0.369709597057844,1.64536840399549
"T2654",0.079811685,0.331602504,0.156210283,0.157714923,0.130968531,0.047999338,0.083630645,0.111958364,0.101474283,0.127500324,0.053186041,0.208691148,0.20663191,0.082162253,0.049122573,0.314695270673624,0.482584845737515,1.69563596371688
"T2663",0.13793039,0.451170841,0.075875278,0.217548627,0.167458151,0.037917066,0.108829855,0.142409944,0.315206892,0.123733681,0.22712108,0.405896727,0.32420893,0.199187489,0.03201549,0.446465176305342,0.134597203703223,1.54066408296465
"T5731",0.094675649,0.267322959,0.176408089,0.245100659,0.08464792,0.10532576,0.121952085,0.115498516,0.209218189,0.298539365,0.176676262,0.273688651,0.132520552,0.295674373,0.093527222,0.0245556778349996,1.96762365722873,2.35697915470346
"T5733",0.087065474,0.108423785,0.305846118,0.181139152,0.302151243,0.104085107,0.16122545,0.140074196,0.291860587,0.216351635,0.314217438,0.127911865,0.16578817,0.221632928,0.225265432,0.00267817993522026,2.78478274436283,2.72089058519751
"T5735",0.086854242,0.127714503,0.299978911,0.179713258,0.271303866,0.086854786,0.161046694,0.224676573,0.234688817,0.138979615,0.088518506,0.095294924,0.180188629,0.154318341,0.162375003,0.00595267494010332,2.51493746512764,2.6007184141666
"T5762",0.110347305,0.331070679,0.072159419,0.111949865,0.157311388,0.113258187,0.140115424,0.233563023,0.237414865,0.37894186,0.278684891,0.339022927,0.342481206,0.368829776,0.062969968,0.137913790569892,1.08974024862828,1.96602491817748
"T5764",0.048622162,0.199926615,0.085625647,0.270463649,0.153489772,0.122035496,0.147041227,0.230068898,0.236398247,0.358692744,0.271573142,0.326948619,0.314782737,0.351441299,0.070321774,0.0313082560729339,1.86190478729187,2.30989859744764
"T5766",0.074105703,0.326784735,0.081300319,0.240889276,0.152451064,0.122975536,0.148122915,0.232805285,0.23058358,0.396522367,0.274804038,0.341182653,0.342041337,0.379006244,0.06073052,0.068978657117356,1.48344087503297,2.14135449646537
"T5768",0.125282197,0.265151346,0.092336021,0.252700923,0.177028733,0.125943487,0.151495267,0.215075597,0.221661984,0.407610004,0.264957412,0.333128349,0.340805405,0.381483918,0.116966955,0.0216570933065727,2.0206675937362,2.38060159875064
"T5770",0.055895352,0.267343175,0.085355949,0.215982036,0.170027794,0.119193282,0.14255525,0.228572597,0.233369382,0.386017389,0.272727061,0.336044441,0.334566115,0.37061625,0.059194073,0.0552613747338668,1.59584792902674,2.19141355162433
"T5772",0.105546626,0.241338495,0.084560758,0.251370342,0.165125703,0.137166764,0.15212808,0.256593306,0.235428841,0.383290117,0.27645866,0.338496916,0.339851324,0.369370513,0.048345546,0.0455294598541054,1.68983816711281,2.23327091151044
"T2431",0.110021137,0.218028369,0.052162902,0.324770607,0.083180504,0.075854023,0.11245825,0.160414294,0.29901239,0.332693029,0.231958019,0.092464803,0.202595945,0.255842795,0.061746393,0.254716245271043,0.659721618974654,1.77452157798314
"T2432",0.093448057,0.143646073,0.073336522,0.323586947,0.070167708,0.069134893,0.088584456,0.111082554,0.286353288,0.337979621,0.208106777,0.044706552,0.208487713,0.265454603,0.061650099,0.435784722939944,0.161665281878089,1.55271850811201
"T2433",0.090818924,0.243896454,0.044601572,0.292962619,0.072767218,0.056829163,0.084061227,0.136451842,0.302436773,0.364814385,0.229974578,0.08129712,0.222773452,0.294622121,0.052516167,0.420310799937446,0.201098442434145,1.57027956579685
"T2435",0.10957039,0.255650851,0.194965126,0.315194395,0.030988347,0.05757072,0.09644555,0.139912451,0.267551991,0.482271863,0.239419967,0.25476087,0.234407666,0.277635893,0.044953168,0.335927183249215,0.42360437175005,1.66936975803193
"T5527",0.095127784,0.068951724,0.107355867,0.301764656,0.076276568,0.056969961,0.130627309,0.067386678,0.266493214,0.354985885,0.130720668,0.28567665,0.277367223,0.358017892,0.058548979,0.448724935324991,0.128883452244194,1.53811953625437
"T5533",0.058410504,0.137541623,0.084514382,0.325354728,0.096949534,0.094477406,0.129922331,0.064977274,0.268111632,0.341468158,0.084102335,0.336159521,0.303079058,0.353645378,0.054290512,0.407252075342064,0.234619400119036,1.58520769895318
"T5529",0.08777926,0.130428632,0.120882097,0.295724074,0.073095904,0.105076274,0.130108525,0.190337763,0.272086219,0.29822526,0.136551505,0.208149121,0.073933463,0.284537405,0.053408677,0.159324885814712,0.99723641003025,1.92482950744239
"T5531",0.147290432,0.117604208,0.100169712,0.312178857,0.09269343,0.100300573,0.115581485,0.143574521,0.260261073,0.333197861,0.118169732,0.302290742,0.296107217,0.336378102,0.068973196,0.215501191748925,0.787477519046268,1.83141604698081
"T0070",0.127770255,0.403483904,0.065567729,0.163964778,0.130379176,0.059917289,0.107569995,0.133557274,0.176978919,0.347675898,0.29147818,0.110957921,0.2058929,0.104525542,0.056835535,0.433603258179743,0.167207839336576,1.55518681574643
"T0064",0.092600954,0.325945904,0.059082769,0.291329607,0.061639342,0.058282336,0.074542967,0.110248577,0.317876887,0.12280697,0.32835406,0.332219373,0.351346537,0.356783658,0.070442237,0.434969123821753,0.163736925288545,1.5536410882177
"T0065",0.112922606,0.405453765,0.036189852,0.400220719,0.128582418,0.031533196,0.079807356,0.142457584,0.417423496,0.330658997,0.41695649,0.370019664,0.415304312,0.418418545,0.023305445,0.470144740538104,0.0749060271298823,1.51408137490121
"T0584",0.111201304,0.250051504,0.055406309,0.267737483,0.095396841,0.061437724,0.091870447,0.153473587,0.168665717,0.240455109,0.074430341,0.226624906,0.263389858,0.247137864,0.049647113,0.205052926498564,0.823707366101374,1.84755054964496
"T0585",0.107289559,0.24166025,0.066790393,0.263146344,0.09581389,0.065562632,0.090839143,0.148465093,0.150376889,0.250499704,0.077048083,0.257350221,0.271944252,0.246337882,0.055546235,0.194773462490213,0.860439309213154,1.86390865441685
"T0592",0.107672509,0.224381148,0.051507614,0.270004384,0.05129764,0.055202591,0.082866386,0.147144454,0.177773232,0.191948491,0.205844025,0.197161892,0.214664731,0.255154292,0.047160725,0.170147198358381,0.953583725880579,1.90538933846682
"T0593",0.109617246,0.227336579,0.041284351,0.278088174,0.03351472,0.05035151,0.081340229,0.14886832,0.200036683,0.171651269,0.210902718,0.170637786,0.217271166,0.208809377,0.037231989,0.24977764953637,0.675189622326472,1.78141005700182
"T0594",0.10961,0.23114452,0.044580267,0.26546259,0.052621552,0.05027212,0.080972177,0.152946489,0.175924168,0.193121892,0.20728075,0.196230634,0.212328089,0.263342048,0.03980821,0.208795623292185,0.810607259530594,1.84171658341139
"T0589",0.136110967,0.24243229,0.05299486,0.309067613,0.086077012,0.079423766,0.100417204,0.162289011,0.257075641,0.24225891,0.163479296,0.329461665,0.331530858,0.19425869,0.056976955,0.206444872814918,0.818818900751594,1.84537353363135
"T0590",0.1314995,0.243935668,0.055914683,0.306849919,0.08071734,0.077766543,0.098284166,0.159417539,0.260545164,0.240351805,0.168843202,0.332161489,0.335429617,0.229034419,0.054891226,0.21224550583681,0.798654094721898,1.83639339313798
"T0591",0.126159529,0.265146016,0.063771305,0.32518831,0.072579827,0.081195242,0.094416179,0.150604468,0.244932527,0.206028684,0.162447678,0.330801734,0.339241541,0.219643973,0.064750913,0.228529114518862,0.743699604069541,1.81192010804547
"T0595",0.12476484,0.166369429,0.052517986,0.165023351,0.101185087,0.057600661,0.090211735,0.174810983,0.080257163,0.178832023,0.22962362,0.278218679,0.301249882,0.217496124,0.042261814,0.23110871008319,0.735200457965409,1.80813512117396
"T0596",0.114297874,0.177506824,0.056521277,0.256589563,0.082169043,0.064532355,0.089024349,0.158467356,0.111310294,0.160535931,0.210188118,0.296970355,0.318446947,0.125241962,0.050892573,0.279502381803218,0.584320409080432,1.74094260592542
"T0597",0.128649708,0.168869738,0.052997314,0.212305216,0.092937646,0.058218597,0.088761499,0.177980029,0.106307575,0.16741574,0.227279341,0.288091415,0.308873123,0.184655377,0.0439408,0.218723111021517,0.776512874627877,1.82653308171985
"T0572",0.122745235,0.051129824,0.050217225,0.307319166,0.133087852,0.067405455,0.109330505,0.176502556,0.115607408,0.109871281,0.076526165,0.075926743,0.22138582,0.23358066,0.051424892,0.394840265483758,0.266725484208286,1.59950573610706
"T1096",0.165984669,0.100876852,0.099938737,0.105318317,0.149915618,0.097868081,0.118168901,0.160199212,0.281748265,0.118105701,0.233922722,0.314602363,0.244635073,0.261016948,0.095941214,0.0677594355121077,1.49268801889775,2.1454725946482
"T1094",0.297780937,0.087694002,0.09492799,0.240893738,0.092584442,0.097884735,0.141514642,0.190673179,0.075639511,0.285121982,0.211819904,0.257807128,0.297124095,0.203758488,0.081265667,0.0951705003997866,1.30957101032595,2.06392375845908
"T0112",0.053171987,0.140352526,0.059005824,0.218757759,0.209007957,0.053396075,0.123329646,0.238351158,0.213204127,0.070090007,0.248121162,0.238822261,0.233026024,0.256389686,0.03623112,0.115789729545533,1.19630012736474,2.01348000803062
"T0113",0.066835482,0.202433019,0.049131123,0.092013154,0.154472589,0.04729826,0.080680891,0.185940833,0.245061919,0.263333775,0.256949202,0.224427057,0.1053225,0.251466494,0.048718591,0.198030764596121,0.848676135066736,1.85867007407408
"T0114",0.19037659,0.190504445,0.092101562,0.260937139,0.211568821,0.084418266,0.154559584,0.236120243,0.110919064,0.216470298,0.280623929,0.087595202,0.186360969,0.27688314,0.055035748,0.0404716275646766,1.74523911512893,2.25794302072479
"T0115",0.1752068,0.14764441,0.071200645,0.069927238,0.1900865,0.069098538,0.10943611,0.221639308,0.280195211,0.119583127,0.306791073,0.131373762,0.138535886,0.30951174,0.062815893,0.24141838348829,0.701747303987499,1.79323718353818
"T0116",0.041137649,0.062384125,0.046644379,0.201867802,0.181220502,0.056043459,0.112916696,0.207959494,0.203965193,0.221081155,0.218263423,0.224805967,0.198615159,0.182797172,0.043396434,0.0724475123497828,1.45780237054288,2.12993671381861
"T0117",0.059519801,0.231988676,0.05790238,0.225685838,0.18057224,0.056801008,0.088373782,0.213027891,0.195207634,0.291747019,0.285299576,0.219764863,0.068621287,0.271573927,0.065652703,0.138388986233426,1.08758586753229,1.9650654918934
"T0100",0.151781248,0.26144724,0.044287459,0.2477139,0.111699011,0.043754776,0.090016654,0.092893089,0.24302655,0.255367245,0.06773485,0.246347386,0.335703555,0.257218014,0.051828091,0.378710472618798,0.308869307264568,1.61827395294069
"T0101",0.15659882,0.055265774,0.072099963,0.18752706,0.17678579,0.065001803,0.115503726,0.196540031,0.296236198,0.275566259,0.258475367,0.263652059,0.188986424,0.259211058,0.054725016,0.129812018350719,1.12728018676934,1.98274285328297
"T0118",0.121422882,0.238909588,0.063575232,0.266595143,0.169219347,0.061220472,0.117729462,0.173535545,0.249374645,0.291658425,0.260977963,0.291363377,0.163496261,0.185505371,0.063412223,0.0531136543260816,1.61538517506846,2.20011421624019
"T0119",0.065807042,0.142723664,0.059560852,0.239543905,0.100293356,0.057715382,0.086162058,0.199193663,0.086953108,0.191363311,0.192657053,0.263124476,0.133381201,0.1673067,0.056120014,0.105197301540627,1.25248112166308,2.03849950095872
"T0120",0.075836175,0.322499066,0.067521888,0.222591092,0.137334269,0.064079169,0.096536081,0.166642349,0.293720819,0.21918914,0.239721873,0.273127066,0.062450209,0.215039063,0.052426044,0.203260938937795,0.830029901521623,1.85036621056749
"T0121",0.107601493,0.1283468,0.048325341,0.170883782,0.084170651,0.046797102,0.078482602,0.127484568,0.301208345,0.196878477,0.22352766,0.246812504,0.173761783,0.226240535,0.050692026,0.218391586680053,0.77763677729521,1.8270335975115
"T0094",0.178987879,0.32198633,0.186104881,0.318859044,0.213059619,0.051984355,0.127005979,0.250660142,0.356818732,0.251296299,0.075515142,0.343781408,0.358252313,0.311682677,0.031370291,0.142497728191751,1.0691647121745,1.95686186410152
"T0095",0.148177381,0.356720817,0.072966704,0.271891715,0.165599913,0.059916901,0.113325786,0.188814126,0.331857617,0.336374725,0.053412761,0.270000419,0.289945958,0.276397333,0.043185589,0.278831569555198,0.586316062190841,1.74183134471523
"T0110",0.18286909,0.211867184,0.062663585,0.191736633,0.207660215,0.05544856,0.131200758,0.225040286,0.155130329,0.220036346,0.184985614,0.241805076,0.234096035,0.247794625,0.031116982,0.0281124266087778,1.90928874653461,2.33100044243962
"T0111",0.144103186,0.176495214,0.068918636,0.269451884,0.199544802,0.047443365,0.126933352,0.216694693,0.136434579,0.198065375,0.188880663,0.230303892,0.235689867,0.243312228,0.041117422,0.0365078124769102,1.79273301404215,2.279093825954
"T4023",0.0638753,0.142489151,0.085993733,0.251181517,0.14311842,0.159683165,0.16273938,0.128848534,0.157406687,0.378630095,0.274325871,0.341888224,0.198804129,0.369529638,0.075133437,0.112092313378869,1.21547592188106,2.02201970479612
"T4024",0.102891332,0.072259602,0.083476255,0.318245103,0.094272838,0.097054881,0.10956454,0.227241327,0.128016414,0.346809053,0.269777654,0.326513295,0.181890574,0.335076866,0.063321084,0.29571875846499,0.536754047904881,1.71975953054716
"T4025",0.075287269,0.181300145,0.091969264,0.069609441,0.126918516,0.10948221,0.13357293,0.171663504,0.125202025,0.38905078,0.271059313,0.319786013,0.092697373,0.3697345,0.079754416,0.360633683809444,0.356765497652464,1.63960391357345
"T4026",0.130958973,0.072694936,0.096444904,0.078083857,0.147725289,0.106189059,0.06913618,0.176092012,0.122261834,0.396286088,0.271359897,0.297608988,0.13946423,0.37034748,0.082195331,0.456094294952505,0.110278396429011,1.5298340107273
"T4027",0.083192631,0.081933538,0.106656238,0.09785622,0.159223859,0.094637899,0.146233293,0.177005866,0.087963329,0.348278685,0.261777954,0.308520763,0.230223732,0.340722491,0.082316195,0.227878800987741,0.745850711858675,1.81287807660387
"T4028",0.090311216,0.15183092,0.096212823,0.10910894,0.158145396,0.11216122,0.150826061,0.168403477,0.13060511,0.371493374,0.275501813,0.313382339,0.298632762,0.360968611,0.072178791,0.165548003091915,0.971908629788053,1.91355010189665
"T4029",0.067839806,0.084271344,0.10587453,0.176934401,0.153613918,0.116604169,0.120668468,0.201145402,0.077104166,0.359917361,0.272195467,0.329732946,0.27696483,0.353608296,0.064827846,0.234074101706965,0.72549533878701,1.80381306949647
"T4030",0.087514035,0.205385179,0.093698674,0.259738222,0.118312567,0.113793218,0.135243802,0.202689288,0.115179279,0.36762382,0.26866194,0.330622677,0.082511464,0.348776391,0.085758499,0.181889979649974,0.908186000394546,1.88517203747499
"T4031",0.098399321,0.106341193,0.113560642,0.136808199,0.172903713,0.11908448,0.149924212,0.150313122,0.091575152,0.33045528,0.244328347,0.301898481,0.232618455,0.331514958,0.07625188,0.100006472452661,1.28151468599345,2.05142923042531
"T4032",0.083463952,0.09037596,0.11393071,0.086859035,0.151963548,0.123829949,0.140829277,0.088734416,0.096627269,0.327936362,0.246924239,0.309752796,0.156201175,0.323778026,0.082032895,0.244905792048017,0.690608532249191,1.7882766728848
"T4033",0.081070348,0.057294848,0.099126804,0.127304529,0.177393514,0.144773402,0.155493486,0.209134065,0.233362127,0.344663732,0.259806671,0.311305827,0.053117096,0.341807136,0.055432771,0.250760955408293,0.67209705566968,1.78003282168291
"T4034",0.07215262,0.072476941,0.089409439,0.07326501,0.178950926,0.103924556,0.139466537,0.079040811,0.078686675,0.302183635,0.256557972,0.313651812,0.080268426,0.332004565,0.072224911,0.456167773346782,0.110093091933943,1.52975148772176
"T4087",0.094032134,0.306886228,0.101024681,0.298637634,0.087372362,0.098355,0.093733272,0.179755889,0.086606896,0.098485768,0.095353546,0.32167173,0.087032057,0.301733747,0.085950115,0.384858615893998,0.29274478949951,1.61109310355861
"T4089",0.131263171,0.32962611,0.090879205,0.317903577,0.159770887,0.106397632,0.143748029,0.155506128,0.202859709,0.371068292,0.138073657,0.32854816,0.336240203,0.105547697,0.04378918,0.220128199194249,0.771760318039323,1.8244165909485
"T4090",0.078669594,0.30086476,0.122746526,0.278322627,0.085030627,0.118454276,0.147882595,0.077821442,0.158697159,0.372948494,0.097076222,0.292867198,0.295799431,0.190830113,0.072881535,0.209204747162169,0.809183691248139,1.84108261534051
"T4091",0.079683338,0.289759548,0.080381552,0.30789041,0.099088785,0.075479033,0.094351375,0.12785976,0.20352845,0.347332235,0.104649337,0.320982339,0.292701511,0.080522062,0.082830047,0.346645003352229,0.394394225109259,1.65636138987406
"T4092",0.104424178,0.114226002,0.101780798,0.301880465,0.119575599,0.125233142,0.118898441,0.095630752,0.12362923,0.33197471,0.122896749,0.307938093,0.262598217,0.1168087,0.061680871,0.245130334234004,0.689894287528884,1.78795859306169
"T4093",0.074823334,0.319009645,0.115554707,0.299246101,0.14189129,0.10511988,0.141317049,0.167392075,0.203017053,0.377673286,0.081035088,0.314471604,0.334701708,0.362514325,0.075896586,0.151211380395642,1.0312517876879,1.93997782425988
"T4094",0.095668652,0.314374208,0.122291413,0.305489542,0.11137639,0.120392408,0.06113072,0.208713109,0.1389298,0.353993211,0.053393313,0.270818285,0.314811954,0.329234277,0.053390877,0.289369675943399,0.555227075079327,1.72798625879439
"T4095",0.066715349,0.342168959,0.101085035,0.226532784,0.087526347,0.108040702,0.12743367,0.239095477,0.102261429,0.066487582,0.112523547,0.339564624,0.066850555,0.219924046,0.072829357,0.371876174118849,0.326888329625029,1.6262984959049
"T4097",0.099393317,0.305113123,0.098677842,0.316395422,0.105613476,0.119458209,0.115967427,0.147707852,0.107640212,0.109987405,0.094487589,0.316163711,0.321778748,0.346836751,0.047387034,0.342485997775395,0.405687816235821,1.66139084737748
"T4099",0.106526839,0.118207384,0.118508023,0.184138716,0.113567562,0.083780899,0.111471256,0.258283478,0.208140957,0.347161578,0.07451325,0.299498665,0.132662681,0.329132775,0.110408148,0.181155678185847,0.910969666734101,1.88641170795727
"T4101",0.128570339,0.297753922,0.094648636,0.223072606,0.167280628,0.098020036,0.147092879,0.121681898,0.064870104,0.128990073,0.125349554,0.325797776,0.28290375,0.119468092,0.109886601,0.133049752248902,1.11208988692499,1.97597804599756
"T5038",0.079727107,0.139275117,0.064125771,0.04871562,0.179106281,0.08773477,0.152711456,0.046516569,0.246970543,0.342510614,0.258452193,0.324113937,0.253392965,0.339905882,0.045110281,0.397328631079497,0.260267730791841,1.59662985756572
"T5039",0.062662751,0.165540594,0.035421513,0.035639361,0.18084386,0.065091352,0.149096568,0.169486849,0.262279077,0.362151852,0.238493296,0.350278848,0.097088585,0.363624787,0.035422567,0.497985534760495,0.00504953698622241,1.48297167342725
"T5042",0.08966726,0.124768786,0.074004628,0.095877561,0.185475485,0.082685579,0.158006798,0.156133006,0.250449009,0.330660413,0.115321962,0.3096397,0.197823599,0.327387081,0.053873771,0.207485230015491,0.815177945624109,1.84375208046554
"T5043",0.09488343,0.104708676,0.0926784,0.110111871,0.174076456,0.079571237,0.131287315,0.133279795,0.16476281,0.346558421,0.251096838,0.313402913,0.288997993,0.337693201,0.099706801,0.169609706070717,0.955708727131745,1.90633568080981
"T6958",0.069844138,0.146032406,0.071277898,0.106964372,0.187398642,0.077020706,0.12011255,0.104382027,0.218012649,0.169470348,0.207206331,0.080555058,0.06959612,0.335684412,0.072703231,0.215833403628774,0.78634259021031,1.83091062082487
"T6959",0.082391291,0.171779557,0.089194442,0.17235505,0.191859031,0.070346095,0.152747245,0.127175167,0.068914516,0.222317085,0.273073567,0.309223543,0.049692789,0.32031024,0.050570264,0.278221593725025,0.588132757218989,1.7426403867939
"T6962",0.058383319,0.144587103,0.051367965,0.124600519,0.192806001,0.074141953,0.151643359,0.139552112,0.050963291,0.265579374,0.102036689,0.158475822,0.070233707,0.330049739,0.053354911,0.354609961402651,0.372903962428998,1.64679097408012
"T6963",0.087898798,0.160775406,0.097468755,0.162416451,0.191124347,0.073298475,0.158582048,0.183028973,0.11889754,0.30864776,0.234551,0.309723137,0.045055244,0.32946945,0.045053289,0.225643667855271,0.753270577219888,1.81618241949155
"T6966",0.071391391,0.270580163,0.110846308,0.28756851,0.068353663,0.101474193,0.104510343,0.213336246,0.10202576,0.342381031,0.250211465,0.301886905,0.088685563,0.31606304,0.067237135,0.236414238731495,0.717884545864595,1.8004236994421
"T6967",0.073662244,0.308809719,0.108801999,0.291701029,0.070101243,0.073335749,0.130992799,0.114685066,0.073392144,0.349280237,0.247476493,0.313171638,0.210847569,0.339389536,0.072708927,0.287347578041754,0.56115018924292,1.73062404252854
"T6970",0.086227584,0.187553691,0.111387242,0.28033661,0.086753564,0.09243885,0.08202459,0.220895502,0.096799504,0.340606283,0.232334733,0.078104788,0.086906821,0.316197991,0.080183688,0.317737253985771,0.474035618229903,1.69182867372782
"T6971",0.092258191,0.27259529,0.111572621,0.28310358,0.084154817,0.086803583,0.079201174,0.203864086,0.093477556,0.351709432,0.258718495,0.31470052,0.076456278,0.32424869,0.070428557,0.312422757760938,0.488994606189321,1.69849046920041
"T6981",0.066223439,0.099627602,0.125047666,0.11668057,0.189781097,0.121345907,0.062299704,0.149500303,0.110381069,0.389783552,0.247855182,0.271599855,0.317533917,0.372618387,0.072535786,0.308392812267002,0.500411120685788,1.70357466906685
