"","ddpA","ddpB","ddpC","ddpD","ddpF","ddpX","glnG","patA","potF","potG","potH","potI","yeaG","yeaH","yhdW","yhdX","yhdY","yhdZ","pval","z","inv_cof_var"
"T2122",0.07557854,0.042908558,0.025133454,0.044161267,0.040230543,0.044508106,0.059892272,0.074518105,0.048167615,0.049318,0.058195909,0.034976419,0.122742432,0.065464426,0.026987667,0.035607011,0.0744664,0.01748248,0.492092650409112,0.0198220840511565,2.04629689656056
"T2124",0.089258475,0.063888107,0.023208566,0.065126023,0.061367872,0.06538082,0.077663648,0.079804181,0.053501022,0.069124744,0.035536301,0.029277303,0.127376512,0.081751904,0.028561492,0.03910318,0.06785354,0.023305977,0.452230031407761,0.120029142056321,2.1400335190618
"T2112",0.117194125,0.090850606,0.018516363,0.088319386,0.097047781,0.087874741,0.073432332,0.071607882,0.059792766,0.080382585,0.07193071,0.023891966,0.093396628,0.071986007,0.017676553,0.078814514,0.111594961,0.01702625,0.44150886141756,0.147144808339195,2.16539830897607
"T2141",0.106658087,0.063736415,0.018869503,0.061282266,0.072574184,0.060782736,0.060567982,0.060581448,0.088896233,0.057001149,0.051160343,0.036567286,0.107652427,0.064179744,0.072892063,0.067004443,0.109842274,0.000776036,0.419440982017957,0.203323787571368,2.21794977464748
"T2087",0.044004419,0.064081285,0.041751678,0.053845457,0.06749803,0.056908198,0.039588125,0.042327307,0.073501125,0.043624201,0.041724688,0.041908276,0.041921525,0.04162058,0.039506369,0.049490825,0.043338782,0.057958692,0.00232820268479054,2.82988970245209,4.67491660452001
"T2088",0.049008659,0.070726533,0.045052197,0.061962457,0.073418213,0.064459397,0.035770533,0.058715817,0.062329413,0.050021813,0.045733395,0.045765513,0.091099339,0.035219325,0.038278782,0.05758505,0.047800977,0.06567653,0.0179574596657252,2.09788936915237,3.99018201317254
"T2089",0.056116706,0.078322602,0.053985014,0.069816342,0.083465964,0.072590916,0.045895821,0.055446901,0.064069432,0.056533392,0.051639785,0.055065314,0.088028629,0.044740042,0.044672653,0.065083156,0.054935212,0.073934398,0.00131818693943728,3.00723325191635,4.84080896460013
"T6034",0.051976329,0.098217992,0.050396367,0.069762632,0.075174066,0.08001692,0.177257124,0.127940362,0.059293368,0.051027078,0.067629478,0.045708903,0.124643576,0.10623712,0.084487217,0.116025784,0.04869669,0.074929825,0.185612045428924,0.89418280476283,2.86419957166993
"T6045",0.067966904,0.092353682,0.070373702,0.068828795,0.074249731,0.074707116,0.164269364,0.123553794,0.057978948,0.071105127,0.069347589,0.057020974,0.119089339,0.099567688,0.075739761,0.108593877,0.057196855,0.07270042,0.0272631331669145,1.92263212673227,3.82624124592145
"T6058",0.049294951,0.079604153,0.06053012,0.054708054,0.059581023,0.053060914,0.177434688,0.117846447,0.050590826,0.060816294,0.055690327,0.050454805,0.111052099,0.087033179,0.059727637,0.098052904,0.049377039,0.060383718,0.133824031963591,1.10849507733826,3.06467356014638
"T6069",0.049417815,0.084589871,0.062114496,0.056500685,0.062562298,0.059825822,0.149466491,0.123305987,0.049831063,0.063111274,0.057869962,0.050125585,0.117575363,0.092541395,0.06078767,0.102910341,0.04939491,0.062352233,0.164294841656024,0.976958530059162,2.94163041405599
"T6030",0.058323476,0.094299733,0.056729212,0.070032945,0.07437521,0.081142912,0.169516399,0.125634084,0.05813172,0.057225027,0.06838913,0.05107281,0.120548946,0.100769853,0.079883357,0.109415066,0.053021774,0.073906338,0.0878218978893783,1.354290249217,3.29459757645507
"T6041",0.058756387,0.097190886,0.05971444,0.070681815,0.075336638,0.076354053,0.171343846,0.131321588,0.066484641,0.06064768,0.069315518,0.051268882,0.126212719,0.104843834,0.081089898,0.115240343,0.052354024,0.074026172,0.106295090091622,1.2464746773303,3.19374372680729
"T6054",0.047637089,0.081767528,0.060968763,0.054887209,0.060598225,0.054105755,0.156250178,0.12271792,0.04854956,0.061080384,0.05611877,0.04789005,0.117193257,0.090118717,0.062336086,0.101119689,0.047645354,0.061621418,0.193022568549552,0.866811797327448,2.83859592814896
"T6065",0.048650462,0.084687902,0.061310386,0.056322539,0.062560901,0.058525722,0.148017839,0.12371648,0.048454117,0.062243748,0.05797673,0.049102366,0.118156371,0.092055473,0.061510758,0.103940485,0.048532536,0.062789954,0.18229788469341,0.906642707946603,2.87585493072737
"T6036",0.058085811,0.114109171,0.048733095,0.080172956,0.087435274,0.096411004,0.186972778,0.145493293,0.061250082,0.049155502,0.078214452,0.047033983,0.141850572,0.122483383,0.098160654,0.133662729,0.052777768,0.087115935,0.260110466016441,0.643004882076944,2.62924037230655
"T6047",0.067714123,0.09581653,0.068487792,0.070410731,0.07603943,0.076788817,0.164242562,0.12854011,0.059227638,0.069012333,0.070537581,0.056038635,0.123609461,0.103248675,0.078131082,0.112090844,0.056532927,0.074340157,0.0470315185100061,1.67434387141555,3.59398512620864
"T6060",0.051235852,0.096034455,0.056353864,0.063671607,0.070746701,0.060980122,0.162452713,0.135422786,0.049637674,0.056162202,0.065006308,0.049855169,0.130328134,0.105149566,0.071869272,0.116698455,0.051636091,0.073545058,0.248991511209418,0.677666735152263,2.66166408677931
"T6071",0.048947697,0.082620883,0.060350133,0.055902005,0.061972143,0.057772779,0.150804779,0.1220177,0.048244169,0.060780973,0.057408905,0.04894515,0.115768182,0.090689178,0.061183178,0.100983451,0.048401721,0.062947852,0.167163116729018,0.965436487133376,2.93085235700414
"T6038",0.053016271,0.094880858,0.053727382,0.069392917,0.07322293,0.079015778,0.190687881,0.124577774,0.058205194,0.054512719,0.066671521,0.047431378,0.11958519,0.101939997,0.081128244,0.111556724,0.049837789,0.074546355,0.128268047915266,1.13461635897559,3.0891081734843
"T6049",0.066323127,0.094861603,0.066162207,0.067703132,0.073532555,0.076902155,0.16956522,0.13238096,0.05811949,0.066801178,0.068201627,0.055029265,0.127563847,0.103236357,0.07599668,0.113738523,0.055058463,0.072322745,0.0866397528441912,1.36174141651612,3.30156761699129
"T6062",0.049913358,0.078678064,0.057915547,0.055501373,0.059758241,0.054356538,0.173882635,0.115719706,0.049781753,0.057558514,0.055932448,0.050059607,0.110613051,0.086252915,0.060324891,0.097268315,0.049505168,0.06178654,0.123656663819975,1.15689973348067,3.10995269587243
"T6073",0.049171248,0.083371812,0.060834882,0.055453709,0.061472402,0.056843818,0.15098829,0.123248595,0.049542603,0.061410158,0.057021225,0.049467289,0.11688702,0.091310512,0.060371646,0.101530038,0.049043046,0.062048361,0.175831030643801,0.931370275410441,2.89898582293071
"T6032",0.052776362,0.096739236,0.052056921,0.069023253,0.074339205,0.080240128,0.186460032,0.127610003,0.057609365,0.052594061,0.067202116,0.045578953,0.12335114,0.103808604,0.081879126,0.114154742,0.048692084,0.076142338,0.169312969556793,0.956883739987779,2.92285186635513
"T6043",0.058722,0.094826964,0.061016172,0.069115113,0.074041984,0.076933423,0.171726678,0.127533129,0.0637461,0.061820455,0.068756706,0.053153885,0.122420109,0.102775452,0.078215302,0.111812577,0.053914997,0.073823553,0.07644518393793,1.42939627699978,3.36485395872985
"T6056",0.049745676,0.078658996,0.063096707,0.054995012,0.059396489,0.053330629,0.167862982,0.118103662,0.051698401,0.062691397,0.055750395,0.051361859,0.112979931,0.086601933,0.059452699,0.097802181,0.049739905,0.060191017,0.12816047584624,1.13512976551008,3.0895884290219
"T6067",0.049300314,0.083123382,0.060768868,0.055732904,0.061436647,0.058025341,0.149237073,0.122267333,0.049537177,0.06151568,0.056969238,0.050012042,0.116349944,0.090893222,0.060888064,0.101316393,0.048896471,0.061123062,0.165951950770114,0.970286104640173,2.9353888315256
"T6040",0.051636639,0.097121513,0.051523053,0.069336438,0.074596884,0.081488507,0.181606295,0.12709281,0.057653755,0.051910685,0.067503583,0.046682123,0.123490746,0.104452045,0.083216798,0.115145023,0.049489688,0.074550076,0.170943144961961,0.950444799032732,2.9168286920436
"T6051",0.060167893,0.092321198,0.061388128,0.066346744,0.071747886,0.076087563,0.174316531,0.128603595,0.0582275,0.061953237,0.066174975,0.05131986,0.121688771,0.10001844,0.076472066,0.109335294,0.05310057,0.070079985,0.0923592372174752,1.32636606226632,3.26847647258318
"T6064",0.04916547,0.079650476,0.057853356,0.054806636,0.060120113,0.055020581,0.175122378,0.119455764,0.048840166,0.057589216,0.055846681,0.04946803,0.112499876,0.08645739,0.060819733,0.098093443,0.048829552,0.063358836,0.150773072856738,1.0331234176259,2.99416869797005
"T6075",0.049567048,0.083991004,0.061608449,0.056355098,0.062703905,0.0582006,0.150479319,0.122068274,0.049693993,0.062441144,0.05791968,0.049786905,0.116354119,0.091774732,0.061493848,0.101605786,0.049312163,0.062956321,0.155210740857593,1.0143380332673,2.97659629820883
"T2084",0.042337673,0.053671235,0.041854226,0.04779634,0.056754289,0.049790889,0.041828106,0.041703447,0.064218715,0.042746705,0.042087429,0.042551216,0.07026625,0.045269136,0.042026694,0.045284048,0.042100726,0.050262865,5.03133525058776e-05,3.88907575952847,5.66571032271929
"T2085",0.04361715,0.069487418,0.039628591,0.056660325,0.072780085,0.060023368,0.033281412,0.036896707,0.063189178,0.043013132,0.039878456,0.039587998,0.081306651,0.034361796,0.034154007,0.051987764,0.042537952,0.061447915,0.0586174741841122,1.56648572301419,3.49309144923971
"T2086",0.038526796,0.066775225,0.033919099,0.054155747,0.070336186,0.058205554,0.028440236,0.030282412,0.070552046,0.038220204,0.033781996,0.034114948,0.042387985,0.03079345,0.028687527,0.047692163,0.037228206,0.059166014,0.123620755921238,1.15707550869762,3.11011712116825
"T6029",0.051985125,0.106812058,0.085632107,0.052509964,0.057308886,0.051539506,0.078497964,0.148111809,0.057507511,0.08697502,0.053354685,0.058369564,0.166199783,0.089180721,0.056324296,0.072966179,0.053421583,0.056233174,0.420704467653593,0.200091609525197,2.21492630045911
"T6031",0.055042736,0.106812058,0.075720379,0.051369024,0.051321459,0.053595174,0.078497964,0.148111809,0.05939549,0.07655691,0.051368162,0.05743547,0.166199783,0.089180721,0.051442038,0.072966179,0.054140191,0.051819834,0.450418154450087,0.124604950644264,2.144313864686
"T6033",0.056486819,0.106812058,0.089013035,0.045684261,0.050012462,0.052917201,0.078497964,0.148111809,0.065830382,0.092378292,0.04567633,0.061240267,0.166199783,0.089180721,0.045351844,0.072966179,0.054065183,0.050580813,0.463828043663781,0.0907942395404844,2.11268633338905
"T6035",0.051943592,0.106812058,0.079936994,0.054135003,0.066240273,0.051904091,0.078497964,0.148111809,0.059382175,0.08569378,0.05816802,0.053746278,0.166199783,0.089180721,0.055518661,0.072966179,0.05196473,0.069203893,0.388778501630665,0.282504099946241,2.29201736228418
"T6037",0.06636489,0.106812058,0.096942189,0.066659733,0.07012391,0.066703648,0.078497964,0.148111809,0.077589126,0.102589979,0.067499685,0.070129875,0.166199783,0.089180721,0.066780459,0.072966179,0.067000163,0.076988012,0.168569419111443,0.959833859524388,2.92561149473702
"T6039",0.075485112,0.106812058,0.100739465,0.072260852,0.069922793,0.075853764,0.078497964,0.148111809,0.086013928,0.104267731,0.071177931,0.07991456,0.166199783,0.089180721,0.071805925,0.072966179,0.076300545,0.07002531,0.100660679032352,1.27779602010859,3.22304262992537
"T6044",0.048601116,0.106812058,0.066060476,0.052005791,0.059249048,0.047544657,0.078497964,0.148111809,0.050580043,0.06722765,0.055478866,0.04921397,0.166199783,0.089180721,0.05525743,0.072966179,0.047624005,0.066360319,0.480309747159688,0.0493762004406981,2.07394268425769
"T6046",0.0603221,0.106812058,0.087729967,0.048808554,0.046941095,0.057201832,0.078497964,0.148111809,0.069985145,0.090073629,0.046894202,0.064479497,0.166199783,0.089180721,0.047862982,0.072966179,0.058296141,0.048578559,0.43154685790932,0.172437343716892,2.18905768874427
"T6048",0.051853074,0.106812058,0.080545082,0.053889415,0.062525379,0.051642742,0.078497964,0.148111809,0.059392921,0.08610164,0.057353414,0.053379741,0.166199783,0.089180721,0.055449915,0.072966179,0.051673181,0.070141284,0.396381108927308,0.262725426078006,2.27351581036888
"T6050",0.068356655,0.106812058,0.094436001,0.066453661,0.069098554,0.067035909,0.078497964,0.148111809,0.076991206,0.09948992,0.067244544,0.070344469,0.166199783,0.089180721,0.066681331,0.072966179,0.067346657,0.078977856,0.164260743685044,0.977096283811884,2.94175927295849
"T6052",0.076348648,0.106812058,0.097228272,0.071839915,0.069848574,0.075174763,0.078497964,0.148111809,0.084420886,0.099951952,0.070766594,0.07860703,0.166199783,0.089180721,0.071287448,0.072966179,0.075528536,0.069455569,0.105262783803267,1.25212157384915,3.19902599951171
"T6057",0.060327944,0.106812058,0.096967969,0.048810619,0.045163913,0.059094555,0.078497964,0.148111809,0.078231567,0.100042959,0.045708313,0.067676733,0.166199783,0.089180721,0.046927803,0.072966179,0.06014175,0.04529784,0.430283306750869,0.175652933996782,2.19206564624931
"T6059",0.050765611,0.106812058,0.085901726,0.051718643,0.064116217,0.050757152,0.078497964,0.148111809,0.063440559,0.091341803,0.05625249,0.053679796,0.166199783,0.089180721,0.053873646,0.072966179,0.050913449,0.072222192,0.396668314552438,0.261980301449929,2.27281879892709
"T6061",0.062024486,0.106812058,0.096155837,0.060364591,0.064707956,0.062223859,0.078497964,0.148111809,0.075568308,0.101018456,0.06142183,0.066295972,0.166199783,0.089180721,0.060624556,0.072966179,0.062557915,0.068460731,0.252982947409006,0.66513227214438,2.64993898227455
"T6063",0.06211075,0.106812058,0.089968558,0.060555468,0.064656954,0.061638777,0.078497964,0.148111809,0.071374806,0.093220134,0.061576052,0.064404552,0.166199783,0.089180721,0.060757602,0.072966179,0.061907492,0.071523539,0.257524051878681,0.650997495263052,2.63671689721347
"T6070",0.059271058,0.106812058,0.078870873,0.049164595,0.048336802,0.0543662,0.078497964,0.148111809,0.065259971,0.081137893,0.047541844,0.059136391,0.166199783,0.089180721,0.048401472,0.072966179,0.05535584,0.056010066,0.441530583946708,0.147089765586061,2.16534682036963
"T6072",0.054577571,0.106812058,0.077226453,0.059144832,0.072685698,0.054882675,0.078497964,0.148111809,0.05978022,0.081481547,0.065756717,0.054659092,0.166199783,0.089180721,0.061174311,0.072966179,0.054788892,0.106541752,0.322892545083994,0.45962544749938,2.45770186817641
"T6074",0.066854123,0.106812058,0.09040168,0.066305559,0.073393881,0.06572267,0.078497964,0.148111809,0.074203319,0.094084611,0.068735985,0.067487192,0.166199783,0.089180721,0.066844811,0.072966179,0.065801055,0.085857869,0.165938491539531,0.970340124808416,2.93543936357612
"T6076",0.062205076,0.106812058,0.090613882,0.058634463,0.063785823,0.059999612,0.078497964,0.148111809,0.070881619,0.093802687,0.060118784,0.062734045,0.166199783,0.089180721,0.058936807,0.072966179,0.060158421,0.085440884,0.2663569585926,0.62386854822898,2.61133968409483
"T6082",0.048367429,0.081718989,0.050377942,0.050164583,0.060006315,0.058071605,0.153080786,0.118857199,0.058088565,0.051163611,0.053769717,0.042772937,0.11306595,0.088902704,0.058038799,0.098854335,0.042359475,0.060151791,0.218039302356177,0.778832135986344,2.75629717128402
"T6093",0.057841779,0.085963678,0.065713401,0.057362878,0.065950543,0.061731375,0.151577279,0.122910063,0.055643258,0.067393421,0.06023302,0.04983705,0.117957012,0.094197494,0.061374212,0.105789602,0.049201069,0.065032194,0.117744081828323,1.18633972757454,3.13749173022542
"T6106",0.049109521,0.081200998,0.062982208,0.054747995,0.063056444,0.057366095,0.148065642,0.115256623,0.057173473,0.064249553,0.058650438,0.050088475,0.110520118,0.087883342,0.060278147,0.099819341,0.048312398,0.064284179,0.0920628118041529,1.32815888552935,3.27015353207144
"T6117",0.054008568,0.083955817,0.06868239,0.060909069,0.066272385,0.060020495,0.150349017,0.118763724,0.058526315,0.068957477,0.06302479,0.055698205,0.113183556,0.090605494,0.066537276,0.099534143,0.054008243,0.068631552,0.0445579619184019,1.70007975993913,3.61805923151912
"T6078",0.051229361,0.080275475,0.053182353,0.05063893,0.059538312,0.057172223,0.152720143,0.117300314,0.058742036,0.05440877,0.05406639,0.044695029,0.111601214,0.087327879,0.057510467,0.098173372,0.043701041,0.061665477,0.171769191306698,0.947197041569588,2.91379064441144
"T6089",0.046865205,0.081434615,0.056614395,0.051571888,0.06086861,0.06057256,0.153511772,0.121068468,0.05925037,0.058459813,0.055225148,0.044334736,0.115102264,0.089072819,0.0575046,0.100050294,0.043266672,0.060303797,0.19474817122749,0.860531109453909,2.8327207884136
"T6102",0.051434775,0.081310666,0.068116516,0.056140018,0.063376358,0.058245123,0.146345675,0.116530456,0.059579427,0.06917185,0.059564279,0.053758995,0.11142271,0.088199795,0.060782035,0.099396996,0.051040477,0.064572917,0.0646232610439328,1.51707986145342,3.44687575658627
"T6113",0.052414176,0.086526948,0.066822284,0.059002421,0.065520009,0.057463242,0.154278051,0.125766936,0.054186803,0.067498786,0.061831544,0.052478551,0.119809966,0.094489566,0.065291271,0.104603894,0.051372745,0.067024436,0.126910687992752,1.14111666785143,3.09518875314971
"T6084",0.048481265,0.080834903,0.05149242,0.050536061,0.060069352,0.057286003,0.152082229,0.11752826,0.052937838,0.052896206,0.054062351,0.043381799,0.112000048,0.087778756,0.058375035,0.098624215,0.042830872,0.060152866,0.205218285807798,0.823125601076729,2.79773057826256
"T6095",0.048366483,0.082420447,0.062730312,0.054015124,0.062190813,0.059065626,0.153938028,0.118944096,0.054213448,0.064193565,0.057016963,0.048566809,0.114201827,0.090425945,0.058199088,0.102197921,0.046654399,0.06090917,0.147690810701241,1.04638867046074,3.00657740472301
"T6108",0.049369429,0.080498379,0.063466007,0.055382355,0.063451197,0.05768386,0.148414756,0.113404032,0.05758682,0.064484604,0.059233545,0.05042994,0.109253357,0.086823806,0.06139056,0.098983542,0.048366727,0.064475854,0.0738478424645186,1.44771888936907,3.38199346799284
"T6119",0.052233659,0.085339595,0.066931338,0.058894964,0.064913187,0.057797342,0.152699397,0.124102913,0.054292362,0.067215707,0.061422242,0.053649873,0.118291397,0.093022837,0.064638002,0.102753293,0.052425536,0.067365897,0.108662523239409,1.23367228202889,3.18176799057304
"T6086",0.051972669,0.080498801,0.053054464,0.051668232,0.059873542,0.057062985,0.15192853,0.117763288,0.055954715,0.054305261,0.054633281,0.045635882,0.112258076,0.087842226,0.057893675,0.099278979,0.04479712,0.060071939,0.174588041164863,0.93618861812086,2.90349304208991
"T6097",0.0512989,0.081868839,0.057398573,0.052516105,0.061573977,0.059859486,0.152386441,0.119835945,0.058217911,0.058937638,0.05635753,0.046204078,0.114157706,0.089306068,0.058152625,0.100802996,0.044886174,0.061383882,0.161011385231429,0.990309692594764,2.95411948326395
"T6110",0.052029059,0.087181488,0.058016499,0.061114337,0.067380359,0.06089459,0.149221867,0.124207737,0.057772518,0.057753247,0.063429445,0.051407348,0.118308045,0.092499949,0.070016268,0.102718586,0.052164557,0.072763758,0.110296002264601,1.22495545481708,3.17361401461538
"T6121",0.051778607,0.086920063,0.067566336,0.058869632,0.065642382,0.057392838,0.155927072,0.124889089,0.052501956,0.067883639,0.061817962,0.052463818,0.11907022,0.09471078,0.065980423,0.103914235,0.050962737,0.067393668,0.124696988832703,1.15182260315194,3.10520339918127
"T6080",0.047699695,0.079921533,0.052440008,0.050046382,0.059073605,0.054571094,0.151525734,0.117446772,0.054553812,0.05385974,0.053540482,0.044072274,0.111606522,0.08696434,0.05641218,0.09722115,0.043077441,0.062567188,0.199351040283727,0.843941528245218,2.81720240735173
"T6091",0.047389518,0.082000315,0.056046902,0.051459176,0.061241322,0.060760296,0.153350387,0.120115283,0.051812456,0.058166415,0.055828844,0.043202867,0.114475028,0.089439595,0.057530772,0.100887351,0.042823785,0.061641259,0.206359122529816,0.819119486544988,2.79398314117545
"T6104",0.048676779,0.082001442,0.062615402,0.055409864,0.063837494,0.057429886,0.148617443,0.115987609,0.06145648,0.063841522,0.059331551,0.049286089,0.110958782,0.088568705,0.061626953,0.099266161,0.048139873,0.064603686,0.0888452697042011,1.34790002701529,3.28861997509499
"T6115",0.051959912,0.086018301,0.066692537,0.059272018,0.065668767,0.056831595,0.154607152,0.124441315,0.053315785,0.067228454,0.061818501,0.052764339,0.118633424,0.093523717,0.065193962,0.103663186,0.051890949,0.067124815,0.118059103909615,1.18474519376676,3.13600015651213
"T6088",0.04661743,0.081872559,0.050456166,0.050309002,0.059954011,0.056988608,0.151864293,0.119138985,0.057008404,0.051688813,0.053965956,0.042667936,0.113416639,0.089079315,0.05921303,0.099340516,0.043016065,0.059297372,0.225582026329276,0.753475792562289,2.73257810359689
"T6099",0.050266625,0.081587749,0.05889701,0.052742459,0.061829226,0.061517602,0.154092793,0.118073847,0.058773902,0.060884689,0.056563834,0.045087962,0.112835971,0.088981815,0.05890308,0.100412416,0.044080948,0.06057952,0.146665762685873,1.0508412097177,3.01074244059783
"T6112",0.051334286,0.084384201,0.058769962,0.059061302,0.06522778,0.058576316,0.150263618,0.124408971,0.05443506,0.058401692,0.061070781,0.051650063,0.117964445,0.090539535,0.067688249,0.101014172,0.051526576,0.070073116,0.125886990742834,1.1460511667995,3.09980462826206
"T6123",0.052300341,0.086105165,0.068199001,0.058940054,0.065217612,0.057444857,0.155390476,0.124954725,0.054024926,0.068649506,0.061613719,0.053092979,0.11887361,0.093561575,0.06516773,0.103486166,0.051396297,0.067574486,0.11549488080105,1.19781316303915,3.14822431843175
"T6130",0.055433133,0.071114341,0.071019071,0.058953963,0.061350298,0.056209692,0.148676852,0.119411985,0.055896627,0.070806988,0.060102086,0.055540153,0.111735502,0.076667584,0.059361465,0.090389448,0.055951564,0.062119958,0.0480689260616938,1.66387279789025,3.58419017677332
"T6140",0.061077482,0.075921162,0.075606988,0.060174344,0.063009547,0.059717564,0.15171682,0.123391157,0.061392936,0.07441014,0.061210673,0.061252495,0.115539886,0.081349246,0.060404114,0.094172103,0.059852395,0.063846748,0.035520066885285,1.80522082276394,3.71641126691049
"T6145",0.053499746,0.074838319,0.076712473,0.055391396,0.060120158,0.053217788,0.153915654,0.128527437,0.055385761,0.077434926,0.057328587,0.054607161,0.120376751,0.081399846,0.056076172,0.09684941,0.053120562,0.060350708,0.143738228293452,1.06367388985262,3.02274650615402
"T6167",0.058117873,0.071728783,0.08226651,0.055735766,0.058366156,0.056492371,0.147689191,0.120098437,0.061610381,0.083320678,0.056694953,0.061078023,0.11285339,0.077943121,0.056020827,0.092193303,0.057128607,0.058918396,0.0551534572804818,1.59681516480584,3.52146249906885
"T6126",0.056397272,0.070447979,0.074478166,0.058001592,0.060167428,0.056560063,0.149511816,0.119202318,0.057403428,0.074940944,0.058924733,0.05698444,0.111423286,0.076036304,0.058254795,0.089559378,0.056353256,0.060734892,0.0450733560045081,1.69462431210226,3.61295604552963
"T6141",0.052804651,0.076575939,0.079459411,0.05552975,0.060271255,0.05289366,0.151148241,0.126186827,0.054733456,0.079144724,0.057742,0.05468283,0.118836416,0.082951844,0.05608316,0.097272673,0.052815998,0.061008641,0.131464128687445,1.1194967951396,3.07496488980857
"T6158",0.059730342,0.073460492,0.076579514,0.059297631,0.061926504,0.058641358,0.147325686,0.122472988,0.059720722,0.075230254,0.060451939,0.060258251,0.115585397,0.080098364,0.059623235,0.094620518,0.058720193,0.062995228,0.0437675075344523,1.70854634294141,3.6259791217001
"T6165",0.05897103,0.073114887,0.078936559,0.056675804,0.060004254,0.05660019,0.146426468,0.122487159,0.059148386,0.079043697,0.05790099,0.059765371,0.115555797,0.079412175,0.057028169,0.093829565,0.057025068,0.06056584,0.0629655356918955,1.53034614697413,3.4592854293439
"T6132",0.057279637,0.077445368,0.07304298,0.061945811,0.06557233,0.058201444,0.147990358,0.122840656,0.057577913,0.07293587,0.063513101,0.0573629,0.115889652,0.082655162,0.062600455,0.095908188,0.057865297,0.067157722,0.0428626364976969,1.718391262464,3.63518834830764
"T6147",0.054513686,0.074782949,0.076135316,0.055753781,0.05973266,0.054053503,0.152776319,0.126624153,0.056297691,0.074831164,0.05764129,0.055481408,0.118996259,0.081487089,0.05644849,0.096715643,0.053940226,0.061147918,0.120854464276643,1.17072600571862,3.12288619663742
"T6153",0.058517591,0.077757228,0.078169338,0.058243458,0.062951202,0.056886128,0.150709995,0.122936475,0.060264146,0.07698053,0.060159808,0.059564511,0.115810824,0.083268554,0.058943218,0.095842725,0.05714965,0.06370989,0.0522637919024553,1.62328926254115,3.54622714693775
"T6160",0.058949688,0.069567257,0.073116919,0.056402282,0.058315112,0.057049351,0.154136997,0.12088354,0.058606856,0.072226747,0.057046366,0.059061937,0.112469047,0.075921935,0.056645185,0.089571061,0.057279956,0.059232835,0.0539289202960972,1.60789653624059,3.53182833907707
"T6134",0.055348825,0.072271743,0.07000346,0.059653726,0.062422281,0.056387064,0.150658703,0.119244292,0.055721055,0.070512494,0.060874139,0.055488527,0.111528764,0.077407476,0.059967493,0.090483841,0.056017377,0.063361977,0.0437380692158142,1.70886403178185,3.6262762971636
"T6149",0.054846584,0.075705351,0.081234781,0.055884243,0.05980377,0.054748143,0.151475233,0.124537479,0.056661331,0.079704634,0.05768652,0.056358928,0.117632834,0.081957802,0.056843522,0.096561139,0.054700857,0.060969942,0.101811564229549,1.27129666468403,3.21696294214627
"T6162",0.059147138,0.069931084,0.07007176,0.058425702,0.059840157,0.058369743,0.150153957,0.118950827,0.059276616,0.069647271,0.058842269,0.059401752,0.111081732,0.075863674,0.058499058,0.089405703,0.058441526,0.060451338,0.0344931740859053,1.81850915869622,3.72884156627013
"T6169",0.059359052,0.072417345,0.078060246,0.057123701,0.05957729,0.057544817,0.147812222,0.120082062,0.060997176,0.078644515,0.057986811,0.060804516,0.112886211,0.078147978,0.057422534,0.091864849,0.057955189,0.060102002,0.042557798157238,1.72174569200652,3.638326180133
"T6128",0.054691875,0.072289857,0.07082554,0.058746793,0.061739433,0.055623342,0.149981933,0.12009681,0.055010285,0.070276651,0.060157877,0.054804067,0.112424277,0.077874778,0.059235069,0.091104035,0.055367795,0.062973068,0.0562573187820616,1.58699120063682,3.51227287471396
"T6138",0.059506237,0.074685141,0.068934032,0.060801174,0.063124352,0.059561943,0.152770236,0.12328841,0.059532801,0.068505562,0.061797593,0.059538476,0.115540205,0.080405843,0.061547066,0.094129063,0.05949484,0.063880294,0.0425327612377156,1.72202205966751,3.63858470255273
"T6143",0.053697516,0.073725451,0.079038106,0.054907563,0.059092816,0.052838369,0.152083886,0.126265449,0.056190369,0.079489468,0.056562408,0.054942271,0.118648797,0.080695965,0.055213169,0.09581941,0.052850711,0.059758689,0.132694537233815,1.11374389008945,3.06958345361329
"T6155",0.060545235,0.07674719,0.081011677,0.059104268,0.063528393,0.057717195,0.144924133,0.120402595,0.062127459,0.080695863,0.060770669,0.061355905,0.113896635,0.081683949,0.059244016,0.09394511,0.057971201,0.063750398,0.0313957172657127,1.86066545912073,3.76827580670794
"T6136",0.055520467,0.076508724,0.067008858,0.062710466,0.066397994,0.057711011,0.145354542,0.120010805,0.055119753,0.06682337,0.064572519,0.055144007,0.113252046,0.081430419,0.063457773,0.093901944,0.057164549,0.067300666,0.0401703601446395,1.74871254592632,3.66355176659614
