"","fnr","ompX","rimM","rplS","rpsP","trmD","ychO","ysgA","pval","z","inv_cof_var"
"T5996",0.309818968,0.257120782,0.315238527,0.281878885,0.333387109,0.161803172,0.109723593,0.058086905,0.178435068459353,0.921345377547261,2.02377863850429
"T5998",0.276807087,0.23071712,0.221637354,0.264984345,0.3084205,0.146391139,0.13275298,0.08490516,0.0349501418483958,1.812556295861,2.49424675987687
"T6000",0.279234306,0.192928394,0.313424802,0.248422791,0.308222152,0.145081592,0.127154203,0.076186704,0.106263024817189,1.24664948226496,2.19550590067799
"T6002",0.295993058,0.232192628,0.31725307,0.251892284,0.313659399,0.135895201,0.07700541,0.073413659,0.23798191501866,0.712809202991982,1.91369288858228
"T6004",0.274917839,0.243772175,0.325585209,0.258473925,0.312759712,0.139756296,0.122786824,0.078900398,0.11540219397254,1.19828935845904,2.16997670648974
"T6006",0.2889523,0.189858013,0.314965455,0.266405083,0.310971166,0.144601262,0.126470141,0.079933855,0.110663597763223,1.22300662107803,2.18302489056252
"T6008",0.2913348,0.217214022,0.306572701,0.248971411,0.313954352,0.143601052,0.12157904,0.077669705,0.101111908039533,1.27524138839137,2.21059949983093
"T6010",0.293860998,0.215146081,0.320208113,0.238444106,0.311847046,0.142609466,0.088226559,0.077952605,0.188888609046691,0.881999240304838,2.00300790635624
"T6012",0.283887476,0.200172621,0.328864007,0.262244416,0.312706906,0.149326717,0.130547898,0.070888539,0.128550590757765,1.13326929607301,2.13565277040044
"T6014",0.316465359,0.266304155,0.353536169,0.29416901,0.335092868,0.154805194,0.124988748,0.055174585,0.204368893719146,0.82611689001223,1.97350774671974
"T6016",0.287855588,0.216191169,0.304166924,0.227295046,0.309454549,0.135271248,0.116288736,0.081774685,0.105388857659603,1.25142978720132,2.19802941226967
"T6018",0.257077589,0.219504713,0.308548814,0.255468835,0.311342524,0.139199382,0.12146549,0.078473261,0.105295076029607,1.25194432435422,2.19830103520732
"T6020",0.29291861,0.253058695,0.327548124,0.236751951,0.31496736,0.155142849,0.128545641,0.06609864,0.119719976188587,1.17638778070908,2.15841491575381
"T6022",0.292003388,0.248767399,0.294407071,0.246749086,0.311151006,0.144613779,0.12574064,0.086832269,0.0594900251735272,1.55906899804587,2.36043141903641
"T6024",0.289112113,0.246757855,0.302487169,0.241566618,0.313367286,0.149522687,0.128266063,0.075037045,0.0804678955164385,1.40193120503967,2.2774787523297
"T6026",0.293264781,0.246555676,0.325308787,0.253453741,0.315836341,0.151645379,0.122729327,0.069884387,0.122178358722112,1.16416607042756,2.15196310400201
"T6028",0.287374665,0.235573925,0.289136814,0.260982132,0.310593162,0.140622073,0.122846645,0.079757882,0.0801722317273969,1.40391398912993,2.27852545932897
"T5993",0.27566816,0.108096191,0.382064083,0.268759584,0.319501515,0.162300133,0.146278317,0.08322725,0.280697795879686,0.580769829255826,1.84398961763672
"T5995",0.269148533,0.111070512,0.382530591,0.281917971,0.326873439,0.158771133,0.12603115,0.081618258,0.331330257838389,0.436242885678642,1.76769418831104
"T5997",0.19546657,0.130185521,0.322014167,0.284360147,0.316859193,0.165498438,0.148350704,0.056683685,0.213531284954988,0.794228242062535,1.95667380540942
"T5999",0.233961375,0.052956607,0.359407915,0.289176952,0.323637557,0.159262713,0.139615563,0.067684322,0.455567507509566,0.111607008180948,1.59631968169541
"T6001",0.278814153,0.12065002,0.36879892,0.284749045,0.325112568,0.164262429,0.109966584,0.075584224,0.330236351825174,0.439260621819557,1.76928724403314
"T6003",0.276998231,0.073250055,0.377617096,0.272083903,0.32204194,0.154833126,0.132456194,0.059751215,0.461022937488281,0.0978569623421407,1.58906106524263
"T6005",0.278499298,0.094555654,0.378605689,0.293676134,0.331007942,0.154542938,0.126651516,0.085882242,0.364714029589635,0.345886440715225,1.71999523619735
"T6007",0.277795588,0.130448303,0.378227265,0.282778536,0.322447328,0.162157328,0.140714903,0.04321041,0.359403410705482,0.360053906660645,1.72747420773034
"T6009",0.256452606,0.14444036,0.381669122,0.274055219,0.320450164,0.160526621,0.130287122,0.087827009,0.226921879762624,0.749022308651799,1.93280970081914
"T6011",0.279098502,0.085787159,0.393559737,0.272888096,0.319633388,0.155969243,0.12943451,0.0744525,0.41868979163814,0.205246445809751,1.64575171781876
"T6013",0.293439793,0.084513561,0.378323188,0.289841635,0.333919125,0.155578784,0.127709123,0.04877103,0.482325985143938,0.0443166871902466,1.5607972814953
"T6015",0.28902053,0.092773998,0.387564353,0.260508976,0.318932314,0.153238697,0.133663304,0.058122256,0.432013261601115,0.171250852898191,1.62780552528074
"T6017",0.268904051,0.062837768,0.378256344,0.265857636,0.319557578,0.160006833,0.151187498,0.061813608,0.443824626039285,0.141279362929776,1.61198364710306
"T6019",0.267498983,0.122330196,0.374248064,0.254286249,0.318388077,0.156460937,0.121084433,0.064025471,0.346401854222158,0.395053088944786,1.74595019270812
"T6021",0.287846615,0.213943428,0.377637905,0.251604928,0.3150658,0.154283598,0.144117378,0.085757559,0.122932117216687,1.16045345326848,2.15000322224527
"T6023",0.275268061,0.17682404,0.362948184,0.243604028,0.315327053,0.158846788,0.142344239,0.078675755,0.146574107787514,1.05124034974944,2.09234988498692
"T6025",0.270530644,0.151188624,0.376784275,0.261794578,0.318807808,0.155391078,0.128759583,0.05287457,0.317054682892028,0.475950889669538,1.78865594905383
"T6027",0.271437295,0.112788835,0.326369608,0.2670687,0.31658306,0.158330672,0.128341039,0.063198576,0.274522940650001,0.599190463720473,1.85371382670215
"T1770",0.107182275,0.311041902,0.215531232,0.315389622,0.078690678,0.133756954,0.106877871,0.101684842,0.313042794326947,0.487243772660377,1.79461743509087
"T1771",0.115304484,0.331354027,0.215503368,0.314063045,0.076929036,0.131990211,0.114073143,0.101684842,0.337768117786357,0.418562041726333,1.75836051289528
"T1772",0.114973436,0.159765098,0.192249898,0.347464556,0.095262376,0.124442951,0.116929691,0.101684842,0.283586577740372,0.572219681363644,1.83947601492649
"T1773",0.083831837,0.334040746,0.289870833,0.295978926,0.076092565,0.224272808,0.082250777,0.101684842,0.31111396546688,0.492695254925294,1.79749525959589
"T1774",0.088551782,0.304527278,0.328554947,0.284267718,0.071881726,0.230327689,0.086714479,0.101684842,0.305091085059647,0.509813438285494,1.80653190782505
"T1775",0.092656874,0.343206284,0.275648273,0.28726237,0.070812992,0.223790843,0.081579465,0.101684842,0.328852133688303,0.443084982086095,1.77130611471019
"T1776",0.123584686,0.324667731,0.16669319,0.286139717,0.050288242,0.168547271,0.124943461,0.101684842,0.328077528479599,0.445227912777578,1.77243736271887
"T1777",0.15844261,0.185817991,0.161979157,0.358435714,0.05588913,0.163584606,0.107702657,0.101684842,0.405490099058368,0.239161702331702,1.66365550096803
"T1778",0.146050032,0.281624782,0.134618145,0.331773485,0.065050047,0.158916503,0.108842589,0.101684842,0.38081365691001,0.303344529991298,1.69753746283911
"T1779",0.131484871,0.214939438,0.20968551,0.308479251,0.089663889,0.191965776,0.098698231,0.101684842,0.125650354547641,1.14719579499122,2.14300453601362
"T1780",0.132460844,0.267787513,0.191124462,0.292758927,0.066457585,0.163003712,0.104661597,0.101684842,0.20975458178321,0.807273091079533,1.96356015013939
"T1781",0.111437466,0.350904771,0.212410454,0.298058407,0.071202459,0.194534284,0.089441189,0.101684842,0.348939794986561,0.388184382184053,1.74232421876685
"T1782",0.105329867,0.235162702,0.318273817,0.285668791,0.071378983,0.265831268,0.096560508,0.101684842,0.242776022652453,0.697400729241935,1.90555879198468
"T1783",0.112243664,0.14036655,0.28218786,0.295535394,0.06713853,0.24296097,0.096808877,0.101684842,0.289041895528133,0.556185879700913,1.83101180921299
"T1785",0.100612217,0.119880634,0.289858111,0.313417945,0.09902517,0.263214989,0.074658556,0.101684842,0.348746783534273,0.388706103162818,1.74259963402906
"T1786",0.100371535,0.164136015,0.30776076,0.283121126,0.090503592,0.2739148,0.087693737,0.101684842,0.248496764881385,0.679227808802773,1.89596535056338
"T1787",0.092294366,0.086172925,0.321476753,0.278570758,0.10094259,0.2720969,0.089545523,0.101684842,0.391072369842655,0.276525157593526,1.68337958002025
"T1790",0.133456742,0.215374907,0.1786929,0.370722532,0.075130635,0.116298718,0.091046146,0.101684842,0.469836248478362,0.0756814970841418,1.57735468994347
"T1792",0.143968778,0.310497275,0.15464017,0.353526206,0.078469231,0.103516754,0.10667582,0.101684842,0.495022925131075,0.0124760002332953,1.54398865867883
"T1793",0.15559753,0.214977185,0.180276818,0.321939098,0.085130949,0.092043104,0.117631371,0.101684842,0.286050454340912,0.564960092387492,1.83564369519458
"T1794",0.097484965,0.099027689,0.254755054,0.316795547,0.100447442,0.235992581,0.084179386,0.101684842,0.322913359208192,0.45956746247434,1.78000717685437
"T1795",0.103858864,0.31984835,0.213563877,0.279724876,0.074359851,0.174212297,0.113373789,0.101684842,0.215787309985254,0.786499998470818,1.95259408402205
"T1796",0.110536024,0.106589353,0.192652069,0.324332169,0.075045032,0.158933995,0.095451086,0.101684842,0.352080633798175,0.379709230409665,1.73785020632859
"T1797",0.119980366,0.140362673,0.262596861,0.286843378,0.062147217,0.235912679,0.089647381,0.101684842,0.282046266267187,0.576773412398206,1.84187991869499
"T1798",0.125535589,0.170657586,0.262920344,0.279448245,0.071852746,0.235619791,0.089884413,0.101684842,0.197256388943665,0.851461974214237,1.98688735631104
"T1799",0.124956223,0.162868057,0.279530833,0.281822023,0.067177814,0.2464039,0.081883969,0.101684842,0.275570785548722,0.596050380009312,1.85205618398909
"T1800",0.098747478,0.083180418,0.31044869,0.295323537,0.091448921,0.264169945,0.095407137,0.101684842,0.402340266684253,0.247294217813433,1.66794863652338
"T1801",0.089678554,0.090616517,0.328359515,0.28958318,0.066298172,0.282162002,0.095590501,0.101684842,0.478945614952623,0.052800039656259,1.56527562305913
"T1802",0.086995322,0.316145722,0.372608424,0.265310648,0.074838167,0.31057151,0.100865859,0.101684842,0.323945363020262,0.456694386747033,1.77849048702011
"T1803",0.108218822,0.10588098,0.266432821,0.283490537,0.091776173,0.23509392,0.111642262,0.101684842,0.201332739889686,0.836870293883278,1.9791844430142
"T1804",0.079933547,0.31371092,0.239738799,0.271712391,0.083519731,0.220342825,0.093454898,0.101684842,0.191908341731958,0.870885484017586,1.99714098087944
"T1805",0.091371328,0.184418179,0.28151058,0.293386133,0.072816966,0.238745581,0.09700119,0.101684842,0.20912367100029,0.80946566972267,1.96471760718351
"T1806",0.09362693,0.150740351,0.403441046,0.28589572,0.113063263,0.351650573,0.074170913,0.101684842,0.46106657482534,0.0977470553712689,1.58900304561445
"T1810",0.097377318,0.288215515,0.198415361,0.327658415,0.059128952,0.202241702,0.083486229,0.101684842,0.351626803119423,0.380932135674835,1.73849577510574
"T1811",0.094271103,0.071971693,0.205823335,0.303378617,0.064895758,0.211030264,0.084588128,0.101684842,0.431974826452149,0.171348619469505,1.6278571360209
"T1812",0.115387096,0.225320791,0.286194632,0.297397716,0.068245294,0.229815157,0.091487368,0.101684842,0.231053145483424,0.735382969210762,1.92560952601009
"T1813",0.123028353,0.1000836,0.280682384,0.285788859,0.081910985,0.224424704,0.091589882,0.101684842,0.316492244958873,0.477530384295604,1.78948976050539
"T1814",0.097906546,0.164850406,0.320817979,0.315175399,0.055401717,0.231588718,0.076262836,0.101684842,0.426806845443717,0.184509607457999,1.63480479023734
"T1815",0.105652542,0.107197324,0.257993827,0.32172624,0.071990758,0.220782734,0.073808393,0.101684842,0.421807803184549,0.197270828354282,1.64154140835783
"T1816",0.11723467,0.134788131,0.2572437,0.285718736,0.065169429,0.211687961,0.084105917,0.101684842,0.278556930701167,0.587133781058384,1.84734913263764
"T1817",0.105203689,0.156594519,0.240834889,0.310038545,0.065198681,0.2012957,0.08092384,0.101684842,0.293361381339151,0.543591278592155,1.82436314928152
"T1820",0.103286682,0.121174064,0.303067539,0.296413972,0.07865799,0.27293344,0.075005756,0.101684842,0.39831786192343,0.257703527036535,1.67344368607264
"T1822",0.118899411,0.265290771,0.299445054,0.322140299,0.055273785,0.25908016,0.0824067,0.101684842,0.345457903684228,0.397612551008137,1.74730132663604
"T1823",0.109049523,0.13854863,0.303738673,0.329043383,0.045318077,0.268983113,0.077841542,0.101684842,0.492534305530155,0.0187148132497205,1.54728211321257
"T1824",0.094749989,0.191876236,0.440781226,0.250553185,0.119354656,0.385173945,0.103499227,0.101684842,0.420478295073894,0.200670036969626,1.64333584249071
"T1825",0.092769618,0.254773438,0.342826988,0.246529508,0.093751702,0.322074985,0.109556325,0.101684842,0.210826354700001,0.803557269704764,1.96159857688482
"T1826",0.082251423,0.279492507,0.312008627,0.236814287,0.107151821,0.286693408,0.104425726,0.101684842,0.130697824178621,1.12309853478551,2.13028364973828
"T1827",0.126458418,0.247172553,0.425036433,0.258542136,0.083141575,0.38809211,0.10335041,0.101684842,0.426245932172801,0.185939935389614,1.63555985694613
"T1828",0.130154317,0.229482307,0.456053684,0.228643412,0.11248855,0.398119247,0.098927681,0.101684842,0.454789381634557,0.113569882318588,1.59735587827812
"T1829",0.135650477,0.252177151,0.428448459,0.244664093,0.087822828,0.383177843,0.10354263,0.101684842,0.42003891409204,0.201793928605102,1.64392914220855
"T1714",0.140097866,0.246027741,0.181031981,0.185164736,0.19408537,0.151923181,0.087032396,0.101684842,0.00342497988522716,2.70405185904686,2.96486514459957
"T1716",0.215664054,0.307549989,0.132586484,0.130181567,0.114989583,0.07101419,0.065768604,0.101684842,0.442663423874032,0.144219874091488,1.61353593594254
"T1086",0.247090974,0.290151521,0.300650924,0.101948925,0.33364227,0.321111808,0.065839793,0.052169673,0.434388124973935,0.165213105970143,1.62461821305622
"T4795",0.146347757,0.073518571,0.360645714,0.448541982,0.331305119,0.448650805,0.312184836,0.159581518,0.119950048777931,1.17523653427296,2.15780717550186
"T4797",0.063795946,0.29505081,0.10311275,0.386571306,0.35891025,0.39208953,0.38297587,0.068031737,0.17457406949433,0.93624290161763,2.03164300598281
"T4799",0.365467708,0.146148308,0.146240807,0.346444403,0.18853745,0.2040506,0.331093144,0.308209909,0.0118458316177453,2.26209291530676,2.73155607071767
"T4796",0.305236764,0.222647936,0.307205893,0.31933032,0.244668642,0.314392405,0.090801911,0.211519346,0.00267379612365057,2.78531392605676,3.00776319624973
"T4798",0.185746552,0.230480836,0.132331418,0.224005553,0.264252845,0.271767428,0.094868383,0.108822924,0.0314864342382112,1.85938300871344,2.51896647007457
"T4800",0.27808441,0.126574812,0.165289721,0.331947196,0.102875968,0.08586381,0.086255865,0.263275621,0.35839940670955,0.362740405362856,1.72889240399738
"T4802",0.081471317,0.1209586,0.322421786,0.257919069,0.362467209,0.294289097,0.357566785,0.092556069,0.0616824209397546,1.54080257780862,2.35078861929437
"T4804",0.430876358,0.12055534,0.092063199,0.29325354,0.082516547,0.415987166,0.430769566,0.226551378,0.449210425843782,0.127656455312301,1.60479214661454
"T4806",0.119364484,0.125679722,0.11637873,0.287757903,0.109231353,0.279403829,0.418077667,0.276841168,0.203615788984991,0.828775281315737,1.97491110515794
"T4807",0.375672589,0.283705622,0.106848101,0.339667798,0.10259234,0.336628269,0.393336268,0.374225609,0.0852829629608969,1.37038764764151,2.26082698349971
"T4808",0.353549696,0.20009603,0.112879982,0.410074484,0.086032014,0.359255632,0.403393693,0.294115057,0.203611061519615,0.828791987331622,1.97491992422394
"T4809",0.213263083,0.150529137,0.207929018,0.352814344,0.096530487,0.352417244,0.093808796,0.344635858,0.243912562313502,0.693772127723709,1.90364326188466
"T4810",0.32176692,0.152795797,0.262122988,0.276216851,0.073560113,0.374862456,0.067776565,0.382415793,0.361598458973968,0.354189438695405,1.72437836905763
"T4811",0.152533488,0.158056156,0.174736887,0.296896154,0.133863462,0.299075066,0.299792853,0.229886048,0.0012208771617419,3.03046753948823,3.1371792049506
"T4812",0.126665222,0.113299306,0.189213878,0.286057527,0.13355164,0.274661914,0.261653216,0.297928981,0.00455474395520707,2.60791760328508,2.9141160999252
"T4801",0.141594605,0.189221959,0.455595868,0.400727122,0.427712347,0.44695893,0.370244049,0.126029541,0.0216393080586446,2.02101109943296,2.60428955425057
"T4803",0.30701387,0.08855257,0.09243003,0.369402732,0.104043725,0.438237339,0.37136942,0.368335463,0.410026015344984,0.227478056108603,1.65748773195128
"T4805",0.129416978,0.119343466,0.106608727,0.374439199,0.141902504,0.285512758,0.428925296,0.334130968,0.225837091019469,0.75262684375222,1.9347125263145
"T5743",0.175120722,0.183152268,0.193155026,0.266370488,0.146085983,0.146466641,0.142978223,0.278436748,0.000229181612578664,3.50397799890199,3.38714424881717
"T5745",0.243781801,0.092155413,0.15618105,0.333622511,0.1430655,0.138265312,0.08884868,0.221315063,0.212245385955735,0.798654508100172,1.95901042070961
"T5747",0.175438721,0.18821339,0.144123902,0.269295509,0.106815755,0.313933191,0.184701893,0.184974379,0.00820908101603501,2.39948478688994,2.80408491252978
"T5755",0.184167359,0.150321849,0.142544479,0.227395693,0.110157725,0.250313369,0.123852834,0.066433455,0.06044014456183,1.55108928296594,2.35621894644928
"T5757",0.209696276,0.108150696,0.207843243,0.274857145,0.197782898,0.250852845,0.111866017,0.077002049,0.0783046928708234,1.41656760398205,2.28520527247502
"T5759",0.197393224,0.206118281,0.135996645,0.331405771,0.089342836,0.317709381,0.106477848,0.26614378,0.155507036117432,1.01309649511672,2.07221383496531
"T6892",0.081986149,0.324856466,0.361978676,0.28811891,0.316050209,0.148280157,0.137205927,0.062473872,0.179200588784928,0.9184158848598,2.02223216629112
"T6894",0.074462689,0.124657637,0.320142002,0.103676515,0.250815536,0.15107455,0.147627915,0.098170309,0.164049391146051,0.97795054935827,2.05366037389896
"T6896",0.082276176,0.254254824,0.316669027,0.24920954,0.286755121,0.146514885,0.110890877,0.105196363,0.0495611451070557,1.64912372427922,2.40797109455103
"T6898",0.064787826,0.207380834,0.334676372,0.126614392,0.246698658,0.138147576,0.149896564,0.079137132,0.134060706050357,1.10739910641813,2.1219959588911
"T6900",0.088299379,0.13040312,0.313155029,0.283796508,0.312730267,0.165477479,0.148017349,0.084104102,0.121031028525707,1.16984821403016,2.15496269407789
"T6902",0.064787826,0.207380834,0.334676372,0.126614392,0.246698658,0.138147576,0.149896564,0.079137132,0.134060706050357,1.10739910641813,2.1219959588911
"T6891",0.066156788,0.333687539,0.349034728,0.297447543,0.33320838,0.149659426,0.146788831,0.069565932,0.14465613921083,1.0596314972923,2.0967795517914
"T6893",0.097286715,0.107736015,0.348668118,0.238885122,0.299591244,0.144367094,0.146727192,0.095706456,0.193671269186606,0.864446717770508,1.99374197151143
"T6895",0.075658645,0.289716762,0.281304343,0.267908423,0.296366483,0.160605519,0.195090838,0.072904628,0.0170357980312889,2.11922334750999,2.65613556611946
"T6897",0.083910073,0.246033976,0.360749556,0.239064011,0.277697875,0.143292526,0.108693349,0.081902172,0.155353727411856,1.01373869507448,2.07255285079362
"T6899",0.106965389,0.283908518,0.317207745,0.295088305,0.312995425,0.155177832,0.132601754,0.084774021,0.0731492898554575,1.45273055572485,2.30429560857852
"T6901",0.101097383,0.260792857,0.361606405,0.224889204,0.27153053,0.142034727,0.148893003,0.09978641,0.0582805232859858,1.56937302131981,2.36587088838385
"T0863",0.038789267,0.343033628,0.528661237,0.69062198,0.497799451,0.601059026,0.068278704,0.041647868,0.492282647209158,0.01934574135856,1.54761517865868
"T1658",0.100052061,0.366208639,0.201127458,0.222201436,0.31434679,0.299411121,0.095377955,0.336570676,0.00959828285507058,2.34169168209776,2.77357607014339
"T1659",0.10041375,0.37683822,0.230440642,0.212358881,0.322337243,0.314651477,0.084287266,0.365701618,0.0197701850574836,2.05851867866143,2.62408971600155
"T1660",0.189611621,0.339200899,0.291788726,0.178146869,0.323601527,0.317084448,0.100912443,0.359217157,0.00671323704154895,2.47225225006568,2.84249868304565
"T1651",0.380664383,0.467478731,0.564638836,0.370157972,0.31154333,0.438122433,0.082280311,0.05149284,0.392948156279865,0.27164328664879,1.68080245197462
"T1652",0.331333375,0.593722156,0.572616803,0.383594716,0.284688387,0.498326352,0.087504635,0.043507172,0.47058946586496,0.0737881808155022,1.57635521279416
"T1653",0.366627127,0.33561323,0.470363753,0.350226258,0.409512883,0.422260805,0.059631592,0.060260267,0.334418402849142,0.427744969755579,1.76320815873292
"T1654",0.325013869,0.288576365,0.526236271,0.288203723,0.36451942,0.458957997,0.050415301,0.065284018,0.447675808922803,0.131535610918104,1.60683994362069
"T1655",0.336942518,0.297462921,0.513075134,0.28733099,0.363567616,0.428671206,0.060679016,0.065460806,0.397255702473225,0.260456837937083,1.67489715234007
"T1656",0.267876435,0.413266095,0.510760955,0.485450441,0.322262265,0.457072921,0.060565095,0.065676232,0.366387605276568,0.341436221825747,1.71764597624373
"T1657",0.329081187,0.313647741,0.532126877,0.313959475,0.354141582,0.44633339,0.050648163,0.069966709,0.41211599498886,0.222105199954422,1.65465141398287
"T2217",0.090630054,0.675501346,0.665268101,0.511567258,0.649647621,0.569994571,0.087230508,0.057309506,0.381904659162588,0.300482270154486,1.69602648268768
"T2218",0.077950341,0.674017851,0.648519419,0.506731592,0.649939473,0.601207881,0.087090949,0.057578936,0.37882495528985,0.308568335739547,1.70029509745319
"T2220",0.087362026,0.695220437,0.708517516,0.460464397,0.660550491,0.718123303,0.061065123,0.063747876,0.446691001106146,0.134026016029154,1.60815462254795
"T2221",0.070530622,0.678781525,0.557217694,0.506589681,0.651123317,0.806664022,0.084306557,0.062306047,0.426736003775306,0.184690232711842,1.63490014187868
"T2222",0.065404268,0.690244545,0.502644068,0.522910863,0.65927429,0.647210532,0.064280497,0.058764993,0.422859120721056,0.194584496014036,1.64012329991288
"T2212",0.151377979,0.732014907,0.749494892,0.543077432,0.701468312,0.874023727,0.137577092,0.048028446,0.39414553957932,0.268530398529906,1.67915916574996
"T2215",0.068547843,0.673951329,0.688596633,0.524576806,0.647166178,0.845740388,0.057668352,0.066432051,0.456814485184235,0.108462317549038,1.59465960699986
"T2216",0.01789854,0.675535779,0.68992815,0.524311792,0.647988175,0.834756619,0.054813566,0.071095661,0.450930995714819,0.12330953397744,1.60249741719399
"T2148",0.268847869,0.700272263,0.742962749,0.493384582,0.657026565,1.000830035,0.076897808,0.074046993,0.499820125251274,0.000450879146326723,1.53764062589467
"T2116",0.319429515,0.709595253,0.745217268,0.531141376,0.673008029,0.956238059,0.047700529,0.100321548,0.470315890243075,0.0744758201036925,1.57671821593679
"T2110",0.304072418,0.717462162,0.756182022,0.525954198,0.677873426,0.988330961,0.044895859,0.106904776,0.481013798365205,0.0476093293326365,1.56253545944089
"T2124",0.285806488,0.679558942,0.719568647,0.487724012,0.63894386,0.965514687,0.064302538,0.083859602,0.491984673972909,0.0200927947465465,1.5480095463631
"T2087",0.039721597,0.671220998,0.527685423,0.140038302,0.443549954,0.443495088,0.056407366,0.534766834,0.304353780466838,0.511919198781545,1.80764353377608
"T2088",0.506166068,0.478248099,0.691460133,0.125381081,0.717631693,0.630214119,0.064465905,0.569586153,0.343361006134941,0.40330751732408,1.75030768579175
"T2089",0.445796685,0.385608776,0.684479985,0.112441543,0.702437446,0.636255417,0.072558337,0.424703721,0.418996571163008,0.204461157889886,1.64533716619602
"T2084",0.181237725,0.589288791,0.474774905,0.144126854,0.509241194,0.416040951,0.04945674,0.63646642,0.30424618308606,0.512226689281198,1.80780585727856
"T2085",0.320574612,0.483856045,0.682182288,0.120175074,0.724805497,0.595790397,0.059833902,0.525218882,0.359706290890476,0.359243975274501,1.72704664688043
"T2086",0.077168604,0.502500441,0.419725247,0.141195152,0.458537372,0.364678271,0.057488014,0.663664659,0.325870167406848,0.451345807582025,1.77566698481646
"T6035",0.338576035,0.304146421,0.33682186,0.203630774,0.336350723,0.290458245,0.05192126,0.101684842,0.189652260575938,0.879178460813559,2.00151882358044
"T6039",0.479624509,0.484779101,0.351601432,0.092874556,0.347411813,0.290458245,0.075355858,0.101684842,0.485553185521431,0.0362207119920185,1.55652343546859
"T6048",0.499071665,0.43656116,0.494328628,0.170564638,0.473199081,0.290458245,0.051645999,0.101684842,0.478074593492418,0.0549865401360881,1.56642987145531
"T6057",0.540069305,0.269029068,0.504023699,0.313550656,0.545599653,0.290458245,0.060532881,0.101684842,0.428837496486952,0.179334583911534,1.6320729076314
"T6061",0.441390463,0.441204975,0.423669752,0.242015053,0.436826476,0.290458245,0.061889484,0.101684842,0.313844740324435,0.484981482984484,1.79342317775857
"T6070",0.479850562,0.292353272,0.482612353,0.316500681,0.474879598,0.290458245,0.055509654,0.101684842,0.344400988293197,0.400481405230081,1.74881578794767
"T6072",0.394571292,0.362455909,0.397456063,0.304726704,0.392936034,0.290458245,0.054852925,0.101684842,0.214015970820478,0.792563911554318,1.95579520929771
"T6076",0.522475167,0.533967205,0.461317368,0.247227093,0.385508047,0.290458245,0.059434633,0.101684842,0.395050238449838,0.266180140700939,1.67791847023915
"T6160",0.525993497,0.285771547,0.336758643,0.22266538,0.419918529,0.101654828,0.05690811,0.162595087,0.349121053849095,0.387694525316762,1.74206562449319
"T6162",0.56238739,0.302144005,0.350880648,0.222875406,0.447171494,0.101023696,0.058336381,0.158686144,0.399965844158459,0.253435512309371,1.67119061126238
"T6164",0.484582388,0.330597987,0.364340076,0.227243243,0.414715781,0.10578639,0.059195244,0.153219087,0.359944218152655,0.358607899646612,1.72671086407127
"T6152",0.193379875,0.445795585,0.370353767,0.143238694,0.395624163,0.290458245,0.056482294,0.101684842,0.414647042455946,0.215607017975387,1.65122103919146
"T6159",0.114107686,0.260273001,0.500115765,0.294302957,0.507278416,0.290458245,0.050507873,0.101684842,0.42967992386048,0.177189111990211,1.63094031811354
"T6163",0.083269932,0.300721396,0.390577431,0.249623895,0.431214432,0.290458245,0.049541293,0.101684842,0.280371735761133,0.581737554553225,1.8445004775166
"T6172",0.092125587,0.161704648,0.307248461,0.299300036,0.368183395,0.290458245,0.060427151,0.06285327,0.332604939772196,0.43273144928355,1.76584050940051
"T6174",0.461020046,0.484219623,0.454924956,0.467668553,0.465284224,0.290458245,0.050677961,0.101684842,0.326562975924862,0.44942381919344,1.77465237172331
"T6176",0.442454005,0.451091763,0.447819257,0.409840274,0.407328281,0.290458245,0.048328101,0.101684842,0.291498829986207,0.549011351127096,1.8272243926649
"T6178",0.379454147,0.412045643,0.274443915,0.0994425,0.303811936,0.290458245,0.058871999,0.101684842,0.413016190387093,0.219792988130176,1.65343080286735
"T6180",0.360119211,0.320756478,0.327984681,0.390439388,0.332002094,0.290458245,0.055825337,0.101684842,0.174656124905437,0.935924134921673,2.03147472980315
"T6182",0.379534905,0.647437426,0.37942869,0.336417536,0.378676801,0.290458245,0.05403418,0.101684842,0.464019237628264,0.0903130183806238,1.58507863519113
"T6185",0.528293217,0.472120678,0.493460009,0.360637245,0.517972149,0.290458245,0.04759692,0.101684842,0.366493962120594,0.341153636782339,1.71749680027228
"T6187",0.524159065,0.495688266,0.528846481,0.305281438,0.53187825,0.290458245,0.048615093,0.101684842,0.422618307900472,0.195199697581892,1.64044806335545
"T6196",0.452154349,0.462073142,0.400679811,0.467353135,0.646000091,0.290458245,0.046295679,0.101684842,0.441734711390275,0.146572548459372,1.61477790713849
"T6199",0.64023157,0.545337979,0.412676453,0.577209452,0.627054128,0.290458245,0.051523044,0.101684842,0.446226869179155,0.135200011049215,1.60877437172319
"T6205",0.483440629,0.658989793,0.409557853,0.487584951,0.65744673,0.290458245,0.064052712,0.101684842,0.472803336342398,0.0682248159953004,1.57341832575464
"T6212",0.583663354,0.545142078,0.499014412,0.565547906,0.357011129,0.290458245,0.049497915,0.101684842,0.418303728222921,0.206234862959242,1.64627350087808
"T6218",0.490548375,0.569489583,0.488454123,0.492702713,0.519477828,0.290458245,0.065224072,0.101684842,0.358820517484199,0.361613285871239,1.72829740030197
