"","cra","crp","epd","fbaA","gapA","mpl","pgk","yeaD","pval","z","inv_cof_var"
"T5794",0.115207245,0.347223578,0.211610243,0.396941778,0.347093266,0.108129762,0.337455495,0.164399217,0.369306176951207,0.333691513804784,2.25621852559718
"T5800",0.115207245,0.359182979,0.192084022,0.411091528,0.356532766,0.088978267,0.386767078,0.164399217,0.473984989282707,0.0652562461503744,1.97699444473103
"T5802",0.115207245,0.350010834,0.237068206,0.359738935,0.343588056,0.087946293,0.391687135,0.164399217,0.397699731288085,0.259305595329043,2.17884292626828
"T5804",0.115207245,0.363466217,0.222858969,0.277691539,0.344720199,0.089115612,0.29312793,0.164399217,0.29014358320857,0.552965307210306,2.4843052593438
"T5810",0.115207245,0.366504411,0.212035833,0.398985136,0.349906049,0.070772121,0.404378958,0.164399217,0.490859864679519,0.0229129263598313,1.9329492838524
"T5812",0.115207245,0.361050127,0.149657037,0.254182288,0.344518107,0.082294027,0.292977516,0.164399217,0.400144347854078,0.252973494191485,2.17225632855504
"T5814",0.115207245,0.377184503,0.231985474,0.190307764,0.358826276,0.102090685,0.166475775,0.164399217,0.349131762741754,0.387665587162755,2.31236189735184
"T5820",0.115207245,0.372776921,0.251477048,0.35540227,0.348997644,0.060223976,0.33379656,0.164399217,0.42179822481779,0.197295309565416,2.11434035476234
"T5793",0.115207245,0.366144093,0.224529316,0.360455417,0.350106423,0.11106472,0.310854995,0.164399217,0.298225793023659,0.529510177665947,2.45990743320922
"T5795",0.115207245,0.377098568,0.22385698,0.394358391,0.360233806,0.126310282,0.35386423,0.164399217,0.325236823530817,0.453104289036379,2.38043067811749
"T5803",0.115207245,0.365194317,0.208077373,0.232478984,0.343952172,0.084378333,0.283525104,0.164399217,0.312237212051064,0.489518833755707,2.41830877762454
"T5805",0.115207245,0.369948943,0.239438926,0.218445589,0.354115731,0.101162916,0.149013248,0.164399217,0.350039570611279,0.385213636215125,2.30981139884371
"T5807",0.115207245,0.372918239,0.231034848,0.269067792,0.35676288,0.090075518,0.260564914,0.164399217,0.290594191182012,0.55164969408101,2.48293676976337
"T0152",0.037178076,0.36450115,0.388615291,0.388608768,0.32111086,0.275341918,0.386316812,0.073170629,0.289345978537564,0.555296376257635,2.48673001752801
"T0153",0.054223795,0.272763806,0.521913984,0.18685914,0.257513474,0.278068496,0.277237594,0.14565499,0.418907011936886,0.204690396702597,2.12203266146573
"T1088",0.046030884,0.432018058,0.385831973,0.428082148,0.422546368,0.259449448,0.430923378,0.042549745,0.417064112515022,0.209409951218519,2.1269419019069
"T1089",0.043958583,0.356609475,0.348663125,0.393853708,0.371678238,0.206309097,0.357556224,0.068017843,0.362119593146786,0.352798929605481,2.2760938968973
