"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T1081",0.070385919,0.058216934,0.099018485,0.065545062,0.231973634,0.26868898,0.078699629,0.066005994,0.153904032,0.063243113,0.058766711,0.070770863,0.068319194,0.058417393,0.0681032,0.081491248,0.095950054,0.058655215,0.075051052,0.244934264,0.11498281,0.092572948,0.057821117,0.091516381,0.079258737,0.126587735,0.126184397,0.058176607,0.066392551,0.064825743,0.062479519,0.120235922,0.059106837,0.106300842,0.074891643,0.227523021,0.207783845507432,0.814134871160641,1.73509091566037
"T1082",0.072721832,0.069658791,0.082161194,0.065765363,0.380971436,0.281233612,0.087643546,0.086254964,0.101858746,0.075325081,0.066534045,0.075061966,0.146145271,0.066017547,0.078734947,0.078156244,0.083047872,0.065452291,0.253694362,0.123347834,0.072909968,0.078573249,0.066988696,0.094251396,0.0874842,0.134382607,0.066738348,0.070314837,0.075195621,0.076636389,0.075358688,0.110715786,0.065195445,0.064874451,0.079405867,0.065473553,0.35189782476032,0.380201764526464,1.49332960788944
"T2063",0.054812727,0.050527218,0.09113169,0.050350633,0.335278394,0.195548164,0.066528886,0.060184221,0.151754666,0.05233537,0.050698473,0.067573916,0.136205411,0.050180499,0.059250349,0.085535171,0.084002359,0.052937495,0.073367651,0.23805653,0.093486522,0.074284334,0.049983066,0.065974996,0.060288745,0.119118508,0.10639458,0.236919432,0.057495274,0.064124281,0.056560096,0.106718182,0.053117463,0.078375398,0.069440514,0.130287607,0.358846488296633,0.361543789025846,1.48293451129869
"T2064",0.05045702,0.041739493,0.079580264,0.040977993,0.340866441,0.212832561,0.069020183,0.058569095,0.13686963,0.046394464,0.038749758,0.055057219,0.104394772,0.039534434,0.057205856,0.073664544,0.073108932,0.03964035,0.086106846,0.127753391,0.08108783,0.062624538,0.040071999,0.068427909,0.059265186,0.111461694,0.09596714,0.305590247,0.054025194,0.064109711,0.053150751,0.096347997,0.040008347,0.065606834,0.073129709,0.124699007,0.490445187476118,0.0239526534251349,1.29484912858207
"T2065",0.051338726,0.057968186,0.110210067,0.0589181,0.332538977,0.227567638,0.051972785,0.050350162,0.178127651,0.053090079,0.065287255,0.091551283,0.178419922,0.061459643,0.050255796,0.106168271,0.105477713,0.071511319,0.050226488,0.289793333,0.108927409,0.09711418,0.061701983,0.051840193,0.050413954,0.133472771,0.121975191,0.241145132,0.050265176,0.050971292,0.050595659,0.122189854,0.072333117,0.101881484,0.052640234,0.180608603,0.380498982990777,0.304170542407418,1.45096960490765
"T0834",0.051728281,0.049849245,0.098511795,0.049857786,0.113061643,0.309810369,0.062310629,0.056908244,0.216339129,0.049972581,0.051362055,0.066200146,0.285613959,0.049930416,0.05592247,0.092888455,0.257923259,0.055663895,0.260172602,0.270527303,0.100397737,0.075484234,0.05012007,0.059839471,0.054433577,0.147148035,0.11711384,0.317588268,0.053846325,0.062384253,0.053326112,0.190110962,0.055339843,0.078724402,0.07105203,0.187701902,0.466139337278944,0.0849782595342923,1.3288489089973
"T0835",0.066727281,0.073569285,0.10990193,0.071969023,0.168857756,0.269068015,0.067987077,0.064937145,0.201104049,0.071049166,0.064966154,0.093442911,0.250927051,0.076666646,0.064927129,0.10689227,0.104983867,0.084202549,0.185604334,0.384678803,0.110724056,0.098867801,0.075977504,0.066425101,0.06516598,0.11200487,0.118186649,0.102989774,0.065040622,0.067282044,0.065411665,0.065570232,0.08358095,0.088779367,0.072654571,0.206360048,0.300767222874527,0.522195174109459,1.57243975613765
"T0837",0.048913161,0.060675358,0.113765215,0.059377589,0.189320389,0.250472693,0.050608158,0.040758948,0.19754932,0.056580172,0.062378983,0.090028484,0.235870172,0.065925152,0.041379837,0.109240826,0.103837303,0.077206379,0.192478044,0.31341609,0.114907879,0.099033176,0.064827842,0.043379028,0.04183125,0.138455353,0.122938061,0.246565275,0.043314066,0.048145658,0.045026057,0.193046927,0.076225315,0.098564018,0.070399361,0.190080169,0.336602746056644,0.421752757014921,1.51647931029658
"T5127",0.104368546,0.120468467,0.069872934,0.09621103,0.199013353,0.062870097,0.079573395,0.063630858,0.126508055,0.132885429,0.116394783,0.084837585,0.064342759,0.106263045,0.082850793,0.063941275,0.090647196,0.056911634,0.303148191,0.356116084,0.094539464,0.125595977,0.10780894,0.146151015,0.067525108,0.301736047,0.146306364,0.06990013,0.065841047,0.077277078,0.065798008,0.126682922,0.116764726,0.155353562,0.061732161,0.071979826,0.260283177192195,0.642472630753841,1.63945108753676
"T5129",0.096048496,0.109167122,0.074024991,0.087682956,0.192119715,0.057319336,0.079573395,0.081361048,0.123482067,0.127950406,0.125564073,0.102759218,0.099319264,0.100577399,0.094416365,0.121466885,0.087527239,0.060768082,0.31137728,0.217912188,0.072809065,0.101359823,0.09299783,0.086573718,0.061412144,0.300466222,0.164014061,0.071219179,0.064775609,0.081832729,0.099107306,0.08987519,0.123285927,0.14609196,0.066610318,0.059100545,0.14155886325679,1.07334193495096,1.87950542971182
"T5131",0.095850815,0.119993419,0.070530758,0.135836768,0.183332216,0.067982663,0.079573395,0.070988723,0.0849494,0.11809358,0.110972138,0.066010415,0.075030382,0.090562267,0.070192554,0.075725914,0.088107232,0.066020639,0.341659089,0.206092955,0.06962938,0.066158893,0.097851377,0.106513146,0.076664899,0.301021941,0.163165959,0.066322891,0.067673508,0.068261408,0.073866854,0.109884477,0.126816021,0.147702369,0.068153135,0.065893069,0.22287832340705,0.762508374586376,1.70632775116196
"T5133",0.060893984,0.10776262,0.06030378,0.118615083,0.174653573,0.130265815,0.079573395,0.131762612,0.113941694,0.114445141,0.118146159,0.119114021,0.121936993,0.082488538,0.078506573,0.112559688,0.083095418,0.060703202,0.302597516,0.341012338,0.125925766,0.121601823,0.084906378,0.111652376,0.116545868,0.282739763,0.150328826,0.060094131,0.060372961,0.08373231,0.102090841,0.121172478,0.09075818,0.093083294,0.060240593,0.083292009,0.162242949031233,0.985281335590654,1.83044338457409
"T5135",0.065260673,0.12983877,0.075629158,0.103181773,0.158928034,0.183942487,0.079573395,0.095632413,0.071301995,0.102722178,0.091288193,0.215175857,0.059090247,0.107648819,0.067941715,0.067858539,0.112760345,0.084865038,0.323620559,0.349531462,0.064930375,0.149266361,0.12021964,0.060385165,0.115921915,0.289942451,0.170812154,0.085899259,0.087585187,0.122763459,0.067047735,0.070203312,0.153583092,0.168850077,0.082723735,0.07770937,0.225092569447896,0.755106407497911,1.7022038223443
"T5137",0.096491367,0.114835713,0.087355119,0.093498022,0.195853392,0.172056304,0.079573395,0.131782235,0.132984698,0.137696003,0.072007623,0.083371707,0.154957544,0.092263605,0.085467837,0.079032217,0.09931874,0.084885886,0.309477928,0.290549609,0.076061846,0.084842605,0.106889493,0.076927883,0.08267725,0.291539665,0.171636316,0.092596214,0.085095547,0.117632227,0.174743068,0.095556307,0.143544849,0.099095194,0.086097305,0.087922108,0.0994404768453653,1.28474629843368,1.99728716750199
"T0321",0.066230001,0.061877664,0.110015902,0.078084114,0.207334555,0.190092603,0.081679327,0.06367903,0.157969952,0.061485687,0.080591229,0.08720617,0.180722128,0.076075378,0.06232053,0.107026093,0.071795928,0.082082866,0.13765414,0.141249109,0.100962406,0.107530604,0.083131774,0.056271019,0.053880714,0.132012306,0.12614756,0.28822978,0.054060333,0.063623187,0.251995488,0.121805846,0.391486922,0.108537974,0.060843021,0.161619495,0.276324095111543,0.593796559888874,1.612331721972
"T0056",0.081647539,0.069954994,0.06486485,0.062261634,0.198101292,0.262712038,0.098708002,0.084611331,0.215487939,0.081985329,0.061001168,0.057548508,0.101652788,0.054744028,0.07815414,0.062025322,0.071127076,0.055392744,0.236118081,0.261557483,0.068674482,0.080992286,0.058561105,0.107437018,0.099012732,0.116137843,0.177274441,0.268867855,0.070066705,0.085121708,0.082134334,0.202097466,0.054033607,0.070359421,0.083961636,0.114792444,0.250458650012549,0.673047142060805,1.65648535785405
"T0054",0.07249381,0.065691956,0.090219082,0.064893273,0.164009051,0.27482713,0.083174371,0.074670508,0.254010341,0.070956714,0.065049669,0.084222829,0.099678962,0.06751687,0.095445538,0.080623062,0.098284999,0.064923141,0.228799591,0.278065774,0.105248777,0.09216663,0.06514966,0.093184731,0.081980076,0.144780842,0.116558093,0.201917156,0.090867747,0.071629733,0.071576427,0.155579039,0.067551273,0.074800262,0.073310709,0.124310402,0.174283795925099,0.937371313081385,1.80375081486671
"T0055",0.072685691,0.065141689,0.085632336,0.062861851,0.161061089,0.254090987,0.082813087,0.074712046,0.241276676,0.071444047,0.062370262,0.0792562,0.085470132,0.065002115,0.088104301,0.082379944,0.093090951,0.062663182,0.233295894,0.270079235,0.099974345,0.087057184,0.062343294,0.091326084,0.082329416,0.139197328,0.066136977,0.277038706,0.066160087,0.071711219,0.071126409,0.152361027,0.063515652,0.092229909,0.073764285,0.103421258,0.239790747027209,0.706975836543211,1.67538837636917
"T1864",0.105802063,0.095055432,0.097722309,0.092077474,0.322525008,0.332463604,0.123634718,0.109012521,0.093211442,0.102738606,0.090360723,0.093564442,0.150686118,0.088896612,0.129008868,0.095207996,0.101532853,0.089799374,0.237980979,0.276280223,0.203586133,0.097855227,0.090586927,0.132597534,0.124142024,0.135109389,0.089160567,0.112778875,0.116914694,0.117610054,0.107560305,0.115596215,0.088515326,0.100992433,0.110103721,0.140151335,0.0801963270631712,1.40375219406678,2.06359006193628
"T1868",0.118194388,0.100522632,0.083318735,0.095398725,0.321714025,0.218877305,0.13858677,0.120733953,0.09305714,0.112223961,0.088597554,0.081772346,0.143652224,0.086983969,0.121387429,0.082338922,0.085533025,0.090456973,0.227043665,0.346143401,0.213485805,0.119529278,0.091678279,0.148627797,0.139320866,0.094292356,0.100392438,0.121402836,0.103527337,0.142645136,0.116318071,0.094940379,0.084602621,0.08521989,0.121650825,0.104651572,0.0816661440466481,1.39395137701515,2.05812963886323
"T1866",0.117627506,0.104460224,0.098583067,0.100425858,0.106776212,0.245361279,0.127119319,0.116275319,0.119265214,0.11102032,0.100000961,0.096398691,0.163963533,0.096588146,0.111515911,0.097185692,0.100561497,0.098116931,0.245035034,0.304233132,0.099827804,0.10085185,0.098833138,0.133345165,0.128057854,0.0959299,0.113248607,0.240730418,0.120711329,0.117759421,0.113237532,0.108801712,0.107498406,0.100259619,0.118180957,0.100215484,0.0126365967883874,2.23720119077842,2.52793748398086
"T1870",0.114028694,0.102633753,0.100763404,0.099826669,0.10127186,0.192856417,0.121079738,0.112393025,0.110738732,0.108092787,0.100528437,0.098186712,0.132295772,0.096307824,0.108501603,0.099197837,0.131930164,0.09744047,0.263372538,0.310338927,0.148573883,0.174631921,0.097955173,0.126154704,0.121764679,0.098747874,0.116947252,0.181562788,0.116951101,0.114118286,0.110407481,0.112239167,0.100413735,0.102852985,0.113568768,0.099720258,0.00492340728500361,2.5811627594739,2.71957208710153
"T2674",0.069840775,0.165361147,0.300495082,0.063170071,0.192536175,0.273805247,0.079573395,0.056839637,0.347204587,0.05102457,0.308293632,0.04662734,0.15436159,0.044963112,0.061790007,0.096231007,0.044787441,0.096185617,0.270705284,0.174175784,0.324269817,0.059790151,0.247347684,0.072513428,0.273621223,0.095978821,0.336228504,0.299219176,0.27308112,0.339671054,0.282353884,0.149062407,0.046636126,0.272168769,0.167945489,0.100053943,0.282720716888445,0.574778020107644,1.60173574075022
"T2675",0.07224004,0.157784408,0.277328493,0.059985952,0.178109975,0.279615801,0.079573395,0.061964148,0.324468879,0.056747197,0.280882328,0.054799454,0.16079266,0.054765273,0.063271323,0.100666212,0.064030508,0.073292868,0.296015676,0.168661157,0.321307566,0.06856971,0.307423185,0.068810774,0.188433792,0.086026313,0.308962144,0.264115189,0.305711093,0.249095748,0.251728852,0.141119736,0.057090408,0.274783718,0.136441473,0.096204825,0.250719456335946,0.672227443152244,1.65602867115031
"T1863",0.094011949,0.077953198,0.086535403,0.075180368,0.383193789,0.357434295,0.113393513,0.094850686,0.083710626,0.087165305,0.073287119,0.080762299,0.135702885,0.071650874,0.087848968,0.083295574,0.092730473,0.072507433,0.288931876,0.354643904,0.309136004,0.080165134,0.073116404,0.125340938,0.114185057,0.14038468,0.072624843,0.099616842,0.080304924,0.107143075,0.090220611,0.112958575,0.07167856,0.091937099,0.095471856,0.129491834,0.392579970921678,0.272601001708572,1.43338096433518
"T1867",0.110044172,0.093563509,0.089176621,0.089136565,0.360155726,0.358605629,0.125630961,0.110015975,0.094781887,0.103010981,0.08560035,0.08590612,0.118931716,0.08468968,0.126920531,0.087206501,0.092566314,0.086676758,0.263784382,0.323943961,0.086002195,0.128092707,0.087678346,0.134896508,0.126743219,0.123499942,0.177285379,0.120068404,0.116997575,0.125666766,0.112744064,0.105264729,0.083563287,0.092094453,0.112352616,0.133727246,0.179956892235574,0.915529382824948,1.79158181106795
"T0046",0.082289799,0.06544734,0.058089572,0.061038123,0.210070184,0.270814844,0.102224507,0.085229073,0.288277809,0.080468829,0.055557104,0.052734259,0.20732179,0.051760547,0.079151881,0.054692279,0.062312855,0.052624779,0.239688393,0.258379403,0.057650803,0.052285888,0.055227355,0.117019335,0.103540843,0.101822038,0.239886719,0.288780269,0.069247963,0.086738558,0.087277814,0.212827214,0.051071085,0.061661767,0.084635998,0.077103558,0.379988990990829,0.30550970181754,1.45171570361584
"T1865",0.117166193,0.099423174,0.075189023,0.094890239,0.166497113,0.317520993,0.130122674,0.113653335,0.085452146,0.106881301,0.090499901,0.07861607,0.165625175,0.082501132,0.144523813,0.074963767,0.319187037,0.085204533,0.333642233,0.33084819,0.154999623,0.107875496,0.086564573,0.14098019,0.131662703,0.316492522,0.085484084,0.09594144,0.134799669,0.115750715,0.109920338,0.077427824,0.216608764,0.076392358,0.113207472,0.123577327,0.192624891963297,0.868264075372371,1.76524843763497
"T1869",0.125061527,0.098068268,0.065246611,0.092282406,0.219841002,0.309688687,0.132127878,0.112506608,0.074819553,0.104506863,0.077094671,0.071792719,0.168703618,0.0750696,0.105386453,0.065214681,0.307662845,0.078669171,0.363690361,0.338675073,0.339994972,0.369619509,0.080274193,0.145443948,0.134102699,0.353533187,0.074619494,0.083363577,0.144034868,0.121563259,0.10699098,0.185400247,0.252661951,0.066179311,0.112026228,0.108597674,0.307347069840258,0.503384254469333,1.56195944831361
